genes	endo03_FC	endo03_FDR	endo06_FC	endo06_FDR	endo09_FC	endo09_FDR	endo12_FC	endo12_FDR	endo15_FC	endo15_FDR	endo18_FC	endo18_FDR	ovary03_FC	ovary03_FDR	ovary06_FC	ovary06_FDR	ovary09_FC	ovary09_FDR	ovary12_FC	ovary12_FDR	ovary15_FC	ovary15_FDR	ovary18_FC	ovary18_FDR	ovid03_FC	ovid03_FDR	ovid06_FC	ovid06_FDR	ovid09_FC	ovid09_FDR	ovid12_FC	ovid12_FDR	ovid15_FC	ovid15_FDR	ovid18_FC	ovid18_FDR	absMAX_FC	FC_sample	Min_FDR	FDR_sample
ENSSSCG00000017359	-0.760180472042557	0.999970279305184	-1.99442436577803	0.397650047267156	-4.34924970506248	0.00805513721421517	-1.22386122608354	0.658833656684498	-2.91179748182059	0.0789653369841055	-1.25341006490697	0.999963438149354	5.83421298429387	3.95235229737483e-06	3.89792285680929	0.00193980289895064	4.86029944050101	7.81354485990545e-05	4.8937298287526	4.44561584409607e-05	2.34629810774029	0.0825195485339509	2.06402515435276	0.226828046121242	-0.403454007518071	0.999905160632868	0.297763408201808	0.99998075372639	0.0338247839617044	0.999991240463336	-1.42492388005214	0.651991856943393	-0.908550118850394	0.999951635344029	-0.992086829669571	0.999918096269946	5.83421298429387	ovary03	3.95235229737483e-06	ovary03
ENSSSCG00000017360	0.17916783801294	0.999970279305184	0.159247839380716	0.999982221946195	0.272190935364476	0.999890466505892	0.465605664827525	0.938371237435128	-0.242258337405397	0.999107661984216	-0.190768512402529	0.999963438149354	0.0470353054173479	0.999746826372654	-0.271145416228219	0.999667845803702	0.138272341768935	0.994743056852406	-0.356220276891769	0.945952331782165	-0.378464081114679	0.999560378701902	-0.138247675100081	0.999898616998068	0.386335781513507	0.999905160632868	0.317001131875433	0.99998075372639	0.587132331697183	0.999991240463336	0.523893517002594	0.999791955937091	0.210568335992426	0.999951635344029	0.0986254074271226	0.999918096269946	0.587132331697183	ovid09	0.938371237435128	endo12
ENSSSCG00000017362	0.163834634372105	0.999970279305184	0.377047318383889	0.999982221946195	0.299265716764771	0.999890466505892	0.92649687622475	0.76915121413745	-0.0913382671998447	0.999107661984216	0.131011871563927	0.999963438149354	0.288282603798138	0.999746826372654	0.358228374157473	0.999667845803702	0.482115489262091	0.952818121988461	0.304451240565848	0.954613930517653	0.311603892924989	0.999560378701902	0.182572295955834	0.999898616998068	0.150853101412159	0.999905160632868	-0.00236021750703595	0.99998075372639	0.176334856009886	0.999991240463336	0.166933290649198	0.999791955937091	-0.0395651397938092	0.999951635344029	-0.0594167600645438	0.999918096269946	0.92649687622475	endo12	0.76915121413745	endo12
ENSSSCG00000017364	1.40927812406544	0.999970279305184	0.280097978191398	0.999982221946195	-1.17179808602857	0.709920535684381	0.40260310469592	0.955724749623922	-0.683096317104533	0.982146204100523	-0.0250073839602317	0.999963438149354	0.121239746182541	0.999746826372654	-0.246038618748296	0.999667845803702	0.0818645231451292	0.999037332298143	-1.26462364754588	0.539701138739903	-0.61972251977571	0.972100760658269	-0.350801537842961	0.999898616998068	-1.33906172448984	0.970269950316974	0.36081288746373	0.99998075372639	-0.0212133612570668	0.999991240463336	-0.0983070427612924	0.999791955937091	0.404490752502273	0.999951635344029	1.14443801241446	0.999918096269946	1.40927812406544	endo03	0.539701138739903	ovary12
ENSSSCG00000017365	-0.0200064371248327	0.999970279305184	-0.0986672693590138	0.999982221946195	-0.212181273938575	0.999890466505892	-0.0441601628077955	0.996832058863369	-0.781784313563614	0.935479003579902	-0.0510432349165567	0.999963438149354	0.154229147425924	0.999746826372654	0.0732707716181495	0.999667845803702	0.522672465002444	0.937723258193132	-0.130078391663678	0.983096968551358	-0.586517318019316	0.976524093958982	-0.737050931846544	0.999898616998068	-0.373108280920707	0.999905160632868	-0.991852180233543	0.99998075372639	-0.269061086240097	0.999991240463336	-1.07271053100757	0.878143860615647	-0.684157623474395	0.999951635344029	-0.200731939930365	0.999918096269946	1.07271053100757	ovid12	0.878143860615647	ovid12
ENSSSCG00000017366	-0.200838622922773	0.999970279305184	-0.324005949207124	0.999982221946195	-0.284781138781016	0.999890466505892	-0.0134088461122559	0.99755168042871	-0.133316217314647	0.999107661984216	-0.423185129258578	0.999963438149354	0.0728301467700449	0.999746826372654	0.122025671531955	0.999667845803702	0.420101889562097	0.969418346622299	0.178569123388064	0.978762394113482	0.286615433021773	0.999560378701902	1.05703187214467	0.848001845047162	0.0958146378608185	0.999905160632868	0.396271773678255	0.99998075372639	0.637699617301488	0.999991240463336	0.601089477329331	0.999791955937091	1.4320954504482	0.887779218939686	-0.580304806241175	0.999918096269946	1.4320954504482	ovid15	0.848001845047162	ovary18
ENSSSCG00000017367	0.275054047222223	0.999970279305184	0.600162006551336	0.999982221946195	0.148787180484617	0.999890466505892	0.897653931508906	0.79292021203887	-1.27818438844293	0.650307303215579	0.0298109465698287	0.999963438149354	0.0438411065421647	0.999746826372654	-0.177434353124119	0.999667845803702	0.0351732186024486	0.999803500436176	-0.526783074650318	0.901836250526616	0.254809646218045	0.999560378701902	1.00946752493098	0.888379950700477	-3.31229950513081	0.0205573630850754	-0.638418046611485	0.99998075372639	-0.723776881981572	0.999991240463336	-1.51971198146119	0.56575010368873	-0.565136274280343	0.999951635344029	-0.839412273401229	0.999918096269946	3.31229950513081	ovid03	0.0205573630850754	ovid03
ENSSSCG00000017371	-0.0639634270683613	0.999970279305184	0.226838132182131	0.999982221946195	0.111455999830731	0.999890466505892	-0.0992211705794105	0.992950833246634	-0.35800026446692	0.999107661984216	-0.256697587216499	0.999963438149354	0.705923432182561	0.991621845216982	0.371288894321696	0.999667845803702	0.450131355580539	0.961909204849188	0.369905975054205	0.94236331180181	-0.0433920965116691	0.999560378701902	0.00859289837558725	0.999898616998068	0.225522606263735	0.999905160632868	-0.24702722174627	0.99998075372639	-0.0164234600266594	0.999991240463336	-0.000503934203579573	0.999791955937091	0.0212843523751575	0.999951635344029	-0.49239033088545	0.999918096269946	0.705923432182561	ovary03	0.94236331180181	ovary12
ENSSSCG00000017372	0	0	0	0	0	0	0	0	0	0	0	0	-2.92547721759074	0.207189586381438	-0.979730535375093	0.88042096159834	-1.65858918187938	0.574901222277624	-6.99364443654344	0.0106570179158468	0.325234312244334	0.999560378701902	1.7707140743868	0.440745141462195	2.14980315820954	0.443150120351438	1.02112083873944	0.99998075372639	0	0	0	0	0.498225986397364	0.999951635344029	0	0	6.99364443654344	ovary12	0	endo03
ENSSSCG00000017373	-0.800641523639616	0.999970279305184	-2.25138735297046	0.503687067405612	-1.69065452252317	0.587521743560271	-0.515771368404298	0.951279545013393	-2.74157481697168	0.26045512522734	-0.998329680093186	0.999963438149354	0	0	0	0	0	0	0	0	0	0	0.807522073522575	0.999898616998068	0	0	0	0	0	0	0	0	0	0	0	0	2.74157481697168	endo15	0	ovary03
ENSSSCG00000017376	1.73390614426671	0.889706279791769	1.03621885825704	0.999982221946195	1.51800816420706	0.445459862193989	1.11310201665553	0.685139802605204	0.713037875689481	0.970653718128515	1.57799008760838	0.999963438149354	0	0	-1.25525941205085	0.819852364954397	0	0	0	0	0	0	0.0501392650722026	0.999898616998068	0.585585618629902	0.999905160632868	-0.656173037434969	0.99998075372639	1.1572842222913	0.999991240463336	-0.509038385422387	0.999791955937091	0.852153318203295	0.999951635344029	0.971491604933815	0.999918096269946	1.73390614426671	endo03	0	ovary03
ENSSSCG00000017378	-0.235245082236601	0.999970279305184	-0.153659739722511	0.999982221946195	-0.0416246956162357	0.999890466505892	0.804690430837407	0.829416659456953	0.556325498431044	0.999107661984216	0.267327662690099	0.999963438149354	0.167002416010402	0.999746826372654	0.116650327880089	0.999667845803702	0.53825445854284	0.934503505231728	0.195274825607431	0.976559653882926	-0.0553036982533108	0.999560378701902	0.0625673083942113	0.999898616998068	-0.0229853428711764	0.999905160632868	0.1286479752832	0.99998075372639	0.535034890678897	0.999991240463336	0.0965480393478471	0.999791955937091	0.172462620836961	0.999951635344029	0.165229675748419	0.999918096269946	0.804690430837407	endo12	0.829416659456953	endo12
