,endo00.txt,endo15.txt
ENSSSCG00000028996,2079.31143615435,436.975470312185
ENSSSCG00000005267,155.82174834868,158.857896501016
ENSSSCG00000005268,21.2636651857647,14.4513826134678
ENSSSCG00000005269,3.85697396902672,26.6134372881684
ENSSSCG00000031382,15.9645183413628,19.2446629852616
ENSSSCG00000005271,43.2316473571778,48.6839894478458
ENSSSCG00000005272,9.79335999092003,6.2598810825665
ENSSSCG00000005273,44.4390479040036,75.0828022417548
ENSSSCG00000023520,27.8037514810709,22.4998011481962
ENSSSCG00000057774,2.11295095694507,1.32351771459977
ENSSSCG00000037277,39.0728232514446,246.961251394509
ENSSSCG00000005277,10.3299824561759,32.2294448879567
ENSSSCG00000004349,36.8257166781856,34.089523838205
ENSSSCG00000004272,44.3048922876896,55.2300365227582
ENSSSCG00000037594,151.864157667417,202.033190596203
ENSSSCG00000044472,0.335389040784932,0.608102733735032
ENSSSCG00000004261,0.804933697883838,0.930039475124166
ENSSSCG00000004351,12.9124780702199,18.5292480043968
ENSSSCG00000004262,19.0836364206627,24.9322120831363
ENSSSCG00000038757,7.41209780134701,12.9490111536518
ENSSSCG00000004353,59.0620100822266,65.7466367414699
ENSSSCG00000005284,6.80839752793413,16.0610663204135
ENSSSCG00000004263,17.6750024493659,18.7796432476995
ENSSSCG00000021802,17.9097747779154,25.3256903226119
ENSSSCG00000031105,6.9425531442481,6.65335932204211
ENSSSCG00000034919,3.18619588745686,29.5466387097139
ENSSSCG00000023834,78.0785686947323,25.3972318206984
ENSSSCG00000032533,1.44217287537521,0.321936741389134
ENSSSCG00000025941,180.606998462686,233.117971514777
ENSSSCG00000030268,153.742336295813,134.498016402572
ENSSSCG00000027002,11.0007605377458,5.90217359213413
ENSSSCG00000005266,1.60986739576768,1.71699595407538
ENSSSCG00000005288,26.3615786056957,14.3798411153813
ENSSSCG00000035934,5.86930821373632,9.08577025698224
ENSSSCG00000005036,0.771394793805345,0.393478239475609
ENSSSCG00000004241,264.253025234448,156.962046801725
ENSSSCG00000005037,61.8457391207416,86.279046692288
ENSSSCG00000004242,11.5038440989232,16.1683785675432
ENSSSCG00000005291,99.8117785375959,169.338725970685
ENSSSCG00000005038,77.7096407498689,69.1448579005774
ENSSSCG00000033805,1.37509506721822,0.930039475124166
ENSSSCG00000037497,0.603700273412878,0.50079048660532
ENSSSCG00000033763,57.385064878302,110.817780535949
ENSSSCG00000004344,5.09791341993097,4.3282606342317
ENSSSCG00000005286,21.2301262816862,15.8106710771108
ENSSSCG00000005039,21.0624317612938,28.9027652269356
ENSSSCG00000005040,25.8584950445183,28.1158087479844
ENSSSCG00000004250,0.872011506040824,0.536561235648557
ENSSSCG00000005287,118.224636876689,145.372324111716
ENSSSCG00000005041,75.5966897929238,116.219163641478
ENSSSCG00000020885,49.3692668035421,60.0590876435952
ENSSSCG00000004253,43.0639528367853,57.4835937124821
ENSSSCG00000060009,4.02466848941919,4.36403138327493
ENSSSCG00000054181,0.0670778081569865,4.11363613997227
ENSSSCG00000062298,0.10061671223548,1.14466396938359
ENSSSCG00000004364,26.0597284689893,30.6913026790975
ENSSSCG00000005043,17.6414635452875,23.072133132888
ENSSSCG00000004254,29.9502413420945,52.7618548387748
ENSSSCG00000005045,32.8681259969234,41.4582981411119
ENSSSCG00000005047,4.25944081796864,4.14940688901551
ENSSSCG00000004366,1.71048410800316,4.68596812466407
ENSSSCG00000027256,75.0265284235894,69.5741068890963
ENSSSCG00000004367,4.42713533836111,3.00474291963192
ENSSSCG00000039333,222.195239520018,391.296223783971
ENSSSCG00000004368,54.5007191275515,46.3946615090786
ENSSSCG00000026294,75.2277618480604,104.30750421008
ENSSSCG00000053030,0.939089314197811,0.858497977037692
ENSSSCG00000035648,22.504604636669,32.0863618917837
ENSSSCG00000038522,103.165668945445,47.7181792236784
ENSSSCG00000035259,118.157559068532,202.10473209429
ENSSSCG00000021451,18.8824029961917,24.1810263532283
ENSSSCG00000038507,277.467353441375,194.879040787556
ENSSSCG00000004339,45.9147596834573,71.8634348278634
ENSSSCG00000005004,7.479175609504,7.33300355386362
ENSSSCG00000004347,33.4382873662578,52.6187718426019
ENSSSCG00000004357,1.71048410800316,0
ENSSSCG00000005006,140.192619048102,129.812048277908
ENSSSCG00000004275,27.5689791525215,39.1331994533014
ENSSSCG00000035611,16.4340629984617,19.8885364680399
ENSSSCG00000058931,28.0720627136988,17.0626472936241
ENSSSCG00000005008,3.21973479153535,0.786956478951217
ENSSSCG00000004358,31.9290366827256,30.9059271733569
ENSSSCG00000004270,2.95142355890741,1.21620546747006
ENSSSCG00000032489,7.9487202666029,10.9458492072306
ENSSSCG00000004990,3.78989616086974,3.25513816293458
ENSSSCG00000004340,7.78102574621043,9.37193624932813
ENSSSCG00000058693,0.536622465255892,0.894268726080929
ENSSSCG00000005009,56.6472089885751,76.4063199563546
ENSSSCG00000035240,3.4880460241633,3.64861640241019
ENSSSCG00000005011,38.3685062657963,58.7713406780386
ENSSSCG00000032312,148.845656300353,178.209871733408
ENSSSCG00000004342,4.99729670769549,5.36561235648557
ENSSSCG00000005012,116.547691672764,168.408686495561
ENSSSCG00000045405,0.368927944863426,2.96897217058868
ENSSSCG00000005029,106.787870585923,77.3363594314787
ENSSSCG00000060707,0.402466848941919,0.393478239475609
ENSSSCG00000060554,0.737855889726851,1.10889322034035
ENSSSCG00000005030,21.9344432673346,86.9586909241095
ENSSSCG00000053772,0.335389040784932,0.25039524330266
ENSSSCG00000004939,0.301850136706439,0.715414980864743
ENSSSCG00000057054,0.804933697883838,0.786956478951217
ENSSSCG00000021862,85.2223552634513,718.455494533418
ENSSSCG00000005027,29.5142355890741,41.9590886277172
ENSSSCG00000028092,29.4806966849956,34.0537530891618
ENSSSCG00000004941,13.2814060150833,17.0268765445809
ENSSSCG00000004942,9.49150985421359,11.7328056861818
ENSSSCG00000004943,43.4999585898057,143.691098906684
ENSSSCG00000036735,11.4703051948447,9.51501924550108
ENSSSCG00000005015,47.1556991343615,68.3579014216262
ENSSSCG00000005016,16.2663684780692,19.9600779661263
ENSSSCG00000031354,6.00346383005029,3.86324089666961
ENSSSCG00000038941,7.37855889726851,8.22727227994455
ENSSSCG00000004945,1658.96835133859,1009.20014275685
ENSSSCG00000005787,55.5739640580633,54.6219337890231
ENSSSCG00000034516,18.1110082023864,11.1962444505332
ENSSSCG00000036634,42.2590191389015,45.7865587753436
ENSSSCG00000005785,34.3773766804556,12.519762165133
ENSSSCG00000004946,12.4764723171995,8.94268726080929
ENSSSCG00000005020,2.31418438141603,3.0762844177184
ENSSSCG00000005786,34.4779933926911,30.2978244396219
ENSSSCG00000004948,10.3299824561759,4.07786539092904
ENSSSCG00000004971,103.534596890309,80.3768731001539
ENSSSCG00000005021,45.5793706426723,37.4877449973125
ENSSSCG00000038767,147.168711096428,121.763629743179
ENSSSCG00000004963,121.947455229401,70.0033558776151
ENSSSCG00000005022,28.3403739463268,54.4073092947637
ENSSSCG00000004966,5.9699249259718,1.96739119737804
ENSSSCG00000026078,51.9182235135075,133.102957189885
ENSSSCG00000004968,9.82689889499852,29.0816189721518
ENSSSCG00000005024,124.999495500544,122.085566484568
ENSSSCG00000004969,18.7147084757992,10.3019757244523
ENSSSCG00000004970,1282.1923029208,862.933549919053
ENSSSCG00000023533,37.5971114719909,64.3515775287836
ENSSSCG00000004952,211.764640351606,450.031793712967
ENSSSCG00000005023,2.21356766918055,1.07312247129711
ENSSSCG00000004859,43.4328807816488,61.5614591034111
ENSSSCG00000005025,5.56745807702988,1.32351771459977
ENSSSCG00000004856,36.993411198578,44.8207485511762
ENSSSCG00000004951,96.4914270338251,208.149988682597
ENSSSCG00000038422,94.512631693194,84.1328017496938
ENSSSCG00000057448,0.838472601962331,0.465019737562083
ENSSSCG00000004954,4.09174629757618,5.54446610170176
ENSSSCG00000005002,3.15265698337837,4.07786539092904
ENSSSCG00000004955,26.0261895649108,19.7454534718669
