,logFC,PValue,FDR
ENSSSCG00000034942,4.98551508160699,2.80278288541933e-07,7.6766968254224e-05
ENSSSCG00000044295,-9.0071523546913,2.88655622187156e-07,7.78580802947684e-05
ENSSSCG00000007224,6.07543149878779,2.93355021325847e-07,7.78580802947684e-05
ENSSSCG00000013369,-4.997419709148,2.96990116104506e-07,7.78580802947684e-05
ENSSSCG00000028051,-4.95310883111894,3.11222394287175e-07,8.04400303882246e-05
ENSSSCG00000028969,-6.04300688978378,3.32588279948352e-07,8.47684378518361e-05
ENSSSCG00000020992,-8.95994009784843,3.47703874394996e-07,8.62258621489537e-05
ENSSSCG00000055590,-8.95994009784843,3.47703874394996e-07,8.62258621489537e-05
ENSSSCG00000043782,-5.49555413173049,3.67096044632228e-07,8.98210602006136e-05
ENSSSCG00000059381,5.00233980834159,4.35247320095891e-07,0.000105095046987891
ENSSSCG00000006455,-8.88609198740856,4.64576604589397e-07,0.000109300580395128
ENSSSCG00000034474,-8.88609198740856,4.64576604589397e-07,0.000109300580395128
ENSSSCG00000062660,-8.86061134532648,5.1322800509525e-07,0.000119218317993708
ENSSSCG00000013890,-6.44867699925633,5.23865247148781e-07,0.000120168139380341
ENSSSCG00000058318,-5.90453559788422,5.855287998753e-07,0.000132654802549526
ENSSSCG00000055678,-4.77723861695813,6.91297245198284e-07,0.000154560866325836
ENSSSCG00000005216,4.96234971062961,7.07963556807809e-07,0.000154560866325836
ENSSSCG00000040950,-4.8723458806279,7.16256349218521e-07,0.000154560866325836
ENSSSCG00000063006,8.86153090470732,7.23820246444248e-07,0.000154560866325836
ENSSSCG00000055095,-6.36816719789202,7.24332979348368e-07,0.000154560866325836
ENSSSCG00000002825,4.72906333596184,7.3964089861785e-07,0.00015601321989122
ENSSSCG00000032612,-4.88465186637133,7.48462071825674e-07,0.000156079857728102
ENSSSCG00000005756,-8.75393485957122,7.76982345833257e-07,0.000160206775599844
ENSSSCG00000006106,-5.81716413996189,8.34774055218413e-07,0.000170210429859034
ENSSSCG00000009979,-8.72598600696803,8.65620503975882e-07,0.000174560460092983
ENSSSCG00000008294,-4.67529196211667,8.98017892367926e-07,0.000177695970630894
ENSSSCG00000037452,-5.02081784746893,9.00535407807373e-07,0.000177695970630894
ENSSSCG00000010753,-4.70796847717,9.58547987583097e-07,0.000186632985065755
ENSSSCG00000024314,-8.69748499612361,9.66167161530529e-07,0.000186632985065755
ENSSSCG00000001107,-4.73848668121245,9.94642921173006e-07,0.000190132210900477
ENSSSCG00000016628,-4.65178401838808,1.05649342193274e-06,0.000199873307071008
ENSSSCG00000061608,-4.64152930563184,1.16223079800764e-06,0.00021705379509064
ENSSSCG00000004597,4.64568195825493,1.17096211181807e-06,0.00021705379509064
ENSSSCG00000053859,-8.6387360967584,1.2107141300793e-06,0.000222178150010852
ENSSSCG00000017923,4.78054351932932,1.26205145285482e-06,0.000227902956724074
ENSSSCG00000051357,4.88742932793364,1.26674849249935e-06,0.000227902956724074
ENSSSCG00000026985,-8.60843945758663,1.35946338498531e-06,0.000242208859979277
ENSSSCG00000033181,4.66106040935507,1.39124216397404e-06,0.000245487355298919
ENSSSCG00000033922,-5.68238685256052,1.4373693494948e-06,0.000251211094595991
ENSSSCG00000034740,-8.57749291571058,1.52976460847241e-06,0.000264836889906389
ENSSSCG00000001441,8.6555571199283,1.58954268991689e-06,0.000272613999090325
ENSSSCG00000020859,-5.65385181172138,1.61166136781893e-06,0.000273848127415233
ENSSSCG00000058261,-5.23383701682554,1.66617900201021e-06,0.000280514228127425
ENSSSCG00000037918,4.52686188982508,1.68677268784831e-06,0.000281399687224585
ENSSSCG00000051026,-4.91545242458599,1.85129956457442e-06,0.000306064849635181
ENSSSCG00000039344,5.00966504360676,1.94445173251374e-06,0.00031859494413714
ENSSSCG00000036504,-4.77021985102141,2.05270200852516e-06,0.000333355173083585
ENSSSCG00000008702,-5.07185879550695,2.08142356279323e-06,0.000335054419305426
ENSSSCG00000031796,-5.17292080639182,2.13123954075832e-06,0.000340090233151791
ENSSSCG00000023607,-8.48045916849619,2.20975552056323e-06,0.000346972753318193
ENSSSCG00000017018,-4.55522700646622,2.21218528353924e-06,0.000346972753318193
ENSSSCG00000037358,-4.44687137517511,2.37892099742051e-06,0.000369962535793761
ENSSSCG00000033204,-8.44660800625635,2.51014061566494e-06,0.000383863253650561
ENSSSCG00000015895,-8.44660800625635,2.51014061566494e-06,0.000383863253650561
ENSSSCG00000007476,-4.42537358168534,2.83435184366434e-06,0.00042651573800865
ENSSSCG00000014377,-8.41194344209638,2.85877803798507e-06,0.00042651573800865
ENSSSCG00000016183,-8.41194344209638,2.85877803798507e-06,0.00042651573800865
ENSSSCG00000048684,-5.50204200073653,2.95176987755997e-06,0.000436838137283089
ENSSSCG00000002442,8.47914592633727,3.07916671181939e-06,0.000452046306628781
ENSSSCG00000004565,-4.39640421367189,3.14251101699479e-06,0.000457684283118027
ENSSSCG00000045748,4.88855610065067,3.17114156829503e-06,0.000458217471809307
ENSSSCG00000022337,-5.46966444726491,3.35554594672124e-06,0.000481075184908449
ENSSSCG00000007678,-4.57130707102845,3.53192307041392e-06,0.000502436591202837
ENSSSCG00000057160,4.85851909168539,3.57804713563148e-06,0.00050508263835364
ENSSSCG00000012482,-4.74876713631724,3.64020276436408e-06,0.000509934052891948
ENSSSCG00000006791,-4.32500422690722,3.80301358411467e-06,0.000528705320318851
ENSSSCG00000017978,-4.60734864804813,3.98050557793153e-06,0.000549219983914447
ENSSSCG00000000197,-4.37685783472043,4.01635498184437e-06,0.000550030822924076
ENSSSCG00000013887,-8.30265331111852,4.29421688068578e-06,0.000574637303878635
ENSSSCG00000038768,-8.30265331111852,4.29421688068578e-06,0.000574637303878635
ENSSSCG00000018072,-8.30265331111852,4.29421688068578e-06,0.000574637303878635
ENSSSCG00000030113,-4.99665708855849,4.32128755573274e-06,0.000574637303878635
ENSSSCG00000025020,-4.50452781032775,4.41036502943453e-06,0.000582263371619806
ENSSSCG00000060206,-4.42461876670415,4.50985812261903e-06,0.000591145760058442
ENSSSCG00000007130,-4.48487869796479,4.57123076014777e-06,0.000594940820421785
ENSSSCG00000004181,-4.29044470956452,4.89681614161593e-06,0.000630491069521142
ENSSSCG00000036049,-4.26822000069615,4.9416231547632e-06,0.000630491069521142
ENSSSCG00000032720,-8.26430264612374,4.94745321841014e-06,0.000630491069521142
ENSSSCG00000035736,-5.36792945232708,5.00984100621359e-06,0.000632654556884656
ENSSSCG00000031957,-4.40258395849354,5.03338048635823e-06,0.000632654556884656
ENSSSCG00000014987,-5.09838467150858,5.34705455404424e-06,0.00066750883075691
ENSSSCG00000014929,-4.93684557521838,5.48188974423843e-06,0.00067589687584541
ENSSSCG00000017172,4.69235901098677,5.48790989597112e-06,0.00067589687584541
ENSSSCG00000010610,5.06852166262391,5.98748861028954e-06,0.000728182034375885
ENSSSCG00000003788,-4.44068422612718,5.99179811404058e-06,0.000728182034375885
ENSSSCG00000031944,-4.5239224046777,6.10654266617084e-06,0.000737244503071718
ENSSSCG00000036183,-4.51180499243013,6.41089018081438e-06,0.000764161131872107
ENSSSCG00000006811,-4.60781088825414,6.41277392557923e-06,0.000764161131872107
ENSSSCG00000008115,-8.18440039517617,6.63178872714338e-06,0.000781196139528241
ENSSSCG00000057206,-5.29588843034583,6.64086958565776e-06,0.000781196139528241
ENSSSCG00000015056,-4.18040047170543,7.00590343592259e-06,0.000818887477405194
ENSSSCG00000008441,-5.27730170738577,7.13978658770103e-06,0.000824862949119382
ENSSSCG00000007836,-5.02447564814224,7.15388177352386e-06,0.000824862949119382
ENSSSCG00000013869,-4.26811683111201,7.19187356869386e-06,0.000824862949119382
ENSSSCG00000011609,-4.1635554114096,7.41633978448981e-06,0.000845324542765047
ENSSSCG00000029260,-4.75243730968908,7.48134662382415e-06,0.00084747032033208
ENSSSCG00000056489,-8.14272607526445,7.71820695024876e-06,0.000868937519901933
ENSSSCG00000040687,-5.23939408215647,8.27356971139755e-06,0.000925782181547906
ENSSSCG00000059290,8.20436237797456,8.40686850672685e-06,0.000929364120282798
ENSSSCG00000050701,8.20436237797456,8.40686850672685e-06,0.000929364120282798
ENSSSCG00000015355,-4.17313426362328,8.51613379828667e-06,0.00093580581636143
ENSSSCG00000033544,-5.22006008955659,8.9177889177342e-06,0.000974109193031788
ENSSSCG00000063099,-8.09981203278802,9.01586717332865e-06,0.000978995139039965
ENSSSCG00000035723,-5.2004634727843,9.6207021527659e-06,0.0010351651159361
ENSSSCG00000036149,8.16602041868209,9.64597214457378e-06,0.0010351651159361
ENSSSCG00000052639,-8.05558224213932,1.05726589763995e-05,0.00110237991406766
ENSSSCG00000003659,-8.05558224213932,1.05726589763995e-05,0.00110237991406766
ENSSSCG00000034701,-8.05558224213932,1.05726589763995e-05,0.00110237991406766
ENSSSCG00000030461,-8.05558224213932,1.05726589763995e-05,0.00110237991406766
ENSSSCG00000000239,-8.05558224213932,1.05726589763995e-05,0.00110237991406766
ENSSSCG00000048696,8.12663157368572,1.11014353480353e-05,0.00114782662559359
ENSSSCG00000002720,4.51337573703902,1.11666296548158e-05,0.00114782662559359
ENSSSCG00000006858,-4.24361375697614,1.11961727416083e-05,0.00114782662559359
ENSSSCG00000009497,4.18748669792749,1.12820715106954e-05,0.00114829101935535
ENSSSCG00000006875,-4.39565537633886,1.13258500628477e-05,0.00114829101935535
ENSSSCG00000006876,-4.22929521068357,1.14808216091426e-05,0.0011576074579636
ENSSSCG00000004157,-4.2337398929315,1.20621396938564e-05,0.00120957554930032
ENSSSCG00000054645,4.62323290923496,1.23579212600736e-05,0.00123250115784571
ENSSSCG00000058972,-4.53949019835058,1.27850002857296e-05,0.0012578009369566
ENSSSCG00000060341,8.08613706623421,1.28172184192079e-05,0.0012578009369566
ENSSSCG00000042142,8.08613706623421,1.28172184192079e-05,0.0012578009369566
ENSSSCG00000014426,-4.51765073990513,1.39296401273931e-05,0.00135969588286059
ENSSSCG00000025822,-4.02159076166284,1.40223520837509e-05,0.00136150361422705
ENSSSCG00000055812,-5.09827689391305,1.425829836126e-05,0.00137712649067096
ENSSSCG00000040548,-7.96283429503653,1.47213409161805e-05,0.00140703816225431
ENSSSCG00000022868,-7.96283429503653,1.47213409161805e-05,0.00140703816225431
ENSSSCG00000033927,8.04447302627564,1.48475340502055e-05,0.00141174661842135
ENSSSCG00000062725,5.57310591953665,1.60975115628888e-05,0.00152270842624006
ENSSSCG00000012680,-3.98864284790384,1.65406404477959e-05,0.00155660150183334
ENSSSCG00000014326,-4.36200654267931,1.69815734044083e-05,0.00158591205752409
ENSSSCG00000008993,-4.10997576853304,1.70249400758676e-05,0.00158591205752409
ENSSSCG00000014310,-3.9663634003621,1.7324413018757e-05,0.00159658402258491
ENSSSCG00000003171,-7.91412408050784,1.74875150422085e-05,0.00159658402258491
ENSSSCG00000036443,-7.91412408050784,1.74875150422085e-05,0.00159658402258491
ENSSSCG00000049100,-7.91412408050784,1.74875150422085e-05,0.00159658402258491
ENSSSCG00000022721,-4.04536410066907,1.81086880549785e-05,0.0016451115569154
ENSSSCG00000006560,-3.94449429261828,1.92161585709026e-05,0.00173712180263367
ENSSSCG00000013067,-5.01097384822974,1.98940866913991e-05,0.00178959012193071
ENSSSCG00000057701,3.92077924752936,2.01577069581066e-05,0.00180445892872299
ENSSSCG00000037292,-3.9626070514531,2.06107511512527e-05,0.00183605773969242
ENSSSCG00000010141,-7.86371160466968,2.08729907339304e-05,0.00184703697222083
ENSSSCG00000012075,-4.00102834506975,2.09352999957458e-05,0.00184703697222083
ENSSSCG00000016034,-3.88397717722405,2.2579138113928e-05,0.0019825347537258
ENSSSCG00000030675,-4.96525778092993,2.36574197461403e-05,0.00206658127255241
ENSSSCG00000035018,-4.13959292944941,2.3761574219855e-05,0.00206658127255241
ENSSSCG00000023296,-4.01383078067469,2.43396789525663e-05,0.00210098760419046
ENSSSCG00000037821,-3.8727995636986,2.43861565959658e-05,0.00210098760419046
ENSSSCG00000038323,-7.81147356880546,2.50400954450641e-05,0.00213725949540638
ENSSSCG00000027923,-7.81147356880546,2.50400954450641e-05,0.00213725949540638
ENSSSCG00000010974,-4.0706867036959,2.60999752935108e-05,0.00221741040097786
ENSSSCG00000024325,-4.68392694194367,2.67197737497524e-05,0.002259606304524
ENSSSCG00000008121,-3.96594526570166,2.72479999650612e-05,0.00229370663926072
ENSSSCG00000060060,7.86462919072556,2.77341982601806e-05,0.0023226945504778
ENSSSCG00000036135,-3.83124901972797,2.78455016677629e-05,0.0023226945504778
ENSSSCG00000035935,-4.02879551157147,2.93657926216409e-05,0.00243842380271372
ENSSSCG00000056910,-4.01176017279939,3.0115422384136e-05,0.00244143590408637
ENSSSCG00000009942,-7.75727277295771,3.02003133468262e-05,0.00244143590408637
ENSSSCG00000053339,-7.75727277295771,3.02003133468262e-05,0.00244143590408637
ENSSSCG00000008938,-7.75727277295771,3.02003133468262e-05,0.00244143590408637
ENSSSCG00000012147,-7.75727277295771,3.02003133468262e-05,0.00244143590408637
ENSSSCG00000052062,-7.75727277295771,3.02003133468262e-05,0.00244143590408637
ENSSSCG00000026597,-4.31731582811934,3.03591260756484e-05,0.00244351018690449
ENSSSCG00000013462,-4.89384708043122,3.0958515765459e-05,0.00248087215201719
ENSSSCG00000002709,-3.89387729563709,3.16578042904583e-05,0.00252587985449653
ENSSSCG00000006359,-4.30461828287642,3.1880693760005e-05,0.00253265199649286
ENSSSCG00000011489,-4.29180799008324,3.34910519921269e-05,0.00263774375582627
ENSSSCG00000009936,-4.29180799008324,3.34910519921269e-05,0.00263774375582627
ENSSSCG00000048301,-4.86923582022198,3.39492451645459e-05,0.00266240426501958
ENSSSCG00000015512,-3.79561321524963,3.41137059844479e-05,0.00266391752561959
ENSSSCG00000015726,-4.46416582399573,3.45090347856471e-05,0.0026833699040314
ENSSSCG00000033214,3.79411173055502,3.59153149819536e-05,0.00278093647777988
ENSSSCG00000024022,-3.85981409060461,3.61842724419283e-05,0.00278998984698246
ENSSSCG00000056047,-7.70095594433493,3.66313073648974e-05,0.0028113721086933
ENSSSCG00000007382,-4.4471166702149,3.68219830715004e-05,0.0028113721086933
ENSSSCG00000025286,-3.8157174208062,3.69211856680882e-05,0.0028113721086933
ENSSSCG00000022568,7.76553558679671,3.88539482123078e-05,0.00292216722804943
ENSSSCG00000042725,7.76553558679671,3.88539482123078e-05,0.00292216722804943
ENSSSCG00000053684,7.76553558679671,3.88539482123078e-05,0.00292216722804943
ENSSSCG00000028923,-4.32663617801982,3.92102903554144e-05,0.00293051253440298
ENSSSCG00000026537,-4.10897128358103,3.92842942326376e-05,0.00293051253440298
ENSSSCG00000040931,-3.82754066043586,3.97465755114487e-05,0.0029529935514599
ENSSSCG00000039568,-3.80162409754275,3.99733887891062e-05,0.00295786958737455
ENSSSCG00000007170,-3.76976117631005,4.06227546967348e-05,0.00299384807807141
ENSSSCG00000038536,-5.31968158701086,4.08723274554337e-05,0.00300019232453866
ENSSSCG00000006264,-4.41240175230838,4.2007034624685e-05,0.00307119957130516
ENSSSCG00000058484,-4.05388548859829,4.31292314354292e-05,0.00314073224631572
ENSSSCG00000055280,-3.93950770358754,4.3523236821515e-05,0.00315689691269416
ENSSSCG00000034220,3.7570985381326,4.38802122738011e-05,0.00317025895841152
ENSSSCG00000031423,3.80443136509782,4.40709762802253e-05,0.00317155484595457
ENSSSCG00000042522,-4.39472593519597,4.49132391401879e-05,0.00321954238852183
ENSSSCG00000031855,3.86505183097355,4.66318867503372e-05,0.00332973445041026
ENSSSCG00000009631,-3.77044841120159,4.69920587881561e-05,0.00334244678612966
ENSSSCG00000014259,-3.76554285578923,4.81509634779225e-05,0.00341165378680832
ENSSSCG00000039626,-3.71483599564602,4.91127889329206e-05,0.00346641842195395
ENSSSCG00000051841,-4.76636429497563,4.97776365741602e-05,0.00349542530375613
ENSSSCG00000054285,5.26455828893517,4.99047152517086e-05,0.00349542530375613
ENSSSCG00000058302,3.98178686007939,5.11380619751757e-05,0.00356819230154543
ENSSSCG00000015125,-3.75845069740558,5.24266786180769e-05,0.00364424992166791
ENSSSCG00000006312,-3.95039931667259,5.3370506189661e-05,0.00369585720409988
ENSSSCG00000006577,-7.58126450227275,5.48990638246022e-05,0.00374626608921857
ENSSSCG00000002849,-4.73945796844326,5.49765792158646e-05,0.00374626608921857
ENSSSCG00000043649,-4.73945796844326,5.49765792158646e-05,0.00374626608921857
ENSSSCG00000052224,7.65913029494878,5.54744710226084e-05,0.00374626608921857
ENSSSCG00000014169,7.65913029494878,5.54744710226084e-05,0.00374626608921857
ENSSSCG00000021767,7.65913029494878,5.54744710226084e-05,0.00374626608921857
ENSSSCG00000006141,-3.75994934722884,5.55274577008038e-05,0.00374626608921857
ENSSSCG00000010359,-3.80594764091314,5.73759783062506e-05,0.00385680065164104
ENSSSCG00000054680,-4.47783273006778,5.80746052800754e-05,0.00388951489596593
ENSSSCG00000056379,-3.66723174795081,5.86154654755417e-05,0.0039114632979697
ENSSSCG00000033657,-4.32177400736707,5.91149244065543e-05,0.0039304999195097
ENSSSCG00000004201,-4.71204028580985,6.08131653313433e-05,0.00402881731767322
ENSSSCG00000031741,-3.97550298037918,6.55073329255994e-05,0.00432419088675423
ENSSSCG00000032857,7.60283223863801,6.68059693827399e-05,0.00438263710759738
ENSSSCG00000026527,-3.89154706888509,6.68703825473962e-05,0.00438263710759738
ENSSSCG00000056890,-7.51747654793985,6.78880781161759e-05,0.0044177805727303
ENSSSCG00000036059,-7.51747654793985,6.78880781161759e-05,0.0044177805727303
ENSSSCG00000029441,-4.43282974792337,6.86410371980537e-05,0.00445099531315012
ENSSSCG00000034358,4.03663630896666,7.03415951397876e-05,0.00454520638172621
ENSSSCG00000009250,-4.03464106208339,7.15883434723092e-05,0.00460953575810648
ENSSSCG00000002980,-4.26453238953789,7.32232847324216e-05,0.00469832342001633
ENSSSCG00000003578,-3.61106255880067,7.45471010573325e-05,0.00473167597256062
ENSSSCG00000062065,-4.65559042236223,7.47744554543393e-05,0.00473167597256062
ENSSSCG00000007816,-4.65559042236223,7.47744554543393e-05,0.00473167597256062
ENSSSCG00000030485,-4.65559042236223,7.47744554543393e-05,0.00473167597256062
ENSSSCG00000053903,-7.45073724987333,8.45680199371742e-05,0.00524293153333475
ENSSSCG00000040328,-7.45073724987333,8.45680199371742e-05,0.00524293153333475
ENSSSCG00000009708,-7.45073724987333,8.45680199371742e-05,0.00524293153333475
ENSSSCG00000038325,-7.45073724987333,8.45680199371742e-05,0.00524293153333475
ENSSSCG00000005961,-7.45073724987333,8.45680199371742e-05,0.00524293153333475
ENSSSCG00000033451,-7.45073724987333,8.45680199371742e-05,0.00524293153333475
ENSSSCG00000006890,-3.74922507136669,8.64731690859016e-05,0.00534299368988344
ENSSSCG00000006643,3.57256200492458,8.81785688025406e-05,0.00543008361105846
ENSSSCG00000016823,-3.56369138504612,8.87628351090017e-05,0.00544778189660632
ENSSSCG00000044775,-3.70473983673881,9.19301653414296e-05,0.00562336821393525
ENSSSCG00000009666,-3.526790947227,9.42862694355331e-05,0.005748330001367
ENSSSCG00000007848,3.5757952169804,9.57347099726579e-05,0.00581731014141803
ENSSSCG00000051505,7.48318321185393,9.857214408204e-05,0.00596995846881029
ENSSSCG00000014813,3.94131865082256,0.000100577171249117,0.00607135417629127
ENSSSCG00000003697,-4.56654488382525,0.000103283018469961,0.00619396770405317
ENSSSCG00000009225,-3.49641694591105,0.000103568856495679,0.00619396770405317
ENSSSCG00000059433,3.69931475014128,0.000103901951041796,0.00619396770405317
ENSSSCG00000004361,-3.9926061561625,0.000103958479257173,0.00619396770405317
ENSSSCG00000004159,-7.38076019706343,0.000106177450311023,0.00625692866840096
ENSSSCG00000003640,-7.38076019706343,0.000106177450311023,0.00625692866840096
ENSSSCG00000056352,-7.38076019706343,0.000106177450311023,0.00625692866840096
ENSSSCG00000014982,3.8812328083326,0.00010637903899194,0.00625692866840096
ENSSSCG00000033514,3.51291389992543,0.000108537118209671,0.00636346535548137
ENSSSCG00000061027,3.55200534385914,0.000108947581369126,0.00636718810734025
ENSSSCG00000015579,-3.75671905549546,0.000111521623852478,0.0064966806271206
ENSSSCG00000041010,4.14627733198823,0.000111871346420909,0.0064966806271206
ENSSSCG00000026146,-4.04584430833222,0.000112622806102175,0.0065196880592461
ENSSSCG00000042937,-3.8284165448379,0.000114148506819134,0.00656791417691095
ENSSSCG00000057970,3.55954193727441,0.000114171686689259,0.00656791417691095
ENSSSCG00000036234,-4.5355983419492,0.000115450120590251,0.00662070363422408
ENSSSCG00000033822,-3.49065157995747,0.000119270052679852,0.00681845712376312
ENSSSCG00000060947,7.41941934077226,0.000120863900175582,0.00686679081152353
ENSSSCG00000058882,7.41941934077226,0.000120863900175582,0.00686679081152353
ENSSSCG00000006792,-3.6653453065673,0.000124162278402164,0.00702301452719978
ENSSSCG00000004782,-3.94430829738626,0.00012437903772764,0.00702301452719978
ENSSSCG00000003156,-3.52779342611179,0.000125442582446994,0.00706133997081224
ENSSSCG00000002749,3.49578679443376,0.000125925991241037,0.00706687420570112
ENSSSCG00000031155,-3.44465314743592,0.000132716334282233,0.00741220498988472
ENSSSCG00000030830,-7.30721515105027,0.000134439651639262,0.00741220498988472
ENSSSCG00000063031,-7.30721515105027,0.000134439651639262,0.00741220498988472
ENSSSCG00000023749,-7.30721515105027,0.000134439651639262,0.00741220498988472
ENSSSCG00000059072,-7.30721515105027,0.000134439651639262,0.00741220498988472
ENSSSCG00000039823,-4.0997579508514,0.000134502984122479,0.00741220498988472
ENSSSCG00000011727,3.43352140537123,0.000135631403895518,0.00745201165534925
ENSSSCG00000056056,-4.47163965435519,0.00014511263576122,0.0079357827585339
ENSSSCG00000048484,-3.55640740737593,0.000145301237364034,0.0079357827585339
ENSSSCG00000057223,-4.07777217026189,0.000145733770690827,0.00793578761408716
ENSSSCG00000036132,-3.40955895783435,0.000147489829836213,0.00800765049504246
ENSSSCG00000054793,7.35270640602818,0.000149210486951822,0.00807717299720613
ENSSSCG00000038946,3.56019390146877,0.00015788365869861,0.00852153829640645
