,ovid00.txt,ovid03.txt
ENSSSCG00000028996,9.02134424224331,8.14210830536234
ENSSSCG00000005267,8.25071860262009,8.10696635353739
ENSSSCG00000005268,2.41167389764734,2.46182475270139
ENSSSCG00000005269,4.42463456318673,3.47035774820873
ENSSSCG00000031382,4.04606591171587,3.90290095805923
ENSSSCG00000005271,5.90134851173852,6.13466503074135
ENSSSCG00000005272,3.72006211070162,3.82545875338268
ENSSSCG00000005273,5.20396463099938,4.9076841093417
ENSSSCG00000023520,3.97373900404618,2.27181848867676
ENSSSCG00000057774,0.815176045257344,0.583244978335558
ENSSSCG00000037277,7.45228206730847,6.30310986832418
ENSSSCG00000005277,4.84525831401773,3.92566830912856
ENSSSCG00000004361,1.77049457016102,1.92963589847684
ENSSSCG00000004349,4.79462716891182,4.76167282931235
ENSSSCG00000004272,5.44432636742429,5.1820886029746
ENSSSCG00000037594,7.45952282676193,7.99031884448272
ENSSSCG00000004261,0.399364956748047,-0.78472289261437
ENSSSCG00000004351,4.22383521167787,4.04929482275839
ENSSSCG00000004262,4.13014416476626,4.33092973753301
ENSSSCG00000038757,3.20363233164379,3.49231184990847
ENSSSCG00000004353,5.46005503283644,5.34055036238222
ENSSSCG00000005284,2.78652913044763,2.78005038054984
ENSSSCG00000004263,3.95678279945859,4.18489146095046
ENSSSCG00000021802,3.80588715198576,3.91595483470141
ENSSSCG00000031105,3.1568866930164,2.95466616546181
ENSSSCG00000034919,5.78800571706302,6.09504122150347
ENSSSCG00000023834,7.65431342289304,7.85918592002911
ENSSSCG00000032533,2.47020003230929,2.65327091878993
ENSSSCG00000025941,7.56090464536194,7.73601613797768
ENSSSCG00000030268,7.15545918351216,7.31883611649692
ENSSSCG00000027002,5.0668810880132,4.68558492879445
ENSSSCG00000005266,1.94571802033876,2.5228257707732
ENSSSCG00000005288,5.23383154053975,5.7661156063134
ENSSSCG00000035934,2.13849555630404,1.5319870059135
ENSSSCG00000005036,1.38071206478968,-0.871778856036138
ENSSSCG00000004241,8.17704678081905,6.34774716405662
ENSSSCG00000005037,6.10668552293477,5.89942901341719
ENSSSCG00000004242,4.75594270375035,4.50299820673294
ENSSSCG00000005291,6.46909794716097,7.34862685434174
ENSSSCG00000005038,6.43460845592966,6.27931567542266
ENSSSCG00000033805,-2.20115708176131,-0.174001573015732
ENSSSCG00000033763,5.97730086756441,6.40326324641493
ENSSSCG00000004344,0.273552666612953,0.445993691080189
ENSSSCG00000005286,4.43201506340047,4.28387392765433
ENSSSCG00000005039,4.30378750477533,4.7670858037005
ENSSSCG00000005040,5.87270709425761,4.47239801062046
ENSSSCG00000004250,1.81633565189514,1.4081155707733
ENSSSCG00000005287,6.13861288084036,6.57356948786849
ENSSSCG00000005041,7.27005233202733,7.57174646419737
ENSSSCG00000020885,6.15802909907787,4.89620254742366
ENSSSCG00000004253,5.40736132224554,5.24032962488982
ENSSSCG00000054867,-0.868009231170092,-0.174001573015732
ENSSSCG00000060009,1.25318803729539,1.5319870059135
ENSSSCG00000054181,-0.451110226541143,-1.54570714867312
ENSSSCG00000062298,-0.774434225214997,-1.54570714867312
ENSSSCG00000004364,4.74610731022057,4.67602526698248
ENSSSCG00000005043,4.11799311054219,4.45461629104527
ENSSSCG00000004254,4.44666374966992,4.05815340206765
ENSSSCG00000005045,3.2710279851024,2.9031535920818
ENSSSCG00000005047,1.55306939928711,0.372139121137058
ENSSSCG00000004366,5.03653847075527,5.19687075950134
ENSSSCG00000027256,6.440109279927,6.13466503074135
ENSSSCG00000004367,-0.451110226541143,1.16736637209713
ENSSSCG00000039333,2.01288038415818,-0.481109027935221
ENSSSCG00000004368,5.23945103474902,5.02528647014623
ENSSSCG00000026294,6.35789552522554,5.26731884482486
ENSSSCG00000035648,4.42216598209886,4.62526744788878
ENSSSCG00000038522,3.57203861517619,1.23142354660134
ENSSSCG00000035259,6.47684982899222,7.14125349541868
ENSSSCG00000021451,4.13316600447482,4.16041892443633
ENSSSCG00000038507,8.0037990415736,7.63922291697183
ENSSSCG00000004339,5.90046202116531,5.43198889501237
ENSSSCG00000005004,2.30852357224583,2.15556008292513
ENSSSCG00000004347,4.61822801700036,4.75442379209726
ENSSSCG00000005006,7.28507370281974,6.97929951479251
ENSSSCG00000004275,4.83230137783426,5.38699393337877
ENSSSCG00000035611,4.44909080170269,4.17406599580183
ENSSSCG00000058931,5.498056546694,5.4701019849819
ENSSSCG00000005008,0.656208489639131,-0.119711717242417
ENSSSCG00000004358,5.32121796042666,4.65865660665415
ENSSSCG00000004270,2.57169531930446,3.19851591260962
ENSSSCG00000032489,3.71200060542836,3.29159958611275
ENSSSCG00000004990,3.18044883327868,3.51822324496375
ENSSSCG00000004340,1.623524972916,0.904668467894398
ENSSSCG00000058693,-0.380455165278715,-0.0169014492655093
ENSSSCG00000005009,5.64607823695749,5.84927457840417
ENSSSCG00000035240,2.91146944267663,3.72520071372487
ENSSSCG00000005011,5.31457829208385,5.58999107435698
ENSSSCG00000032312,6.91987379571838,6.97228681660178
ENSSSCG00000004342,2.56275792947573,1.91670578029932
ENSSSCG00000005012,6.77455908185175,6.64439817326624
ENSSSCG00000045405,-0.187145967968861,0.372139121137058
ENSSSCG00000005029,7.28948206805095,7.29623829445082
ENSSSCG00000060707,-1.45670196380968,-1.16974403207503
ENSSSCG00000005030,5.76578653108954,7.28873088323658
ENSSSCG00000053196,-1.78143407576197,-1.06343627958185
ENSSSCG00000004939,-1.60995061428548,-0.481109027935221
ENSSSCG00000057054,0.0359102671599988,-2.53471534769233
ENSSSCG00000021862,2.64973397156036,1.46251061004157
ENSSSCG00000005027,5.10739475802572,5.3597853458454
ENSSSCG00000047735,0.0866736428889641,1.10033230279389
ENSSSCG00000028092,6.8476661957914,5.18613514443708
ENSSSCG00000004941,3.54052006264698,3.97639707678708
ENSSSCG00000004942,2.36102042350312,2.35084832090034
ENSSSCG00000004943,5.0668810880132,4.82532545270496
ENSSSCG00000036735,3.68754223658763,3.97950917118174
ENSSSCG00000005015,5.17932544389196,5.43652540074434
ENSSSCG00000005016,4.6095751469293,5.30129350497104
ENSSSCG00000031354,3.18044883327868,2.99827857643353
ENSSSCG00000038941,2.78652913044763,2.76570058982809
ENSSSCG00000004945,10.5426447942531,9.89715997083101
ENSSSCG00000005787,5.48273895401173,5.36217178655447
ENSSSCG00000034516,5.72530928417818,6.53018989474992
ENSSSCG00000036634,5.88709887807812,6.14023777105422
ENSSSCG00000005785,5.33702958817175,5.43085253618089
ENSSSCG00000004946,3.23772367198998,2.8222627439312
ENSSSCG00000005020,2.29779101573986,2.34120312316572
ENSSSCG00000005786,4.94148279161934,4.7670858037005
ENSSSCG00000004947,-1.60995061428548,-1.28451287928067
ENSSSCG00000004948,1.72314896938536,2.49699765045707
ENSSSCG00000004971,5.05099086674281,4.65865660665415
ENSSSCG00000005021,5.26033131704889,5.30377860339417
ENSSSCG00000038767,5.73130419049872,5.12842388370465
ENSSSCG00000004963,6.34231216850389,6.50070867003545
ENSSSCG00000005022,4.80981511292778,5.844161887754
ENSSSCG00000004966,0.930831724376776,0.333743892305565
ENSSSCG00000026078,5.36300319929253,6.06165874661435
ENSSSCG00000004968,2.11423229533454,2.0048735807178
ENSSSCG00000005024,6.79616805371793,7.01765013781682
ENSSSCG00000004969,4.25468580026123,4.9093168986526
ENSSSCG00000004970,10.3069627916537,10.0453623284083
ENSSSCG00000023533,4.7441321596516,4.7598639818861
ENSSSCG00000004952,6.0064316937154,5.41139621891093
ENSSSCG00000005023,3.65847332354346,3.87643342550793
ENSSSCG00000004859,5.42596223239699,5.39167392083903
ENSSSCG00000005025,2.26510581356419,3.85625916799006
ENSSSCG00000004856,5.82023709398558,5.76971542273301
ENSSSCG00000004951,6.40303462318407,5.99094183541979
ENSSSCG00000038422,6.62963040552744,6.23963081559773
ENSSSCG00000057448,1.13756809465378,0.956127932608039
ENSSSCG00000004954,2.26510581356419,2.41661734632623
ENSSSCG00000005002,-0.774434225214997,-0.624943747829482
ENSSSCG00000004955,4.58330072513487,4.42067306302497
ENSSSCG00000030679,3.2710279851024,3.4024168103526
ENSSSCG00000004996,5.23945103474902,5.74341093486891
ENSSSCG00000027765,6.77262252806658,7.13638196278101
ENSSSCG00000004857,5.65766686339946,6.03797200837202
ENSSSCG00000004997,5.72830985120476,6.27994689240632
ENSSSCG00000021217,5.46125785720147,5.73790822879949
ENSSSCG00000004958,4.58108943663398,4.93358954631724
ENSSSCG00000005000,2.01288038415818,1.69231410194732
ENSSSCG00000026517,4.15116531784127,3.77977524102448
ENSSSCG00000004957,4.90658799498234,4.5539913667619
ENSSSCG00000004861,4.67738713961771,5.24032962488982
ENSSSCG00000032488,5.35396553052905,5.36455428623971
ENSSSCG00000053589,1.29696053674266,1.3895183870631
ENSSSCG00000004999,4.10265894494164,3.85286919280773
ENSSSCG00000063467,3.58091887238019,4.05520658198239
ENSSSCG00000004869,4.98561973078247,4.91745324073692
