,logFC,PValue,FDR
ENSSSCG00000002314,10.3266720040621,2.14192137203392e-16,3.81154908153436e-12
ENSSSCG00000033691,9.57291058760638,1.53504350977586e-15,1.09938378082624e-11
ENSSSCG00000010428,13.3846052716827,1.8534146347169e-15,1.09938378082624e-11
ENSSSCG00000010475,9.61750136758284,3.65122001733183e-15,1.6243365052105e-11
ENSSSCG00000055799,-8.83809244453276,1.79422576831207e-14,6.38564950942264e-11
ENSSSCG00000012071,12.6913746533307,3.82799536411719e-14,1.13531962507442e-10
ENSSSCG00000027954,8.57535522137588,5.28602883207261e-14,1.34378404381046e-10
ENSSSCG00000037620,12.3433394147594,1.74501828543235e-13,3.88157504865857e-10
ENSSSCG00000014982,-8.43679191941395,3.03166955229259e-13,5.9942844092274e-10
ENSSSCG00000006243,8.26734121701508,4.67945809995062e-13,8.32709568886214e-10
ENSSSCG00000027266,8.37221157919704,6.8735786436582e-13,1.11195756330816e-09
ENSSSCG00000033181,11.6707038930059,3.24207311336683e-12,4.58783876991394e-09
ENSSSCG00000015356,11.6630323252779,3.3516102280911e-12,4.58783876991394e-09
ENSSSCG00000017251,-11.8154727968264,4.34534674134208e-12,5.52324609015588e-09
ENSSSCG00000035724,7.50106797715604,5.00860311623702e-12,5.91046037102707e-09
ENSSSCG00000017262,7.65209608693046,5.3142661386026e-12,5.91046037102707e-09
ENSSSCG00000033815,11.4477475158573,8.5059349564641e-12,8.90371250295756e-09
ENSSSCG00000004839,7.68592093928272,1.00229146499974e-11,9.9087647887058e-09
ENSSSCG00000033806,7.41404563011084,1.12847136136626e-11,1.05690251976382e-08
ENSSSCG00000015655,7.94952918767516,1.62691456075888e-11,1.40386090666158e-08
ENSSSCG00000032797,7.54291362476307,1.65670576228678e-11,1.40386090666158e-08
ENSSSCG00000035347,7.53961027430366,3.22002691801552e-11,2.60456268209483e-08
ENSSSCG00000002450,6.93930775628627,5.80967317391375e-11,4.44478142493187e-08
ENSSSCG00000008957,-11.2051594468186,5.99464760878701e-11,4.44478142493187e-08
ENSSSCG00000022569,6.94770548735339,8.05962222631159e-11,5.73683910068859e-08
ENSSSCG00000050793,6.80369618491017,1.3408544464619e-10,9.17711725953444e-08
ENSSSCG00000024314,7.36055790431578,2.0972633746081e-10,1.3822519167093e-07
ENSSSCG00000007578,10.6046205191543,3.17325928323557e-10,2.01671960518489e-07
ENSSSCG00000008634,6.53509375173746,3.93267282093011e-10,2.41316940856729e-07
ENSSSCG00000003732,6.48983084532207,4.14785307367808e-10,2.46036818153671e-07
ENSSSCG00000060584,7.6020996982089,4.57848603727571e-10,2.62819867849424e-07
ENSSSCG00000059433,6.93883446833087,5.69640151413757e-10,3.16773327950244e-07
ENSSSCG00000014988,-10.6519936187234,6.29766556614066e-10,3.39596844695373e-07
ENSSSCG00000009699,6.44202018858326,6.58269374528354e-10,3.44526574109767e-07
ENSSSCG00000058302,6.63621891515197,7.02188874193569e-10,3.53210440272255e-07
ENSSSCG00000022258,-7.24320917332193,7.1455891260473e-10,3.53210440272255e-07
ENSSSCG00000039344,10.3797103844098,8.24662738121957e-10,3.96618200672438e-07
ENSSSCG00000001836,6.59062681149531,8.55172698120653e-10,4.00468372712027e-07
ENSSSCG00000022948,6.46676122794176,8.9382912755073e-10,4.07838187814493e-07
ENSSSCG00000001625,6.56751914181713,1.03198357153821e-09,4.59103691388063e-07
ENSSSCG00000044108,6.94971879228281,1.23468065589692e-09,5.35881518821602e-07
ENSSSCG00000039573,-6.1847713891054,1.48471304620771e-09,6.29058777553959e-07
ENSSSCG00000012835,6.2118818664746,1.63840827486651e-09,6.78034308168594e-07
ENSSSCG00000031590,6.15755849642144,1.69210920217054e-09,6.84342801196016e-07
ENSSSCG00000001736,10.2005299969111,1.75754614118093e-09,6.95011857384771e-07
ENSSSCG00000027232,6.36736528022896,1.827049095286e-09,7.06789970665531e-07
ENSSSCG00000062725,10.1791746452923,1.922898297144e-09,7.28042025482499e-07
ENSSSCG00000061676,6.22220769934907,2.23022154937349e-09,8.26724727226968e-07
ENSSSCG00000058563,7.7488383562501,2.2997919295862e-09,8.26724727226968e-07
ENSSSCG00000024476,6.08737770094773,2.3580350676943e-09,8.26724727226968e-07
ENSSSCG00000033260,-10.3319571845084,2.4158294923182e-09,8.26724727226968e-07
ENSSSCG00000013462,-10.3319571845084,2.4158294923182e-09,8.26724727226968e-07
ENSSSCG00000015363,6.07198094935326,2.54872794325812e-09,8.41430720408875e-07
ENSSSCG00000056525,6.18655436817288,2.55337223389038e-09,8.41430720408875e-07
ENSSSCG00000013976,10.0320823748989,3.56604353280774e-09,1.15377717575116e-06
ENSSSCG00000016892,6.11057307890683,4.03995998816596e-09,1.28376942838238e-06
ENSSSCG00000015272,6.06765904030665,4.12060197435943e-09,1.28642301988993e-06
ENSSSCG00000005474,5.89773217000347,5.05660383325383e-09,1.5514183657371e-06
ENSSSCG00000011904,-5.97366598890969,5.16716099997881e-09,1.55846830499361e-06
ENSSSCG00000054645,9.93349564698758,5.3851725146274e-09,1.58315591743148e-06
ENSSSCG00000008758,-5.90045907967432,5.42694638737399e-09,1.58315591743148e-06
ENSSSCG00000007847,-10.0971992591029,6.41481755815242e-09,1.84115610398907e-06
ENSSSCG00000028671,9.86827248825384,7.06756597348024e-09,1.99630692854096e-06
ENSSSCG00000044295,-9.99565513181135,9.75834944059604e-09,2.71327856711573e-06
ENSSSCG00000022679,5.81132656943364,1.14355203701897e-08,3.13069361519271e-06
ENSSSCG00000015049,-5.90160452142635,1.28241072628178e-08,3.45765134457337e-06
ENSSSCG00000022309,-6.205649485316,1.33413524222585e-08,3.51774986539302e-06
ENSSSCG00000057883,5.86910559134707,1.34423709382818e-08,3.51774986539302e-06
ENSSSCG00000006106,5.77990185446146,1.37570063538272e-08,3.54791200096167e-06
ENSSSCG00000059716,7.31099904795501,1.46789495155941e-08,3.73159866614281e-06
ENSSSCG00000029990,5.62195543904182,2.01982433981553e-08,5.06236255310104e-06
ENSSSCG00000061845,6.70768347649976,2.07913445439687e-08,5.13863855777671e-06
ENSSSCG00000057692,-5.81553912160988,2.21355267397285e-08,5.39591367580093e-06
ENSSSCG00000048684,-9.79265454727955,2.24416200871188e-08,5.39660310067944e-06
ENSSSCG00000029675,5.6753206663579,2.48160702097745e-08,5.88802625843916e-06
ENSSSCG00000015320,-6.223562275745,2.76810714611717e-08,6.48137719278355e-06
ENSSSCG00000007485,-5.49896727456302,2.95411942743467e-08,6.82708509236363e-06
ENSSSCG00000029879,-5.66617202078287,3.07434198454963e-08,6.93023096547892e-06
ENSSSCG00000033514,6.61463198222012,3.07664088942307e-08,6.93023096547892e-06
ENSSSCG00000008926,-9.66617033417346,3.75431856159756e-08,8.29529537868262e-06
ENSSSCG00000042589,-6.31040549552168,3.77588606728459e-08,8.29529537868262e-06
ENSSSCG00000056379,-5.53916829952967,3.84392311356557e-08,8.34178192754869e-06
ENSSSCG00000055095,-9.65288995304706,3.961923206516e-08,8.49426788674124e-06
ENSSSCG00000005979,5.45256196751701,4.17181721264995e-08,8.8377961070364e-06
ENSSSCG00000044226,-5.45689924273406,4.36933877190034e-08,9.14733922893724e-06
ENSSSCG00000035269,5.68101001329056,4.60219151338839e-08,9.43426747720043e-06
ENSSSCG00000007079,-6.52428622945459,4.61242635862005e-08,9.43426747720043e-06
ENSSSCG00000007848,-6.06125926234529,5.48017572894567e-08,1.10173270596782e-05
ENSSSCG00000015810,-5.54791335098441,5.51021134201385e-08,1.10173270596782e-05
ENSSSCG00000000138,-5.97750263780382,7.78423180070985e-08,1.52711550908061e-05
ENSSSCG00000006791,-5.33631985869521,7.80935719732145e-08,1.52711550908061e-05
ENSSSCG00000061605,-5.39825608461528,9.94488187750899e-08,1.92048729136668e-05
ENSSSCG00000018073,-9.42187604491047,1.00368259678056e-07,1.92048729136668e-05
ENSSSCG00000062462,9.20175552865318,1.08641520556757e-07,2.05667644500798e-05
ENSSSCG00000038182,-5.68414018953984,1.20487183188381e-07,2.23287884462455e-05
ENSSSCG00000007859,-9.37411841681211,1.21429256704882e-07,2.23287884462455e-05
ENSSSCG00000063148,5.86922167125013,1.21713541966047e-07,2.23287884462455e-05
ENSSSCG00000008155,5.21869396625847,1.24083432476969e-07,2.25312722543639e-05
ENSSSCG00000005638,-5.18266489543222,1.3353320152893e-07,2.40022557697708e-05
ENSSSCG00000009444,-6.23567863664229,1.52736760037343e-07,2.71795064486451e-05
ENSSSCG00000040025,5.42564512341917,1.67310955358377e-07,2.9423260915931e-05
ENSSSCG00000016979,5.68274044701998,1.68652577320875e-07,2.9423260915931e-05
ENSSSCG00000022083,-5.49203483370542,1.70587643707288e-07,2.94719137841863e-05
ENSSSCG00000001550,5.19095500292893,1.93257671168545e-07,3.3067502485041e-05
ENSSSCG00000044239,-5.31464212982981,1.97950174880828e-07,3.33204136419456e-05
ENSSSCG00000062878,5.41714738573073,1.98480688173433e-07,3.33204136419456e-05
ENSSSCG00000030511,-5.09668834532193,2.01617640576872e-07,3.33790261071415e-05
ENSSSCG00000026790,6.67932244194701,2.02581332934604e-07,3.33790261071415e-05
ENSSSCG00000052744,5.30501149853161,2.24589211233736e-07,3.66657340725168e-05
ENSSSCG00000005742,-6.13064104326113,2.35252720466556e-07,3.80574741882034e-05
ENSSSCG00000015618,-5.02258735136666,2.49031084676574e-07,3.99234968632399e-05
ENSSSCG00000048443,5.06138603212263,2.5280004190163e-07,4.01658638003528e-05
ENSSSCG00000013377,5.39184874055921,2.59568122601097e-07,4.08762366520931e-05
ENSSSCG00000063511,4.98622910073499,2.88391591502882e-07,4.50169155332788e-05
ENSSSCG00000031851,4.9670199719263,3.02100573849789e-07,4.67467801013651e-05
ENSSSCG00000029503,-9.1276094551922,3.21335323512048e-07,4.92945007060077e-05
ENSSSCG00000062278,-9.10827898438238,3.46555150367438e-07,5.24827961727649e-05
ENSSSCG00000036983,5.3214877830211,3.48017417723308e-07,5.24827961727649e-05
ENSSSCG00000032509,5.05146272076898,3.84949890314134e-07,5.75645655305883e-05
ENSSSCG00000009564,-9.04868318569394,4.37139241256526e-07,6.46091275732261e-05
ENSSSCG00000010691,4.86653838610074,4.39320283021093e-07,6.46091275732261e-05
ENSSSCG00000009497,5.55268310225734,4.53255571717449e-07,6.61121549074755e-05
ENSSSCG00000058788,-4.85128731414187,4.69531567957682e-07,6.76274689823443e-05
ENSSSCG00000053438,5.20978208378741,4.7124507748304e-07,6.76274689823443e-05
ENSSSCG00000014347,4.84352094835467,4.84790003895654e-07,6.90147049545853e-05
ENSSSCG00000031916,4.94996205027601,4.90638692282484e-07,6.92929803902127e-05
ENSSSCG00000034044,-4.94945081298394,5.4233687852821e-07,7.59912185307835e-05
