,ovary00.txt,ovary03.txt
ENSSSCG00000028996,8.5345243441354,5.02508762901829
ENSSSCG00000005267,615.53664570072,154.054829312475
ENSSSCG00000005268,1.24196436351224,0.287147864515331
ENSSSCG00000005269,3.08898828873557,2.11771550080056
ENSSSCG00000031382,13.8845246792651,18.1621024305947
ENSSSCG00000005271,33.8514902157311,61.377856040152
ENSSSCG00000005272,3.05714304864552,7.82477930804276
ENSSSCG00000005273,28.4059541603313,47.9536933740602
ENSSSCG00000023520,34.902383138703,19.7773091684934
ENSSSCG00000057774,1.40119056396253,1.90235460241407
ENSSSCG00000037277,33.0553592134796,49.7483675272811
ENSSSCG00000005277,10.9547625909798,6.38903998546611
ENSSSCG00000004361,25.476192072046,0.717869661288327
ENSSSCG00000004349,33.9788711760913,57.0347445893576
ENSSSCG00000004272,30.2529780855546,43.5746884402014
ENSSSCG00000037594,115.534531046728,146.230050004432
ENSSSCG00000044472,1.11458340315201,0.0717869661288327
ENSSSCG00000004261,0.827976242341494,0.538402245966245
ENSSSCG00000004351,10.4133935094488,17.0494044555978
ENSSSCG00000004262,11.3369054720605,13.101121318512
ENSSSCG00000038757,4.74494077341856,9.83481435965008
ENSSSCG00000004353,37.4181571058175,42.0312686684315
ENSSSCG00000005284,16.5276796067398,40.523742379726
ENSSSCG00000004263,9.87202442791781,14.393286708831
ENSSSCG00000021802,12.2604174346721,24.4434619668675
ENSSSCG00000031105,5.73214321621034,6.96333571449677
ENSSSCG00000034919,0.573214321621034,0.215360898386498
ENSSSCG00000023834,5.06339317431914,1.22037842419016
ENSSSCG00000025941,178.110427823691,142.281766867346
ENSSSCG00000030268,135.915484704365,126.488634319003
ENSSSCG00000027002,12.3241079148522,19.9926700668799
ENSSSCG00000005288,65.0598255039874,42.6414578805266
ENSSSCG00000035934,3.88511929098701,8.32728807094459
ENSSSCG00000005036,1.24196436351224,1.43573932257665
ENSSSCG00000004241,1284.66883047301,679.678995307788
ENSSSCG00000005037,72.4160759647907,59.4396079546735
ENSSSCG00000004242,8.40714338377517,11.5218080636776
ENSSSCG00000005291,74.836314211635,59.2960340224158
ENSSSCG00000005038,91.0455414174743,170.745298937429
ENSSSCG00000033805,0.796131002251436,1.83056763628523
ENSSSCG00000033763,46.2074433706734,54.4504138087196
ENSSSCG00000004344,4.10803597161741,8.25550110481576
ENSSSCG00000005286,10.9866078310698,8.82979683384642
ENSSSCG00000005039,19.2345250143947,25.8433078063798
ENSSSCG00000005040,35.8258951013146,45.261682144229
ENSSSCG00000004250,1.21011912342218,0.143573932257665
ENSSSCG00000005287,78.7532787427121,26.6329644337969
ENSSSCG00000005041,135.533341823285,103.157870327133
ENSSSCG00000020885,61.1428609729103,64.0698672699832
ENSSSCG00000004253,32.0681567706879,38.7290682265052
ENSSSCG00000060009,2.35654776666425,2.97915909434656
ENSSSCG00000054181,0.191071440540345,0.39482831370858
ENSSSCG00000004364,30.8261924071756,35.175613403128
ENSSSCG00000005043,27.0366088364588,37.3651158700574
ENSSSCG00000004254,34.5839307378024,27.3149406120208
ENSSSCG00000005045,10.7000006702593,5.95831818869311
ENSSSCG00000005047,5.50922653557994,4.45079189998763
ENSSSCG00000004366,21.1770846598882,3.80470920482813
ENSSSCG00000027256,121.457745703479,126.883462632712
ENSSSCG00000004255,0.509523841440919,0.0717869661288327
ENSSSCG00000004367,6.30535753783138,1.3280588733834
ENSSSCG00000039333,1.43303580405259,1.11269797499691
ENSSSCG00000004368,89.9628032544123,64.6082695159494
ENSSSCG00000026294,346.508057419915,229.790078578393
ENSSSCG00000035648,21.7502989815092,32.7707500378121
ENSSSCG00000038522,7.61101238152373,5.16866156127595
ENSSSCG00000035259,72.0020878436199,113.387513000491
ENSSSCG00000021451,19.425596454935,25.4484794926712
ENSSSCG00000038507,217.089001693922,217.299146471977
ENSSSCG00000004339,43.5961336832887,51.0046394345356
ENSSSCG00000005004,6.01875037702086,5.56348987498453
ENSSSCG00000004347,10.0949411085482,14.393286708831
ENSSSCG00000005006,101.522625407103,116.976861306933
ENSSSCG00000004275,24.3297634288039,35.2474003692569
ENSSSCG00000035611,29.3294661229429,16.6186826588248
ENSSSCG00000058931,13.6297627585446,13.531843115285
ENSSSCG00000005008,4.0443454914373,4.73793976450296
ENSSSCG00000004358,48.2773839765271,46.9127823651922
ENSSSCG00000004270,4.23541693197764,0.825550110481576
ENSSSCG00000032489,4.58571457296827,8.36318155400901
ENSSSCG00000004990,5.57291701576005,5.74295729030662
ENSSSCG00000004340,4.55386933287822,3.7329222386993
ENSSSCG00000058693,0.509523841440919,1.04091100886807
ENSSSCG00000005009,45.6342290490523,43.2157536095573
ENSSSCG00000035240,9.10773866575643,11.5218080636776
ENSSSCG00000005011,35.0297640990632,61.5214299724096
ENSSSCG00000032312,142.634830363367,209.905088960707
ENSSSCG00000004342,8.69375054458569,11.7012754789997
ENSSSCG00000005012,159.576498091278,378.748033295721
ENSSSCG00000045405,0.605059561711092,1.00501752580366
ENSSSCG00000005029,92.574112941797,111.090330084369
ENSSSCG00000060707,0.318452400900575,0.430721796772996
ENSSSCG00000005030,169.066379638115,258.684332445249
ENSSSCG00000004939,3.69404785044666,1.3280588733834
ENSSSCG00000057054,0.700595281981264,0.574295729030662
ENSSSCG00000021862,5.03154793422908,3.37398740805514
ENSSSCG00000005027,49.6785745404896,44.830960347456
ENSSSCG00000047735,0.445833361260804,0.0717869661288327
ENSSSCG00000028092,33.8833354558211,213.207289402633
ENSSSCG00000004941,10.0949411085482,13.962564912058
ENSSSCG00000004942,10.0949411085482,7.4658444773986
ENSSSCG00000004943,122.285721945821,57.6449338014527
ENSSSCG00000036735,12.1011912342218,37.5445832853795
ENSSSCG00000005015,40.0294667932022,60.5523059296704
ENSSSCG00000005016,10.9866078310698,21.9668116354228
ENSSSCG00000031354,2.00625012567362,6.60440088385261
ENSSSCG00000038941,6.46458373828166,6.89154874836794
ENSSSCG00000004945,1283.61793755004,1076.23019620346
ENSSSCG00000005787,41.016669235994,30.2940997063674
ENSSSCG00000034516,9.96756014818799,5.31223549353362
ENSSSCG00000027654,8.05684574278454,0
ENSSSCG00000036634,41.8764907184256,35.0679329539348
ENSSSCG00000005785,5.63660749594017,11.9884233435151
ENSSSCG00000004946,11.8782745535914,14.6804345733463
ENSSSCG00000005020,3.47113116981626,3.12273302660422
ENSSSCG00000005786,35.6985141409544,29.8992713926588
ENSSSCG00000004948,7.38809570089333,7.2504835790121
ENSSSCG00000004971,114.037804762496,48.4920956200265
ENSSSCG00000005021,37.8321452269883,28.0328102733092
ENSSSCG00000038767,11.655357872961,6.46082695159494
ENSSSCG00000004963,67.8940518720025,67.587428610296
ENSSSCG00000005022,30.5714304864552,59.403714471609
ENSSSCG00000026078,33.7559544954609,33.4886196991005
ENSSSCG00000004968,0.318452400900575,0.897337076610409
ENSSSCG00000005024,147.379771136786,240.48633653159
ENSSSCG00000004969,15.6997033643983,26.0227752217019
ENSSSCG00000004970,906.092616282405,893.352899990258
ENSSSCG00000023533,19.966965536466,21.6437702878431
ENSSSCG00000004952,52.3217294679644,102.834828979553
ENSSSCG00000005023,1.56041676441282,1.7587806701564
ENSSSCG00000004859,30.475894766185,9.655346944328
ENSSSCG00000005025,32.5776806121288,12.3473581741592
ENSSSCG00000004856,12.6425603157528,5.77885077337103
ENSSSCG00000004951,67.0023851494809,82.7703719465441
ENSSSCG00000038422,98.2744109179173,118.915109392411
ENSSSCG00000004954,4.17172645179753,7.14280312981885
ENSSSCG00000005002,1.24196436351224,0.68197617822391
ENSSSCG00000004955,13.5023817981844,19.5260547870425
ENSSSCG00000030679,7.2607147405331,4.63025931530971
ENSSSCG00000004996,31.3675614887066,40.8467837273058
ENSSSCG00000027765,35.9851213017649,48.1690542724467
ENSSSCG00000004857,41.8128002382454,37.9394115990881
ENSSSCG00000004997,61.3657776535407,56.0297270635539
ENSSSCG00000021217,44.9336337670711,64.4646955836918
ENSSSCG00000004958,16.0181557652989,22.6487878136467
ENSSSCG00000005000,2.9934525684654,5.9224247056287
ENSSSCG00000026517,6.56011945855184,7.96835324030043
ENSSSCG00000004957,64.0726230611956,59.4755014377379
