,ovary00.txt,ovary18.txt
ENSSSCG00000028996,3.22031180174912,3.94866922686628
ENSSSCG00000005267,9.38239815678394,7.85316358084438
ENSSSCG00000005268,0.499499117424143,0.3927247324719
ENSSSCG00000005269,1.77237394620332,2.15694006550337
ENSSSCG00000031382,3.91838958347082,3.77301012185047
ENSSSCG00000005271,5.20034082853063,5.12969310740962
ENSSSCG00000005272,1.75771945338593,2.520565757885
ENSSSCG00000005273,4.94782069442648,6.00486699192288
ENSSSCG00000023520,5.24436756423615,3.6121595339075
ENSSSCG00000057774,0.665707687923128,0.496931038879822
ENSSSCG00000037277,5.16606923736204,4.77982283862603
ENSSSCG00000005277,3.57818531879772,4.5057466295126
ENSSSCG00000004361,4.79113849739689,0.115587011640207
ENSSSCG00000004349,5.20574951405968,4.94552366256611
ENSSSCG00000004272,5.03851253632238,5.12427987461292
ENSSSCG00000037594,6.96950659610662,7.60299938543225
ENSSSCG00000044472,0.351202905864748,0.240929214584751
ENSSSCG00000004261,-0.0515466602489193,-0.839215013451561
ENSSSCG00000004351,3.50548968812255,4.14320739864665
ENSSSCG00000004262,3.6273801187737,3.8071946060323
ENSSSCG00000038757,2.38168247226127,3.49540937823463
ENSSSCG00000004353,5.34460840474017,5.19182221725512
ENSSSCG00000005284,4.16876930603623,3.82064477929669
ENSSSCG00000004263,3.42893573839287,3.90514119879349
ENSSSCG00000021802,3.73976976290334,3.87322552760044
ENSSSCG00000031105,2.65115680815186,2.44441725331652
ENSSSCG00000034919,-0.53804486164044,0.318822480015317
ENSSSCG00000023834,2.47422540139101,0.952837900875939
ENSSSCG00000025941,7.59368241900608,6.83216100648776
ENSSSCG00000030268,7.20377620748574,7.43499023790102
ENSSSCG00000027002,3.74720734600573,3.06921938542314
ENSSSCG00000005266,-1.69464005868682,0.428303072838437
ENSSSCG00000005288,6.14162191348439,5.43639850858784
ENSSSCG00000035934,2.09736609812581,4.63888117718153
ENSSSCG00000005036,0.499499117424143,2.19874452662612
ENSSSCG00000004241,10.4438022723929,9.93127639938356
ENSSSCG00000005037,6.29602534185674,6.66746905353434
ENSSSCG00000004242,3.1987744717802,2.87016253148452
ENSSSCG00000005291,6.34341390678269,5.88834931352753
ENSSSCG00000005038,6.62605100462978,6.2187071670053
ENSSSCG00000033805,-0.104113248042734,1.07009584949913
ENSSSCG00000033763,5.64854086427898,5.77460430710383
ENSSSCG00000004344,2.17662504855443,2.56119586815722
ENSSSCG00000005286,3.58234956708957,3.38204536129869
ENSSSCG00000005039,4.38682387474741,4.83388471143655
ENSSSCG00000005040,5.28197877914127,4.80879523934612
ENSSSCG00000004250,0.463829521441492,-0.0216901297099293
ENSSSCG00000005287,6.41695595295648,6.28752174959089
ENSSSCG00000005041,7.19971603804169,6.57773795350166
ENSSSCG00000020885,6.05212706466826,5.70015134855998
ENSSSCG00000004253,5.12240967272919,5.62260619217037
ENSSSCG00000060009,1.39071595641056,2.12477206587426
ENSSSCG00000004364,5.06553716876885,5.23012434712881
ENSSSCG00000005043,4.87670076532275,4.62553253875712
ENSSSCG00000004254,5.23116744006634,5.5222511187709
ENSSSCG00000005045,3.54443140784579,3.54081309863422
ENSSSCG00000005047,2.59455682896334,1.74208589024992
ENSSSCG00000004366,4.52520413624601,1.2793913329947
ENSSSCG00000027256,7.04159922402236,6.47781506908431
ENSSSCG00000004255,-0.690464815578165,-1.92174939412093
ENSSSCG00000004367,2.78725537139188,1.52920881553147
ENSSSCG00000039333,0.696769233429476,2.15694006550337
ENSSSCG00000004368,6.60880307556878,5.57677314552352
ENSSSCG00000026294,8.5535551849682,6.56080619091981
ENSSSCG00000035648,4.56362431114481,4.93937177576157
ENSSSCG00000038522,3.05635218458836,3.7379959411391
ENSSSCG00000035259,6.28776117994434,6.70466874899784
ENSSSCG00000021451,4.4010389446682,4.06059596368635
ENSSSCG00000038507,7.87910687337663,8.06699774471265
ENSSSCG00000004339,5.56473165207944,5.32283588145806
ENSSSCG00000005004,2.72081037498903,2.69135872691414
ENSSSCG00000004347,3.46095139706564,4.48266475786577
ENSSSCG00000005006,6.7830906284968,6.93197191091361
ENSSSCG00000004275,4.72487626755134,5.19440757277226
ENSSSCG00000035611,4.99387914089241,4.32879244182542
ENSSSCG00000058931,3.89179219459419,3.56498940824729
ENSSSCG00000005008,2.1544204428211,1.04739431675068
ENSSSCG00000004358,5.71168015734234,5.48683432612793
ENSSSCG00000004270,2.22003457563302,1.75615395651676
ENSSSCG00000032489,2.33308531466949,2.7417192189011
ENSSSCG00000004990,2.61095610024337,2.00027767599506
ENSSSCG00000004340,2.3231663098494,2.0468007984434
ENSSSCG00000058693,-0.690464815578165,-0.28422661927015
