,endo00.txt,endo03.txt,endo06.txt,endo09.txt,endo12.txt,endo15.txt,endo18.txt,ovary00.txt,ovary03.txt,ovary06.txt,ovary09.txt,ovary12.txt,ovary15.txt,ovary18.txt,ovid00.txt,ovid03.txt,ovid06.txt,ovid09.txt,ovid12.txt,ovid15.txt,ovid18.txt
ENSSSCG00000003923,61.6157267909301,68.3254393003473,61.3356457868303,87.0321052132138,109.140667437611,52.6011552012275,66.5525180667644,69.1847429535536,73.9097369916183,65.4085351476737,84.6280210962917,72.4009693244453,88.6463266847071,70.6085929623544,53.2915688936201,52.0964479525863,55.717302505683,65.7009189048746,61.5842838119745,58.4172390922121,56.8405690362745
ENSSSCG00000038474,27.2914103008312,38.8924507149311,27.3986641078227,23.540903558069,38.2154265805286,24.7340855178186,27.9303308209746,38.3378172137925,61.1785084432942,52.070932248563,50.8354125569761,44.0721743995501,46.5365315495462,33.4727075633056,28.1163796462398,29.3996515197398,27.3171223947949,29.0483965908719,28.1094292686985,32.0808741156929,37.5947938407398
ENSSSCG00000003354,193.373801150929,171.197089958821,221.617830817593,252.130000902083,157.179833619349,301.459034291173,177.044563740323,272.746185320981,194.66582094698,172.497079355068,155.582732378987,178.192764142333,191.130854597577,268.453803228599,185.75017935654,249.33293625206,233.158258325617,209.765694111302,332.555132584662,249.517909788722,172.418692119136
ENSSSCG00000033374,29.1896725908548,43.590224137359,33.9058468334305,24.1640451228414,34.7609247427407,28.5926028585983,33.5049618446082,44.7686768754609,51.5347934051924,44.8980934801459,30.7161138312565,31.4867589493098,45.8669411675384,23.3233524587691,36.0645965574433,36.7329731742121,33.4845343892145,29.6210922520282,41.1686719181418,38.5029407430767,42.7338986868593
ENSSSCG00000029808,18.8892657384316,25.2465374402593,32.0066212532292,26.8989442126759,24.0735596820844,18.3032232831857,25.6433027087146,41.8712565883355,32.3235982304757,26.5976615953196,27.7372856218659,24.2884585995413,25.2584371879631,19.6937817591336,22.1989846771059,30.4946724002719,20.6382664788869,25.1031598140175,24.6674583378375,23.4788399175456,28.351303245035
ENSSSCG00000003346,1.83602418215398,1.18243276618936,1.02744990404335,0.657760540593104,1.15150061259596,0.791490736570194,0.714696285081233,0.141337574981723,0,0,0,0,0,0.067214272215473,6.61767839743377,8.85971439703219,12.6958432275368,12.5356716941988,15.2864003105887,8.16014887974924,6.93261794677863
ENSSSCG00000034013,1.43147648100141,0.479364634941632,3.4559678590549,5.85060691369655,0.64771909458523,0.956384640022318,1.22927761033972,0.530015906181462,1.25787587453502,0.348948913058129,0.195332997337084,1.48610071737155,0.0371994656671033,0.302464224969629,2.55603451329452,3.55052224899792,3.03857859237256,3.1816425619794,3.98188793962356,1.62024616745924,1.1037003696364
ENSSSCG00000003344,23.494885720784,23.0734177618572,18.369558890472,17.8980104992966,48.219088152456,19.0617352390655,25.3288363432789,39.1858426636828,36.0209909525938,38.849645653805,68.6107153146508,72.818935151206,16.553762221861,38.2449208906042,38.4105460422479,60.7570676440672,37.8769351267035,41.7113339875499,45.8254561187185,66.0765846111103,34.9045241897511
ENSSSCG00000003343,28.8784820515066,42.4717066558286,33.3765544586203,26.7604683093931,45.3043522268225,33.6053775235428,35.9063413624811,48.1961130687677,64.0373172490556,44.1226514511278,46.4404201168917,42.4931923873428,47.2433213972212,21.9454598783519,26.2956427326601,24.2563716263316,20.6081815423288,24.562280578481,26.4221886163156,26.2479879128396,35.2149399187113
ENSSSCG00000031977,46.647461848285,15.3716259604617,29.0176760778304,37.8039215961931,21.0148861798764,16.1925813189986,26.6152896564251,136.426094251108,18.1057891031556,9.07267173951134,26.7117873858462,8.77728236197573,12.6850177924822,29.8767439997778,63.4456786039682,15.0648327200472,10.9509169071645,11.4857296487456,19.7744604459272,17.5870356722393,31.1450448056771
ENSSSCG00000038530,1.02692877984884,2.39682317470816,2.95781032982176,2.04251957342069,3.09465789635165,2.04468440280634,0.714696285081233,2.96808907461619,4.68844644144871,2.36509818850509,2.78349521205345,1.34677877511797,1.1531834356802,3.42792788298912,2.52102034187953,7.10104449799584,3.91104175255874,3.02256043388043,5.70287340505408,5.00803360851036,1.72453182755687
ENSSSCG00000003926,9.30459712650914,8.27702936332551,7.75257654869073,3.80808734027586,5.25372154496909,5.30958369115839,7.14696285081233,19.3985821662415,4.91715114590963,6.16476413069361,7.12965440280357,6.45524999108268,6.95630007974831,27.5578516083439,19.8180210208863,13.5052575265622,31.0175695914466,16.2263770660949,22.5752799288827,24.8044958727396,22.832801396853
ENSSSCG00000003348,51.2530818306373,45.0922333268428,57.3192507073881,53.5555555946069,91.1844547599429,69.1565031078207,53.5164578268827,53.9202848555274,70.4410489739612,60.2906177561544,70.4663787893531,49.0413236732612,53.2696348352919,61.4338448049423,55.2873766642747,56.5760788274902,49.8206549402868,57.7149960743063,56.4213274156829,49.5795327242526,54.460715114246
ENSSSCG00000037270,19.2004562777797,15.179880106485,6.3826433432996,4.91589456653793,5.93742503369794,13.2574698375508,16.5237781110781,1.3780413560718,0.76234901486971,0.581581521763548,0.97666498668542,0.185762589671444,0.595191450673653,0.571321313831521,116.912318354663,139.465841238675,131.95253174402,167.577113739455,76.7357048703726,114.654510613661,38.3535878448648
ENSSSCG00000038006,21.65886153863,20.0054840982308,29.0488109234074,22.2946204285241,38.1794421863849,100.354429640963,41.052154615066,15.0524517355535,15.3994501003681,19.2697344210989,12.5013118295734,13.3284658089261,14.7309884041729,7.83046271310261,21.9538854772009,22.8295262365474,25.241261772283,24.7531791321997,25.106140907457,19.7080852005496,31.5934230808419
ENSSSCG00000003928,3.26750066315538,5.62454504998181,3.17575424886126,4.70818071161379,12.1267408264013,12.7627881271944,11.5494919669127,14.840445373081,13.8366346198852,17.60253405871,23.8794589244585,9.70609531033295,65.6942563681044,18.1814606342855,3.39637462725437,2.72096097586756,13.8089858801882,6.23601942147962,7.4238588704846,9.01446049531866,6.07035203300019
ENSSSCG00000003929,0.809095402305143,0.575237561929958,0.560427220387282,1.62709186357241,0.467797123867111,0.890427078641469,0.600344879468235,0.600684693672324,0.381174507434855,0.426493115959935,0.537165742676981,0.603728416432193,0.855587710343376,0.77296413047794,1.19048182810978,1.22775068423293,1.41399201823278,3.11800971073981,1.31604770885863,1.08998378538167,0.620831457920474
ENSSSCG00000003930,1427.67995642136,1610.50538519224,1766.71567742533,834.421174206083,951.57131873399,938.64205601087,1128.87707621151,1345.63971700724,963.266097738622,1060.84346779816,947.413870334192,713.235463043509,1007.7707243875,1519.47944483909,1362.08628221466,1009.34379224317,1239.19853682996,1203.48811549433,1514.16350626143,1416.30136350796,1547.35342759368
ENSSSCG00000003931,11.3895737401416,28.410344030874,9.37158851869843,1.31552108118621,2.19504804276106,0.956384640022318,7.28990210782857,11.3776747860287,12.9218158020416,7.79319239163154,11.4269803442194,4.22609891502535,9.56026267644554,8.06571266585676,11.7297474240228,5.27600969710906,5.26486389767523,4.10431890495343,6.27653522686425,1.5907871462327,31.0415728960237
ENSSSCG00000033259,6.47276321844114,4.18645114515692,3.70504662367147,3.28880270296552,3.45450183778789,3.26489928835205,4.34535341329389,1.73138529352611,1.06728862081759,0.348948913058129,1.75799697603376,1.25389748028225,0.743989313342066,1.94921389424872,30.3572866167993,25.9818590744427,15.6140820736768,21.6988022726995,16.3662343281138,15.8784124411005,19.2457751955347
ENSSSCG00000027423,16.8354081787339,13.9015744133073,14.851321340263,14.7130647237931,39.4388959814118,20.9745045191102,17.4385893559821,14.5224358293721,10.5585338559455,12.7560213773471,13.1361440709189,22.709476587334,8.07228404976141,6.78864149376278,39.2508861562077,39.5534815028553,42.4498454835414,41.7749668387895,58.7834643290189,36.7648584907114,40.2160822186263
ENSSSCG00000037341,63.1716794876708,57.395925623678,44.6785034030972,41.3696761057241,63.620408845927,76.9065165700706,69.0396611388471,95.1201879626998,72.232569158905,69.4408336985676,56.0117369864088,58.8403002784299,62.309104992398,65.9035939072713,53.1865263793751,47.2186276665798,57.8232480647531,61.7874985536399,64.6550617993113,72.2924380899084,52.1153518287687
ENSSSCG00000033257,45.5271759066317,47.7127599978571,58.2844309202773,40.5734396618483,60.7056729202935,66.4852218718963,52.5730587305755,55.934345299017,40.3663803373511,43.230893117757,32.425277557956,44.5365808737287,49.9960818565868,50.4443112977125,40.2662971272425,39.7857586593318,48.0757286199144,38.306976446232,59.9645327856869,55.4124189271059,47.941984806081
ENSSSCG00000003400,8.30878740059512,10.9295136766692,11.1151398710144,12.7051641261931,5.00183078596372,5.54043515599136,8.91940963781378,8.86893283010314,13.7222822676548,12.1744398555836,10.8898146015424,10.1240611370937,8.36987977509824,7.0911057187324,13.1303142806226,11.9456823330771,7.25046971051275,9.79945909089655,5.46665971372048,5.89180424530631,8.1052995895173
ENSSSCG00000003399,0.186714323608879,0.319576423294421,0.373618146924854,0.242332830744828,0.791656671159726,0.131915122761699,0,0.812691056144909,0.571761761152282,2.59773079721051,0.585998992011252,1.57898201220727,0.520792519339446,1.31067830820172,0.350141714149935,0.0331824509252142,0.300849365581442,0.063632851239588,0.0674896260953145,0.176754127359189,0
ENSSSCG00000003398,97.8694246249875,82.3548442829724,80.4213061255749,69.5495224237655,103.886945892642,111.600193856397,106.604097882717,72.8595199030784,87.7844890622471,87.0821398587285,116.955632155579,82.7572336986283,58.2543632346837,91.4114102130433,78.4317439695854,67.9908419457639,92.3908401700608,98.4400208676426,83.2147089755228,82.5147184555149,76.7071756897297
ENSSSCG00000003881,13.8168599470571,8.02136822468997,6.78739633580152,12.8782590052966,6.87301928143216,16.7532205907358,16.2664874484489,5.22949027432376,9.37689288289743,6.43616884084993,5.76232342144398,8.54507912488642,6.95630007974831,7.86406984921034,31.6177967877391,36.8988854288382,34.4472523590751,30.7028507231012,46.6353316318623,21.446167452915,43.6306552371889
ENSSSCG00000003333,3.39197687889464,0.862856342894937,2.80213610193641,1.3501400570069,0.899609853590597,0.725533175189345,2.74443373471193,0.777356662399478,0.647996662639253,0.310176811607225,0.244166246671355,0.185762589671444,1.71117542068675,1.61314253317135,2.06583611348462,0.763196371279927,1.89535100316308,1.14539132231258,0.674896260953145,0.677557488210226,4.31132956889218
ENSSSCG00000003882,0.248952431478505,0.862856342894937,0.24907876461657,0.276951806565517,0.287875153148991,0,0.142939257016247,1.02469741861749,0.304939605947884,0.930530434821676,1.66033047736521,0.325084531925027,0.148797862668413,0.940999811016622,0.455184228394915,3.9818941110257,2.0457756859538,5.3133430785056,2.36213691333601,1.79700029481842,1.03471909653412
ENSSSCG00000037318,5.16576295317899,4.31428171447469,1.74355135231599,1.59247288775172,4.210174114804,4.41915661251692,6.60379367415059,47.0654124689139,21.3076549656084,27.4506478272395,47.5147516022457,16.3935485385049,12.5362199298138,12.2666046793238,12.7801725664726,4.61236067860477,1.74492632037236,3.53162324379713,3.20575723952744,5.53829599058793,8.58816850123322
