genes	endo03	endo06	endo09	endo12	endo15	endo18	ovary03	ovary06	ovary09	ovary12	ovary15	ovary18	ovid03	ovid06	ovid09	ovid12	ovid15	ovid18
ENSSSCG00000000211	-0.48588702423902	-0.237924583475681	-1.16847250216612	2.4076666346823	0.207728775318503	-0.626491675516496	-3.27682106985847	-1.73917860241875	-2.41258857371816	-7.34481824240137	0.707510720584442	-3.51636343833605	-5.2761090068918	-6.25537937660685	-7.88243398547678	-8.07984487655628	-6.08044326639709	-1.81564743586938
ENSSSCG00000000212	-1.72830446875344	-4.72512217961738	-1.93547473844983	-1.36397015870892	-3.1294457813817	-0.888946885560325	0	0	0	0	0	0	-7.06748981121507	-7.13909689651506	-7.092185589556	-7.06099461557061	-7.15289317480168	-2.38986086445714
ENSSSCG00000000223	-0.350092979708922	-2.09201232945236	-1.95418383267087	-1.54684578024305	-2.16820729578615	-1.3443124787927	0.271265255079056	0.0514402067446166	0.738065003721728	0.997831119685884	3.24728756247337	4.07905150310828	-0.185681916491948	0.188844811338538	0.53841327833684	0.706441247315126	-0.372580379874535	0.261802048749727
ENSSSCG00000000239	-2.39171869024018	0.707035352178818	-0.426371203224084	-2.27520233623106	-7.48590852321119	-7.5835490312335	0	0	0	0	0	0	-8.06210179566038	-8.13397024680081	-4.98538549880867	-8.05558224213932	-3.22917267724696	-0.436102815706719
ENSSSCG00000000240	0	0	0	0	0	0	0	0	0	0	0	0	-6.28491569521135	-3.17639360660753	-5.76219278610994	-6.27248009850474	-5.87481920460267	0.917380558418989
ENSSSCG00000000253	0.159218879808572	0.120809993513716	0.870833358149126	1.72534349877436	0.520056584500765	-0.293274440840077	-1.74663583455573	-2.20294019437427	-3.27871461410952	-5.30419934242594	-1.24782123954217	-2.32621831680537	-1.68236909570997	-1.56769861635465	-0.786355236547243	-1.1779485528554	-0.855385803364275	0.233266030605855
ENSSSCG00000000261	0.558197834615606	-0.291225336717242	0.667195141156381	1.08757332987697	-1.05869826162386	0.38414110957246	-1.76255600090119	-2.39488903902346	-1.74460802688584	-3.08745295641504	-1.25025288571058	-1.60525656068621	-0.839286367279266	-2.23860169679744	-2.39024795144416	-2.5585881164102	0.0572588995004924	-0.60131470849924
ENSSSCG00000000291	-0.694331087428665	-2.65754712043248	-2.90390283520374	-2.87601832610471	-4.52634266941303	-1.27517234960226	0	0	0	1.07075094609394	3.2582213506313	2.11334411373368	0	0	0	1.57320094366108	0	1.5329467860595
ENSSSCG00000000296	0	0	0	0	0	0	-3.21306621686915	-3.20612945707609	-3.84013612573189	-7.2810912535716	-7.41638770312641	-1.92676720879542	0	0	0	0	0	0
ENSSSCG00000000443	0.472902437631054	0.702549224353513	0.481022490616644	-0.0381123626818877	-0.221764494648157	-1.79084189138568	-1.55594792361062	-3.76998967299094	-2.41123233778496	-4.59919677447865	-2.47041957924251	-0.702931296232079	-0.899632755913799	-0.0154485881317752	-0.0271649152245063	-1.30611918783521	0.905891711827831	-1.07140104214263
ENSSSCG00000000492	-0.609012566762549	-2.40294252265394	-2.92144237859597	-4.02491076321817	-3.38385254513495	-1.67588246499913	-2.17370229979785	-1.26428772817726	-1.28586218423583	0.0983519832138825	7.40141060978735	8.18922940640845	-0.346385587733376	-0.431982875747101	-0.0249173772350168	0.599631891821078	-0.188214047453943	0.00997239041161331
ENSSSCG00000000493	-0.730997441027541	-0.585675175972785	0.523543088956907	0.20726640873305	0.495387702085613	0.544894121167679	3.74871338987068	3.49826897589225	3.58495779007205	3.27853875774482	-0.232632652940813	-0.380432029493018	0.0412167591728972	0.410009618885923	0.408595724137142	0.152488894454306	-0.385533028131081	0.378795342446906
ENSSSCG00000000519	0.144622634244075	-0.751150779090698	-0.557263787912955	-1.26864746154662	-0.470654380527246	-0.311193456336847	1.05356536155807	2.1194144090318	1.60948813980353	3.4338787938118	2.03961008356504	2.38511255013022	1.64815895432249	-0.155425829024395	-0.855256487458584	-1.02091035774418	-1.4923854194939	-0.250766827223887
ENSSSCG00000000527	0	0	0	0	0	0	0	0	0	5.26089572507562	0	0	0	0	0	0	0	0
ENSSSCG00000000584	2.20176235885723	4.42742268666375	3.93496571094077	1.31589902780321	1.25249433807513	1.44444627710497	2.30495407058779	1.73168631035638	0	2.27015203388677	0	1.48219235084416	1.54934564488919	2.7196305901747	1.52073278804421	0.600590496216334	-0.607833768639474	-0.285259154797423
ENSSSCG00000000601	-0.727110962714164	-2.30496528890344	-2.29342162124051	-2.52652397264303	-2.64862928519682	-1.67003856569398	-0.319150058002872	0.357044363799981	0.324317378251625	0.242100477367447	4.44664799527989	4.00605314363943	-1.02186218678795	-1.85297384619922	-1.18409576714588	-2.11645333952989	-1.238895128287	-1.10995227642629
ENSSSCG00000000605	-0.434675615366037	-3.0274083515176	-0.230061961978119	-1.36520272886727	-3.91115939057889	-2.52451293780441	1.63226169372677	1.16804757692198	2.25181371559116	0.808678216021783	1.31496224278974	3.35243830277786	0	0	0	0	0	0
ENSSSCG00000000623	-0.214735654269538	0.271914449599582	1.2503482591196	0.786607839143156	-0.568561031109538	0.474877054162585	-1.39921876793626	-2.37143965426477	-0.19093430473112	0.45995925998977	1.68454383412587	3.79693896561748	-1.71208409480585	-0.484359294427702	-1.13933469950266	-0.772257630589817	-0.488484256673043	-0.127043984987124
ENSSSCG00000000640	-0.10920597634521	1.7946377575888	-0.858876789074045	-2.3559646367056	-2.47776852848618	0.119110635751327	-3.44577126032953	0.56487577460951	-4.67248973336853	-2.11581896541408	0.21562138364994	0.961982238150386	-0.821653319237956	0.182697387640603	-0.0382864768848401	0.0215677363652592	-2.18574937713025	0.0381577184744439
ENSSSCG00000000647	-0.0232532575103474	-0.743547374285422	-1.7871744266393	0.0311515927716097	-0.580056214482321	-0.0649774560273869	-8.52477019915511	-6.76319698878544	-6.82879552510588	-6.20514816776049	-1.37086160519233	-1.64507913114179	-2.80596201034802	-2.05158575345318	-2.27067062088542	-1.05079395714185	-0.630138873035593	-0.553095193846331
ENSSSCG00000000648	0.676985181901501	-1.43882538865807	-1.02078174353656	0	-1.68465957621424	-0.102140548996177	-0.578745588244091	-0.983166182325892	-0.939887874366829	-1.33979302842124	5.01754803282038	5.0063268001741	0	0	-0.923594232239108	0	0.141185975831864	0
ENSSSCG00000000651	0	0	0	0	0	0	0	4.25674545101142	0	5.02426901691009	0	3.67856434482298	0	0	0	0	0	0
ENSSSCG00000000653	-1.33071886882605	-1.1416529781866	-1.65292330717688	2.51306931537646	3.23282558094625	2.29431692102981	0	0	0	0	5.14769356359026	2.84204602547769	-1.66450504778569	3.40348869459633	-0.417046172590469	-0.674892873722888	-1.82258822958523	2.5496135811655
ENSSSCG00000000659	0	0	0	0	0	0	5.03394261822329	6.94364766229791	6.93846702637724	5.89293936114188	0	2.28299464952771	0	0	0	0	0	0
ENSSSCG00000000664	0.603836373859761	0.506496883103664	1.63736633921778	1.67188078806974	0.5500845589481	1.11323925280889	0.562710035520132	3.45220430973723	1.96045277285793	1.71683511548741	-1.0333493769509	0.472866992857148	0.888162041912968	0.663652704228231	0.461283337082398	1.25660583157486	-0.148715287512734	-0.748371021223527
ENSSSCG00000000680	1.2741116444755	0	0	0	0	0	0	0.999288902392198	1.94263247731678	1.610525966098	0.734107938433016	2.54649675907519	3.67485686211103	0.45580600162943	-0.451912139779741	-1.38365109275373	0.219602982406324	0.0292944291405792
ENSSSCG00000000692	0	0	0	0	0	0	-2.06529173247733	-4.25914787930172	-3.60981825861242	-4.32326462351247	-2.59458612004237	-1.17945841189353	-0.590393969224795	-1.44894940838691	-0.954669479719571	2.36943438509515	2.37011323872323	0.254999336536496
ENSSSCG00000000707	1.39896483252148	3.305864832713	4.06226070497979	3.19286662838714	1.99001116789368	-0.479737850001212	-2.19268096557215	-0.474797309310388	0.783761592606033	-0.0116057038925091	0.725005359397522	0.991220588414667	0.198893643891522	1.60624267013409	2.19420094639933	1.67894590557915	-0.00763327235162105	-0.408072241132962
ENSSSCG00000000712	1.28182854089838	0.53475950959848	0.185770075144421	0.491746715035517	2.15795291276137	2.70846677423847	0	0	2.90047257913735	0	5.51115729048011	0	-2.32218989127341	-1.88644360783569	-2.36885392862844	-3.2653205772889	0.23309486344893	-0.940360149090097
ENSSSCG00000000716	0	0	0	0	0	0	1.36372625534613	2.08376453329056	2.95754499249497	3.0058379009348	-7.04690072620707	-1.81414095120366	0	0	0	0	0	0
ENSSSCG00000000748	0	0	0	0	7.22680941613152	0	-3.75093362830021	-1.35143778802608	-7.78397266194153	-3.52737777666915	-2.85808862791884	-1.25981519605491	-1.61910132760474	-2.72967553257433	-4.51102227601381	-3.53936992851137	-7.67336644206353	0.495533014291077
ENSSSCG00000000749	1.0703954736518	0.156866131195666	-0.180979248910541	0.167640029340659	4.09020945477418	-0.248837119924357	-3.98434322939073	-2.770744657125	-3.26555675177115	-3.17959068729471	-1.90365241849832	-1.05992156677054	-4.26572585634781	-3.48254130654543	-1.46561673168276	-0.0980018605650931	-2.24179310378707	-0.753853543139175
ENSSSCG00000000759	-0.591713875858837	-1.3314895059384	-1.40885350356443	-0.496690854762682	-0.0913580980132644	-0.4608514744728	0.202485457435767	-0.0171761411710068	-0.114127509458616	0.307404291215093	3.41093516742436	3.54207800824416	-0.592394187756604	1.07386028439745	1.44665196304694	0.528809831716484	-0.4645228120428	0.435861822114855
ENSSSCG00000000760	0	0	3.49479481331294	0	5.07144356411197	0	0	0	0	0	0	0	-1.29064343461145	-1.71347654609313	0.0552168258147457	-3.38719599375709	-3.87119648519391	-1.33948108599431
ENSSSCG00000000781	1.70128208791789	-7.1679413788291	-1.95157242685514	-3.80710181143041	-1.06563173876572	-2.23665196425868	2.10312034579036	2.61571815140082	1.83115306808317	3.25671733830698	-1.46169562246299	-0.335324882547422	0	0	0	0	0	0
ENSSSCG00000000783	-0.575417725702923	0.898949925441495	3.55286470182584	2.61145472167135	4.78376141832367	1.31243751483702	-0.44263046842025	0.0166942362085473	-1.4909047127161	0.559120362363666	0.162454699402481	-1.75190268376606	-0.0366258712024714	-0.417862306592243	-1.5972370452163	-0.537815974668625	-0.0183007199977174	-0.445978633788226
ENSSSCG00000000789	0.3559651116841	0	0	-0.513034682058453	0.572289143000637	0	2.56323677848088	-0.058262035795641	1.76162261575504	3.81881277280276	0.362282679020395	0.221499016513809	-0.136929941359389	-2.02966616678132	-2.95234302466846	-1.04802096503467	0.326795433602787	-0.477293592442206
ENSSSCG00000000795	1.6050064671986	0	4.35459873440572	0	3.32008456505739	1.34326915397928	2.1431119317398	2.3730669517525	0.893864472199597	1.40850187182872	-0.844871224256427	-3.01516835991882	0.0042128915120647	-0.826720309764833	-0.0993798288602345	-1.66768988054343	-0.852055549773648	-1.59289213514731
ENSSSCG00000000810	-0.277374394724503	1.39688031813453	2.10365276135778	0.321776788873413	0.10636536319944	-0.390699815131643	-3.18585707658843	-2.87778992711689	-3.51569421571838	-4.04561897845459	-4.33723522529595	-4.15685023222694	-1.2431158689071	-1.12483864027812	-1.04026432042382	-1.91793462295738	-0.732554405186924	-0.957687457095673
ENSSSCG00000000856	-4.12928044252501	-1.28498911088385	-1.90258840094122	-2.71514892342265	2.74891438360008	0.0563395940447608	-1.2744076502145	-1.6754246211624	-1.63139838910972	-2.0270286960353	-2.00669355675102	-0.141139608766701	-2.60928384880169	-3.7324276198838	-3.83416545769066	-3.77456707009406	-3.59048678524589	-1.77119469896594
ENSSSCG00000000857	-0.606692953066449	1.36937668529552	1.69200769355008	2.05145696126494	-1.1607851248649	-1.40276771827645	-1.31850371156579	-0.431952547412317	-0.62101328715112	-0.703470630121145	-0.323106611850407	0.555558654074053	0.140913548999953	-1.69238084182814	-2.08915372717824	-5.55921532407895	-3.24322309418741	0.497367149026932
ENSSSCG00000000866	0.455967342494592	0	2.09751832855589	0	-0.89557048026219	0.175632748295993	-3.42644030934472	-3.41935157626168	-1.39697645723009	-3.77051760013247	-1.51485548773104	-1.5791333254804	-0.145570321529437	0.447015233294756	-0.19296460025753	-1.48346336987409	-1.20041145316814	0.940156681945051
ENSSSCG00000000873	-1.52877203066962	-1.95500403697199	-2.21554466193264	-3.78823990091268	-1.48150184966872	-0.552264333056034	-3.03992819907743	-3.6801481844577	-4.04253385437414	-6.23982075490026	-2.69048429299953	-0.799831475985124	-2.85110590771477	-0.470359677798813	-1.14304753175894	-1.06748686783924	-0.160708610228485	0.0929448282358213
ENSSSCG00000000917	1.6361179247545	2.30701729048375	2.99178632700836	0.361705559462998	4.62447880593814	2.79429684404381	0	0	0	0	0	0	-0.907707302404451	-2.01804831499497	-2.88613632424373	-1.30264148423955	2.32015157141513	0.168199723267354
ENSSSCG00000000924	0	0.0239050455621069	0.665772086745344	0	0	-0.101780419298371	0	4.41322668596781	4.97243447224218	4.92207244978357	0	0	0	0	0	0	-0.58629755364793	0
ENSSSCG00000000932	0	0	0	0	0	0	-0.86617627562743	-1.22845797038483	-2.4661695753511	-3.75605315819632	0.14394375747704	-9.80770343664312	-1.67492492034968	-7.30788421579548	-3.24602141172225	-4.10279220164178	0.310622648725004	-1.58792453597055
ENSSSCG00000000934	-0.462301079166151	-0.833362229394917	-1.234033715528	-2.78233254989412	-0.959208738571747	-0.531757017979032	-2.00026489209425	-2.44688466226976	-8.42547042322067	-2.22527668814805	-2.20345084824536	-1.07097356286938	0.268557292363725	0.337035234038619	-0.411550409140617	0.122719703955677	-0.981610806174014	0.618516037048893
ENSSSCG00000000936	0.867169908057684	3.91782153175407	4.20236859181547	1.24324590301039	1.65739835850288	1.04137330231084	-1.9096433807892	-1.96359424607495	-3.57880071348834	-2.45263318088887	-1.75577240723392	-0.746104790347947	-2.62962775171737	-1.20031315997461	-1.47204339766869	-0.901642058677826	1.1804908029088	-1.6815622790315
ENSSSCG00000000950	-0.550356120544027	-1.56047248961993	-3.87595859294758	-2.18225859354267	-4.78569899868935	-3.51856272095578	-0.0520283677760462	-0.340473581463978	0.316638832590655	-1.48790167204423	0.730568767601806	-1.29831951507348	-2.0764536586882	-0.397072699417559	-1.24451617072339	-2.03146131542922	-2.63029125608478	4.35876284363075
ENSSSCG00000000967	-0.639532762332059	-0.819218809781727	-1.56678275065733	-0.959767217050369	-1.72372198128894	-0.82717909779495	-2.5161824348028	-1.77768507520304	-0.797513222805183	-3.84632438676643	-2.17203967271225	-1.96139797161126	0.119996021729208	-0.102726655751788	-0.0560954304776434	0.0457389349438389	-0.646389771233425	-0.71431558129785
ENSSSCG00000000981	0.495486822542455	-0.380715976572436	-0.122759344358776	0.60514646280896	1.06224340943978	0.21007829331744	-0.95299936597178	-1.56581912164771	-1.76916784436727	-1.42590432271054	-0.0533882734396203	-1.01904216920363	-3.63206959941532	-4.18279176765324	-4.29343458258078	-3.2807223430878	-3.26837048631275	0.637257291009374
ENSSSCG00000000983	-0.807813055420599	3.68513929271875	4.06509724525016	2.17178568241313	-2.13986425237658	-0.86369017968632	-1.62519271298225	-0.816711266056179	-2.55975250070285	-1.1753949563728	-1.28100377935135	-0.878689136119747	0.863575050061517	0.22034972441016	-0.160800666996458	0.970794915729001	0.0649128067453392	-0.908625585385667
ENSSSCG00000001025	-0.0324106262056004	0.289340407021066	0.363898297546122	0.919878810041534	-0.12550669810026	-0.155441309112761	-0.411948919156721	1.28877480768146	3.23812101234713	3.82205957542428	1.39031118267298	0.437769725124773	0.0776509753447753	0.875229064330736	1.09933250986419	0.634436879643976	0.202332258547131	0.493528087669297
ENSSSCG00000001040	-1.49405631685244	-0.620280234866214	-0.953095380279618	-0.0985376019392745	0.518995236465313	0.571868024552454	-1.94000084087326	-2.24663020776378	-2.90983281586386	-7.2810912535716	-2.00669355675102	-0.941941907450246	-1.45528642254158	0.375952710154471	0.262381218937345	-0.628395068014356	-1.5750457193452	-0.148514955491754
ENSSSCG00000001045	-0.398182331146834	2.08697887036424	1.28406572591196	3.97566399731571	2.33292439971894	0.353106683766922	-2.74277953310822	-1.5690501034804	-2.5368091300276	-3.14696265336466	-3.80415101238025	-1.24703932559611	-0.887826541556955	-0.533853243975727	-0.109443201380442	-0.98195694385191	-1.50967344776486	2.77320122186712
ENSSSCG00000001052	-0.889413887479049	-1.70685136712912	-2.00226679468363	-1.79439694886191	-1.65815903796735	-0.229778091123236	-0.786562901678658	-0.201984356076895	0.436459201420762	0.0925793696642019	2.67512970439908	3.62632295610225	-0.372830053387086	-0.0493111562695629	-0.292353697114524	0.388049580951487	0.15434442276345	-0.0716992604228985
ENSSSCG00000001090	-0.0233694773807361	0.254133544686429	-0.326822889892527	-0.0317179348883861	0.252406347797731	-0.665150797861898	2.30597550709518	2.90290838021227	2.77757537728757	3.52011774516177	0.104905485043397	-0.542082021726745	-0.427106091692984	-0.00155344155206482	-0.0113330914077273	-0.219987732729433	-0.0987862371902017	-0.613277586833105
ENSSSCG00000001099	0.239235133055316	-0.626587732213727	0.701040026839972	-1.1899455268549	0.858497485388313	0.184479122899218	1.96241702223499	2.96921183334635	2.49937340599132	3.83828810337403	1.96158750569461	2.20574070153282	0.156736437077199	-0.0838788958323483	-0.753115404067635	-0.547355468251528	0.325630291192442	0.678489518174846
ENSSSCG00000001101	-1.29773190341582	-8.20230869812314	-2.98565226673258	-8.11089064176883	-3.47953401101565	-8.26659169415781	0	0	0	0	0	0	-7.02119101581215	-3.2416243787895	-2.90652011685567	-11.0508297015264	-3.56521181075389	0.266861025631989
ENSSSCG00000001107	0	0	0	0	0	0	-4.41686255137604	-3.62016449352177	-4.10850172774625	-5.15240342694152	-3.9126680780092	-1.3092603389771	-5.98935550343768	-6.90582265163006	-6.57964010913359	-4.73848668121245	-13.2785741752972	-1.51099644695265
ENSSSCG00000001213	0	0	0	0	0	0	0	-1.25525941205085	0	0	0	-0.934686036272975	0	0.913203963280947	6.83288155978054	0.220234895914427	0	4.82591094384107
ENSSSCG00000001234	0	0	1.39664605012459	0	0	0.422564973195149	-9.27613965146195	-2.58108745171992	-1.47476480345059	-2.35880922784727	-0.393919298553717	-4.38901142240785	-0.110184325178498	0.801963471370291	-0.848682533051864	1.5141928584703	1.74610493350694	-0.0228203920615682
ENSSSCG00000001235	-2.2726868390824	-6.99926989517971	0.882385178760677	-0.321906123333914	-0.729454525684132	-0.0154720934488103	-5.10485442079749	-2.3606901853468	-1.77794516667032	-3.60399865202554	-1.60410266762614	-4.78918687281992	-0.484423026776367	0.801963471370291	0.779176230519825	0.949388182370748	-0.0655479597576659	-1.69243245881802
ENSSSCG00000001248	0	0	0	0	0	0	0	0	0	0	0	0	0	7.74645602906469	0	0	0	0
ENSSSCG00000001403	0.711255713244659	0.869459567989936	-0.0189398987222366	0.765515034378985	0.883654855760659	-0.308122194903702	-1.81176763670775	-2.29716100361637	-3.84853812481643	-2.53111049310661	-2.07778765869752	-1.92589400977842	1.22318567468632	0.458004418693066	-0.158259931389414	1.26549367337602	0.706644407222478	-0.8079968453191
ENSSSCG00000001428	1.65055100970982	0	0	0	0	0	-8.5348637383289	-3.79854194399704	-8.39640971156394	-2.60488110977499	-0.261089504367124	-3.33467229060943	0	0	0	0	0	0
ENSSSCG00000001441	0	0	0	0	0	0	0	0	0	0	0	0	8.08007447224875	8.3779374242728	0	8.6555571199283	9.3800980632817	0
ENSSSCG00000001453	0.492300866550162	-1.19916745554929	-1.30171414100272	-0.0483409237641754	-0.792494785625398	-0.3341458604569	-1.23347679777813	-0.148649514648665	0.23004732569387	0.847534740450347	3.45057715023096	3.09402550179549	-0.878143799059574	0.0850156444048361	0.150978491038738	-0.167303588661675	0.718158762820682	0.370447851781432
ENSSSCG00000001456	0.409155078071603	-1.16855028395284	-1.00717593563366	-0.0348345500905925	-0.271395846272332	-0.376156685995704	-1.00264830770153	-0.179624593720338	0.36694781588417	1.25689621844471	3.90808135346	3.38626151374457	-0.368205345990212	0.395705271843507	0.481926610298736	0.402583478413477	1.23352658159417	0.638967640628978
ENSSSCG00000001457	-0.164045696511816	-1.32699640117757	-1.86845754669433	-0.369764093863401	-0.873164323403088	-0.289903795300008	-1.45113541716027	-0.336356493254994	-0.12465213831483	0.723002383639088	3.16386894479194	3.12832799525742	-0.857568808925794	0.188099669735889	-0.268542979474895	-0.0171532259687669	0.774911538187452	0.418781194942218
ENSSSCG00000001458	1.57897981510805	0	0	1.69597330499498	1.80791546055184	0	0	0	0	3.22140307188068	5.40877619335848	3.54743158001534	0	0	0	0	8.00504649300497	0
ENSSSCG00000001472	-0.288416474920983	-2.29969371553253	-2.48748086901488	-1.17943181851793	-1.78289377727324	-0.519183389268403	-2.44601771961774	-0.384129830040339	-0.642262345793567	0.212448515574611	2.29616421285671	3.39303068950825	-0.792243175301237	-0.606420535769076	-0.554682879305536	-1.07874000424345	-0.146938413119216	0.0851465013863034
ENSSSCG00000001488	0.878824374766536	0.401064886936253	0.859544850132957	1.44379559783153	3.62035738744778	1.81906020858513	0.612278856804229	0.403417925698966	0.968543949476293	1.82122550674412	-0.0492600239404131	1.16528930008338	0.702294494906158	0.430515417149191	0.823285227176947	-0.612596820750583	-0.0319605430663641	-0.0230364424275177
ENSSSCG00000001523	0.820552994076887	1.94056310102678	0	0	0	0	0	-0.808150086357397	0	0	0	0	-6.51128590804687	-12.3627189381889	-6.36909529002839	-9.15713204455257	-12.3766106939863	-4.66443990792288
ENSSSCG00000001536	-0.48080617799919	-0.492776714814021	0.0415580437239028	-0.634799288010855	1.84740152702855	-0.228487358446705	-0.0430666386928846	-0.445578633669784	-0.378025576128548	-1.35050470739042	0.588260063284204	-0.64620556478661	4.19829195978963	2.24696502669468	1.95708335656349	0.279324003188581	0.419127947706608	1.01691132774675
ENSSSCG00000001550	0.481989048497319	3.85642625921102	4.41954219959124	5.19095500292893	0.19893809072325	-0.552440374842109	0.408783644760091	3.22726642040094	2.74179349704962	0.686932766244404	-2.02402680346048	-0.950076224995997	0.0236678802695854	1.05339013940624	0.996904454578169	3.21946654446769	0.423953619258412	-1.75408821993424
ENSSSCG00000001560	-0.706144680827633	-7.80178380691835	-3.54482315085124	-7.71046862768065	-3.63631534321047	-1.31616067755248	0	0	3.20239260810977	0	4.30424270956837	6.6735946908769	0	0	0	0	0	0
ENSSSCG00000001565	-0.803666398945909	-0.974381019246217	-1.33025706056394	-0.6652502451903	-0.11175497985718	-0.416304438299886	2.44565234219724	3.13126857664974	3.79096357482719	4.34599204707826	2.88896123662016	1.38621579541283	0.158504412221338	0.183100234933359	0.737094903793696	0.0332233835088742	-0.49536123036868	-0.523435078113934
ENSSSCG00000001566	-1.07652154734292	-0.0443767867653124	-0.150883079788904	-0.302690359583053	-0.377827072118992	-0.882047475634914	0	0	3.03437648512901	2.63238678498047	3.2094811830734	4.86431327281224	0	0	0.2532125305322	0	0	0
ENSSSCG00000001572	0.299799094090988	-1.60535491458139	-1.44220005963938	-1.96278032671271	-1.73850719181712	-1.8613004325201	-0.548036405152596	0.0056036424668213	0.616199666766081	0.726309847002578	0.957054538308113	3.50821706987018	0.023826939111685	0.787466312026685	0.66203212973334	1.03994897816026	0.24271978861317	0.0957670942052781
