genes	endo03	endo06	endo09	ovary03	ovary06	ovary09	ovid03	ovid06	ovid09
ENSSSCG00000004644	-1.24541536480081	3.0320217387352	3.31306717190819	-2.93197934459196	-2.51962144869329	-1.80745205258376	-5.1978241732061	-1.54598465721363	-1.23230139131562
ENSSSCG00000004676	-1.12776053731521	-1.0828806493031	-2.49832919627398	2.13171864076981	4.72781621941968	5.52471592443958	-0.286654429560141	0.0522504005446768	1.56271567152878
ENSSSCG00000004678	0.613999975030509	-0.487095794828074	-0.832522293116923	2.32489807826278	5.0388257484202	6.23372393604162	-1.37946554330959	-0.489207053127681	1.257654973258
ENSSSCG00000004679	-0.613405134724957	0.306981364441402	0.347093588994546	3.55859814524948	4.00135566664862	5.41565059093364	-0.213634734353495	-0.165066654031955	0.237910639504334
ENSSSCG00000004713	0	1.25895861623927	0.502313786309665	4.21459684407288	4.15650593922006	4.20301483588365	0	7.9749495525333	8.21306548548966
ENSSSCG00000004733	0	0	0	-7.87660701787452	-1.30582639308437	-1.86528207308973	0	0	0
ENSSSCG00000004803	0	0	0	0	0	0	-1.84833025318599	-8.01256520937871	-7.01571642950971
ENSSSCG00000004839	0.0958035059390768	-0.293613924691575	3.69337725177715	-4.13513526391544	-7.38100637259576	-2.90983281586386	0.110439466095214	0.225521534475316	-1.3145545671981
ENSSSCG00000004874	0	0	0	3.33694272049698	8.2622951809488	4.87953328462837	2.77880796692029	2.9283264538115	3.29358732932163
ENSSSCG00000004978	0	0	0	-3.21306621686915	-7.38100637259576	-7.24637659772206	0	0	0
ENSSSCG00000005063	0	0	0	-4.2795518015116	-3.7012918524459	-9.27160114967704	0	0	0
ENSSSCG00000005098	-1.32552270633304	-2.1229402970759	-7.67131075378039	0.0469857198846839	1.25074895350913	0.423381412047032	0.119483222790426	-3.68310524275589	-1.85545194460226
ENSSSCG00000005106	1.78486369079169	3.36789951827997	3.01186365155908	2.05601352165661	6.17656376783908	5.69834682319192	0.0112885590455953	-0.655950096970006	-1.25722342910405
