,ovid00.txt,ovid18.txt
ENSSSCG00000028996,488.396333260265,280.49457569534
ENSSSCG00000005267,286.252504279601,276.962069534972
ENSSSCG00000005268,4.93538800482071,3.56647256575571
ENSSSCG00000005269,20.1211972504229,25.9163673111582
ENSSSCG00000031382,15.4619148682495,21.9762642861328
ENSSSCG00000005271,56.1184678030663,68.4423068571215
ENSSSCG00000005272,12.3212134106363,9.95215677872785
ENSSSCG00000005273,34.5822292365759,33.6946741450445
ENSSSCG00000023520,14.7026244059694,9.1709294548004
ENSSSCG00000057774,1.58760733022205,2.17384994484158
ENSSSCG00000037277,164.558951097798,113.549693212584
ENSSSCG00000005277,26.9548114109439,18.4097917203771
ENSSSCG00000004361,3.14070145761318,0.713294513151143
ENSSSCG00000004349,26.0229549345092,25.3049720141715
ENSSSCG00000004272,40.8636321518022,39.2991310340891
ENSSSCG00000037594,165.38726796574,140.315220658446
ENSSSCG00000044472,0.0690264056618281,0.475529675434095
ENSSSCG00000004261,1.17344889625108,0.747260918539292
ENSSSCG00000004351,17.4981938352734,15.8283449108777
ENSSSCG00000004262,16.3937713446842,17.6625308018378
ENSSSCG00000038757,8.5937875048976,6.58948264530103
ENSSSCG00000004353,41.3123037886041,60.3922687801301
ENSSSCG00000005284,6.41945572655001,4.89116237589355
ENSSSCG00000004263,14.5300583918148,13.5186293444836
ENSSSCG00000021802,13.0805038729164,15.9981769378185
ENSSSCG00000031105,8.31768188225029,7.54054199616922
ENSSSCG00000034919,51.8733438548638,39.3670638448654
ENSSSCG00000023834,189.304917527564,199.994194925425
ENSSSCG00000032533,5.14246722180619,4.21183426813056
ENSSSCG00000025941,177.432375753729,198.227941845241
ENSSSCG00000030268,133.945740186777,133.657805202369
ENSSSCG00000027002,31.4415277789627,27.682620391342
ENSSSCG00000005266,3.55485989158415,2.88714445799272
ENSSSCG00000005288,35.3070064960251,45.1073863554627
ENSSSCG00000035934,4.07255793404786,3.77027099808461
ENSSSCG00000005036,2.38141099533307,0.645361702374843
ENSSSCG00000004241,271.998551510434,272.41057121296
ENSSSCG00000005037,64.7122553079639,52.4101635139149
ENSSSCG00000004242,25.3326908778909,18.4097917203771
ENSSSCG00000005291,83.2113320253338,90.6903023863596
ENSSSCG00000005038,81.2440794639717,85.0179126865386
ENSSSCG00000033763,59.1556296521867,89.433545386998
ENSSSCG00000004344,1.06990928775834,6.28378499680768
ENSSSCG00000005286,20.2247368589156,79.7531198513754
ENSSSCG00000005039,18.4990767173699,26.6975946350856
ENSSSCG00000005040,55.014045312477,63.4492452650635
ENSSSCG00000004250,3.24424106610592,1.18882418858524
ENSSSCG00000005287,66.1618098268622,139.975556604565
ENSSSCG00000005041,145.024478295501,172.243641723307
ENSSSCG00000020885,67.059153100466,83.52339084946
ENSSSCG00000004253,39.8282360668748,38.4160044939972
ENSSSCG00000054867,0.448671636801883,0.135865621552599
ENSSSCG00000060009,2.17433177834759,2.81921164721642
ENSSSCG00000054181,0.621237650956453,0.305697648493347
ENSSSCG00000062298,0.483184839632797,0.0679328107762993
ENSSSCG00000063502,0.345132028309141,1.12089137780894
ENSSSCG00000004364,25.1601248637363,20.9572721244883
ENSSSCG00000005043,16.2557185333605,19.530683098186
ENSSSCG00000004254,20.4318160759011,23.1311220693299
ENSSSCG00000005045,9.00794593886857,5.84222172676174
ENSSSCG00000005047,2.6920298208113,5.77428891598544
ENSSSCG00000004366,30.7857769251753,21.3988353945343
ENSSSCG00000027256,81.5546982894499,117.184098589116
ENSSSCG00000004367,0.621237650956453,0.441563270045945
ENSSSCG00000039333,3.72742590573872,2.07195072867713
ENSSSCG00000004368,35.4450593073487,35.189195982123
ENSSSCG00000026294,77.0334687186002,84.4744502003282
ENSSSCG00000035648,20.086684047592,22.9952564477773
ENSSSCG00000038522,11.1132513115543,7.47260918539292
ENSSSCG00000035259,83.6600036621357,93.3057156012471
ENSSSCG00000021451,16.4282845475151,17.25493393718
ENSSSCG00000038507,241.212774585258,281.241836613879
ENSSSCG00000004339,56.0839546002353,64.4003046159317
ENSSSCG00000005004,4.59025597651157,6.69138186146548
