Name,Group
endo00.txt,endo
endo03.txt,endo
endo06.txt,endo
endo09.txt,endo
endo12.txt,endo
endo15.txt,endo
endo18.txt,endo
ovary00.txt,ovary
ovary03.txt,ovary
ovary06.txt,ovary
ovary09.txt,ovary
ovary12.txt,ovary
ovary15.txt,ovary
ovary18.txt,ovary
ovid00.txt,ovid
ovid03.txt,ovid
ovid06.txt,ovid
ovid09.txt,ovid
ovid12.txt,ovid
ovid15.txt,ovid
ovid18.txt,ovid
