genes,Min_FDR,Max_abs_logFC
ENSSSCG00000058221,0.000162238529332217,5.23298244438443
ENSSSCG00000036545,0.000162458388890679,8.75101291322629
ENSSSCG00000053280,0.000162579001425885,5.16685759365256
ENSSSCG00000052237,0.000163526229449194,8.55187399958187
ENSSSCG00000007816,0.000166639443234486,8.78983921072398
ENSSSCG00000053718,0.000166744222560856,8.64884275848158
ENSSSCG00000025784,0.000166744222560856,5.51127468380913
ENSSSCG00000016064,0.000167823874511322,5.12958968721319
ENSSSCG00000031290,0.000170012067250777,5.1263389674885
ENSSSCG00000057502,0.0001729526952628,5.64911324200226
ENSSSCG00000017589,0.000174375106800753,5.38807052602654
ENSSSCG00000046947,0.000176550419889724,5.659008326653
ENSSSCG00000037452,0.000177695970630894,5.02081784746893
ENSSSCG00000053277,0.000178104644129384,8.7737171475063
ENSSSCG00000006497,0.000180001012621469,5.04487644687693
ENSSSCG00000051187,0.000180129859908777,8.72702251237206
ENSSSCG00000038066,0.000180129859908777,8.62337184874497
ENSSSCG00000006933,0.000181021477679277,8.26484600010833
ENSSSCG00000060151,0.000181918971864401,5.99790795645228
ENSSSCG00000012049,0.000186109145335057,8.66393545263356
ENSSSCG00000033256,0.000187258226046594,8.69456332075718
ENSSSCG00000052062,0.000188878741261642,7.83559465593674
ENSSSCG00000057140,0.0001923499755459,8.55597550472108
ENSSSCG00000021265,0.000192656616750173,5.83665418631838
ENSSSCG00000047976,0.000194678114612827,8.68108807580644
ENSSSCG00000061444,0.000194678114612827,8.68108807580644
ENSSSCG00000040453,0.000195699233363096,5.4920761372022
ENSSSCG00000027678,0.000196284590754527,5.62371395852212
ENSSSCG00000045878,0.000198706235004157,5.9978761076039
ENSSSCG00000009354,0.000202315647990223,5.19096939134956
ENSSSCG00000056093,0.000205011896736652,8.6654880380758
ENSSSCG00000055046,0.000205011896736652,5.74584898458022
ENSSSCG00000045580,0.000205121257603585,8.22059844766407
ENSSSCG00000003778,0.000206017400239238,8.57103991559035
ENSSSCG00000009232,0.000208564769891414,8.65468095276741
ENSSSCG00000040146,0.000209264443014258,5.20754638790505
ENSSSCG00000022490,0.000211670204793928,5.68993616015042
ENSSSCG00000051213,0.000212377961761831,5.74000782565701
ENSSSCG00000055976,0.000215764185759344,5.45933102804131
ENSSSCG00000035935,0.000216262465065024,5.1165905710185
ENSSSCG00000017522,0.000217935629709551,8.64086754036467
ENSSSCG00000031800,0.000217935629709551,5.0079868275591
ENSSSCG00000006328,0.000219749934135136,8.64778075093654
ENSSSCG00000033307,0.000219749934135136,8.54414444075388
ENSSSCG00000053859,0.000222178150010852,8.6387360967584
ENSSSCG00000025869,0.000222699453907623,7.76250014547346
ENSSSCG00000017172,0.000222699453907623,5.15028539799592
ENSSSCG00000013092,0.000227685500901524,8.90711713984045
ENSSSCG00000015126,0.000228601457174001,6.14930971537995
ENSSSCG00000048195,0.000236886899411956,8.41215881944114
ENSSSCG00000060350,0.000236886899411956,8.41215881944114
ENSSSCG00000044512,0.000237438769083411,8.48904383392348
ENSSSCG00000009100,0.000237484554322186,5.61868034166325
ENSSSCG00000039273,0.000238311094323854,8.64442391054133
ENSSSCG00000036331,0.000238965422437021,8.57669489970467
ENSSSCG00000054571,0.000240631383782791,8.51673802613614
ENSSSCG00000026985,0.000242208859979277,8.60843945758663
ENSSSCG00000055991,0.000245866522196564,6.07994916558972
ENSSSCG00000016733,0.000246431957286111,5.38072416896653
ENSSSCG00000033580,0.000247792098384794,8.66705548038134
ENSSSCG00000020859,0.0002481106050974,5.8226376409556
ENSSSCG00000001458,0.000250258175187333,8.00504649300497
ENSSSCG00000017459,0.000251110851234083,5.34123264593878
ENSSSCG00000059385,0.000263096718933687,8.54640164438617
ENSSSCG00000034528,0.000265928846165065,9.06062267444273
ENSSSCG00000044923,0.000265928846165065,8.57457185280598
ENSSSCG00000056910,0.000265956202472215,5.01404946008396
ENSSSCG00000008140,0.000267505999273286,8.12781143808028
ENSSSCG00000063166,0.000267505999273286,8.12781143808028
ENSSSCG00000050773,0.000267505999273286,8.12781143808028
ENSSSCG00000009977,0.00027309988593881,5.05562946746196
ENSSSCG00000004357,0.00027372867947077,8.63034658289858
ENSSSCG00000009646,0.000274061157594005,8.62433891300593
ENSSSCG00000049044,0.000277432441147493,8.26756438014164
ENSSSCG00000039758,0.000277432441147493,8.26756438014164
ENSSSCG00000015741,0.00028094399691711,8.46031204733368
ENSSSCG00000053614,0.00028094399691711,8.46031204733368
ENSSSCG00000052552,0.000282025353208352,6.02022693704557
ENSSSCG00000027845,0.000283464776388226,5.52269356461065
ENSSSCG00000036078,0.000287047945345443,8.68780529437455
ENSSSCG00000061098,0.000289364365645977,5.3289518248949
ENSSSCG00000053430,0.000293242418314928,8.59200052070134
ENSSSCG00000057215,0.000293242418314928,8.59200052070134
ENSSSCG00000014912,0.000303087811098968,8.47564277375737
ENSSSCG00000010252,0.000303687134123212,5.20046315844641
ENSSSCG00000054611,0.00030592488542805,8.52795193787244
ENSSSCG00000032374,0.00030721507541897,8.70380192368994
ENSSSCG00000021645,0.000307284246942576,8.64778075093654
ENSSSCG00000056318,0.000308023948465225,8.07907967976195
ENSSSCG00000000253,0.000308724538887669,5.30419934242594
ENSSSCG00000031700,0.000313627559257747,8.60185024226934
ENSSSCG00000038616,0.00031436458812563,8.22816605315093
ENSSSCG00000023737,0.00031436458812563,5.33849015488058
ENSSSCG00000038667,0.000315238031675361,8.58154288814795
ENSSSCG00000049585,0.000318035414757427,8.3491132960005
ENSSSCG00000054376,0.000318140870748255,8.51061351308727
ENSSSCG00000063035,0.000319238440116926,8.22234339276286
ENSSSCG00000029419,0.000326603099741231,8.40158901756099
ENSSSCG00000053480,0.000326603099741231,8.40158901756099
ENSSSCG00000017170,0.000326603099741231,8.40158901756099
ENSSSCG00000002552,0.000326603099741231,8.40158901756099
ENSSSCG00000046762,0.000326603099741231,5.28393965042878
ENSSSCG00000038924,0.000331116945400542,8.6203691847703
ENSSSCG00000053328,0.000333916348260492,8.49828601834295
ENSSSCG00000008702,0.000335054419305426,5.07185879550695
ENSSSCG00000002980,0.000338567659068025,5.50560960398642
ENSSSCG00000031796,0.000340090233151791,5.17292080639182
ENSSSCG00000001920,0.00034481080180802,5.26435889665983
ENSSSCG00000057968,0.000345825040753185,5.38509016918929
ENSSSCG00000023607,0.000346972753318193,8.48045916849619
ENSSSCG00000058335,0.000349787625817679,8.48520335406533
ENSSSCG00000000527,0.000352984014648008,5.26089572507562
ENSSSCG00000048984,0.000354238832731361,8.47753863950571
ENSSSCG00000034113,0.000355420622561106,8.649487208304
ENSSSCG00000061219,0.000355420622561106,8.55239460051735
ENSSSCG00000055296,0.000359720550559557,8.27507874231
ENSSSCG00000053069,0.000361458424455387,8.34507652556439
ENSSSCG00000036149,0.000382786253682743,8.3505048730704
ENSSSCG00000033204,0.000383863253650561,8.44660800625635
ENSSSCG00000003314,0.000394758477548837,8.34037394922094
ENSSSCG00000002028,0.000394758477548837,8.34037394922094
ENSSSCG00000037154,0.000394758477548837,8.34037394922094
ENSSSCG00000060429,0.000395694185146224,5.36143908589508
ENSSSCG00000008165,0.000401747900254771,8.14598687458164
ENSSSCG00000057590,0.000401747900254771,8.14598687458164
ENSSSCG00000004212,0.000402688765293973,8.27135655548884
ENSSSCG00000048545,0.000404885853635133,8.4903944467088
ENSSSCG00000039169,0.000413705344839324,8.37405967332542
ENSSSCG00000048861,0.000419971109717094,8.42397784227714
ENSSSCG00000061971,0.000421828542582452,8.40902331232873
ENSSSCG00000060775,0.000421828542582452,8.40902331232873
ENSSSCG00000001428,0.000425145584182062,8.5348637383289
ENSSSCG00000014377,0.00042651573800865,8.41194344209638
ENSSSCG00000044927,0.000433201652971605,8.48187886774798
ENSSSCG00000057439,0.000433726551273438,8.30876400045059
ENSSSCG00000048076,0.000439362620531882,6.2396838791493
ENSSSCG00000015477,0.000440339473196387,8.45902085123355
ENSSSCG00000054318,0.000448450492973783,8.26732047364423
ENSSSCG00000002442,0.000452046306628781,8.47914592633727
ENSSSCG00000000103,0.000455641203076492,8.10307248291013
ENSSSCG00000031242,0.000455641203076492,8.10307248291013
ENSSSCG00000055565,0.00045575917823386,5.07085330648814
ENSSSCG00000004453,0.000459700484174517,8.53892119345978
ENSSSCG00000051611,0.000466440837720653,8.88318984789078
ENSSSCG00000009866,0.000472241359772768,8.45025967830968
ENSSSCG00000017934,0.000475278563057316,8.2764459224176
ENSSSCG00000013341,0.000479105793548038,5.25804032026999
ENSSSCG00000028962,0.000480590476848254,8.5042503783262
ENSSSCG00000022337,0.000481075184908449,5.46966444726491
ENSSSCG00000014438,0.000486491825411415,7.92215384103148
ENSSSCG00000061721,0.000486491825411415,7.92215384103148
ENSSSCG00000022091,0.000487871390327431,5.46103814124678
ENSSSCG00000017978,0.000493610656189318,8.50929714822805
ENSSSCG00000003286,0.000499450381352355,5.66134113105011
ENSSSCG00000011461,0.000500861698711266,5.16606352934143
ENSSSCG00000049182,0.000514297879486914,8.36003842559701
ENSSSCG00000006679,0.000514639603223266,8.24338725949304
ENSSSCG00000009950,0.000514639603223266,8.24338725949304
ENSSSCG00000016295,0.000514639603223266,8.24338725949304
ENSSSCG00000032076,0.000514639603223266,8.24338725949304
ENSSSCG00000012198,0.000514639603223266,8.24338725949304
ENSSSCG00000016403,0.000514639603223266,8.24338725949304
ENSSSCG00000025838,0.000517549251116484,8.44396950898559
ENSSSCG00000016719,0.000517549251116484,8.44396950898559
ENSSSCG00000051895,0.000518623819000965,8.33709116667342
ENSSSCG00000042333,0.000518623819000965,8.33709116667342
ENSSSCG00000058011,0.0005214634801105,8.38486317067679
ENSSSCG00000056766,0.00052765809843803,5.41927143052022
ENSSSCG00000039027,0.000528656038857794,5.6881855990058
ENSSSCG00000027439,0.000532454491338652,8.46872579509789
ENSSSCG00000039823,0.000537729799863586,6.13450488777347
ENSSSCG00000055164,0.000539915870430058,8.39362318224147
ENSSSCG00000035909,0.000545949364246719,5.85272069427034
ENSSSCG00000043705,0.000546303507401342,8.41846836694155
ENSSSCG00000052385,0.000547264772868427,5.33722791715947
ENSSSCG00000038290,0.00055725970900558,8.35101859647309
ENSSSCG00000022896,0.000565768728723708,8.20955327230625
ENSSSCG00000047476,0.000574068765778285,8.43230433186906
ENSSSCG00000042692,0.00057417420394208,5.66039112168062
ENSSSCG00000059081,0.000574191220904554,8.29973385872928
ENSSSCG00000038768,0.000574637303878635,8.30265331111852
ENSSSCG00000007757,0.000579422807061862,5.29409303311633
ENSSSCG00000059671,0.000581860090170894,5.14615490081623
ENSSSCG00000006298,0.000581860090170894,5.14615490081623
ENSSSCG00000057650,0.000587129982844063,8.02375005396059
ENSSSCG00000023128,0.000591398390090018,8.26477843755537
ENSSSCG00000060477,0.000593246098972118,8.01321314693029
ENSSSCG00000023151,0.00060171477328555,8.27800634143594
ENSSSCG00000007382,0.000606342986742489,5.57140963324014
ENSSSCG00000060096,0.000609188064094406,5.37989246912898
ENSSSCG00000036013,0.00061066032511939,8.35101859647309
ENSSSCG00000053339,0.00061066032511939,8.35101859647309
ENSSSCG00000021866,0.000611613984972887,8.11704633337482
ENSSSCG00000015527,0.000612668292411766,8.38002746510228
ENSSSCG00000034920,0.000616042300517,5.63297329651581
ENSSSCG00000062630,0.00061735942080257,8.4142332161048
ENSSSCG00000058769,0.00061735942080257,8.31440591557095
ENSSSCG00000000934,0.000619070823804335,8.42547042322067
ENSSSCG00000010352,0.000619393932835029,8.30976481998794
ENSSSCG00000037110,0.000619903250777901,5.07774584746204
ENSSSCG00000032720,0.000627109822185141,8.34272942255819
ENSSSCG00000040329,0.00062776982706275,8.08309882947579
ENSSSCG00000053077,0.000630969016891289,8.17490671832739
ENSSSCG00000013892,0.000630969016891289,8.17490671832739
ENSSSCG00000035736,0.000632654556884656,5.36792945232708
ENSSSCG00000012493,0.000639215855075802,8.24065394104781
ENSSSCG00000012587,0.000662324488895587,8.24065394104781
ENSSSCG00000058484,0.000662324488895587,5.30057410248736
ENSSSCG00000002978,0.000672819343585877,7.80717220246013
ENSSSCG00000015806,0.000672819343585877,7.80717220246013
ENSSSCG00000040650,0.000672819343585877,5.56061294463335
ENSSSCG00000053879,0.000673377975831773,5.04676637839557
ENSSSCG00000005737,0.000678853549114491,7.96609355845458
ENSSSCG00000035457,0.000678853549114491,7.96609355845458
ENSSSCG00000017802,0.000684159384241064,7.96951546623532
ENSSSCG00000028976,0.00068807883848616,8.13940760544847
ENSSSCG00000040401,0.00068807883848616,8.13940760544847
ENSSSCG00000015377,0.000689875623316467,8.07141025888225
ENSSSCG00000058853,0.000691846845875904,8.22198567515521
ENSSSCG00000060012,0.000691846845875904,5.32685986959957
ENSSSCG00000027875,0.000699770256142159,5.59217772467809
ENSSSCG00000062406,0.000704139719424137,8.04143511865916
ENSSSCG00000042713,0.000704930412945677,5.07990116290052
ENSSSCG00000037202,0.000720163070114834,5.06115034481152
ENSSSCG00000033606,0.000741964844916685,7.47279230500857
ENSSSCG00000046097,0.000744432784848852,8.23960280383388
ENSSSCG00000047232,0.000745300839414264,5.01510705140473
ENSSSCG00000046815,0.000750845332067252,5.30142595800474
ENSSSCG00000059925,0.000755175930796966,8.18148173588778
ENSSSCG00000042502,0.000755175930796966,8.18148173588778
ENSSSCG00000051505,0.000755175930796966,8.18148173588778
ENSSSCG00000015236,0.000755834169320266,8.22297392368838
ENSSSCG00000032896,0.000755834169320266,8.22297392368838
ENSSSCG00000008115,0.00076472666240055,8.20655314682825
ENSSSCG00000003737,0.00076472666240055,8.10301291447491
ENSSSCG00000003846,0.00076472666240055,8.10301291447491
ENSSSCG00000058887,0.000770916698993882,8.40913217687288
ENSSSCG00000029870,0.000770916698993882,8.30917672733028
ENSSSCG00000013916,0.000779536509761037,7.91738289402271
ENSSSCG00000057206,0.000781196139528241,5.29588843034583
ENSSSCG00000049854,0.000786750614457849,8.24444323134201
ENSSSCG00000053301,0.000791170726989542,8.41886797969388
ENSSSCG00000039561,0.00080046134011684,8.47077575652102
ENSSSCG00000031075,0.000802987956525899,7.74605169229552
ENSSSCG00000007861,0.000820429057388639,8.25622449852814
ENSSSCG00000062030,0.000821255920313639,8.00925569966031
ENSSSCG00000042093,0.000821255920313639,8.00925569966031
ENSSSCG00000032133,0.000821255920313639,8.00925569966031
ENSSSCG00000062107,0.00082398559780608,8.0523468013728
ENSSSCG00000008441,0.000824862949119382,5.27730170738577
ENSSSCG00000017076,0.000837440818460793,8.37606400681375
ENSSSCG00000040829,0.000843639526205035,8.21585028464445
ENSSSCG00000013024,0.00084695309855186,8.16920695614919
ENSSSCG00000009631,0.00084695309855186,8.16585342001694
ENSSSCG00000056489,0.000868937519901933,8.23497899425893
ENSSSCG00000040826,0.000885972071297331,5.73960559227639
ENSSSCG00000007977,0.0008876506474388,8.09419207085555
ENSSSCG00000035066,0.000897964990588642,8.04338741051224
ENSSSCG00000040408,0.000897964990588642,7.95431448518101
ENSSSCG00000034405,0.000897964990588642,7.95431448518101
ENSSSCG00000053284,0.000897964990588642,7.95431448518101
ENSSSCG00000057321,0.000897964990588642,7.86696993628324
ENSSSCG00000055330,0.000897964990588642,7.86696993628324
ENSSSCG00000040356,0.000897964990588642,7.86696993628324
ENSSSCG00000062159,0.000905587624384674,7.97556478395792
ENSSSCG00000025410,0.00091302638827387,8.21571732181763
ENSSSCG00000040687,0.000925782181547906,7.04690072620707
ENSSSCG00000059290,0.000929364120282798,8.21306548548966
ENSSSCG00000050701,0.000929364120282798,8.20436237797456
ENSSSCG00000017444,0.000929780366629781,8.10486549504538
ENSSSCG00000033434,0.00093205507236892,8.16679713829372
ENSSSCG00000013536,0.00093205507236892,8.12396251011182
ENSSSCG00000052521,0.00093205507236892,7.96053917205802
ENSSSCG00000060452,0.00093205507236892,7.96053917205802
ENSSSCG00000051977,0.000939195299706827,8.0052222323223
ENSSSCG00000054353,0.00094275925205112,8.26714462024572
ENSSSCG00000010060,0.000951045291613414,8.02734766382389
ENSSSCG00000040715,0.000953603418490507,5.14965954131259
ENSSSCG00000022701,0.000968575286331503,7.68222678507693
ENSSSCG00000033544,0.000974109193031788,5.22006008955659
ENSSSCG00000063099,0.000978995139039965,8.1920553709157
ENSSSCG00000021959,0.000997340506565479,5.42965128699015
ENSSSCG00000017321,0.00100987762493552,8.62547682579284
ENSSSCG00000054443,0.00101760536207793,8.12751503649474
ENSSSCG00000031115,0.00102319624993895,8.08457779208424
ENSSSCG00000010426,0.00102472947926252,8.30756306469373
ENSSSCG00000049711,0.00102472947926252,8.30756306469373
ENSSSCG00000045021,0.0010310992885916,8.24161794645637
ENSSSCG00000003386,0.0010310992885916,8.24161794645637
ENSSSCG00000029043,0.0010310992885916,8.24161794645637
ENSSSCG00000048405,0.00103195348672224,8.11089064176883
ENSSSCG00000038300,0.00103195348672224,5.1017785071138
ENSSSCG00000058028,0.00103403416278882,7.81473138298005
ENSSSCG00000009469,0.00103403416278882,7.81473138298005
ENSSSCG00000035723,0.0010351651159361,5.25881662617579
ENSSSCG00000041061,0.00105377271085658,7.91011993411776
ENSSSCG00000058988,0.00105377271085658,5.07442347628373
ENSSSCG00000025592,0.00105579773001332,8.09148285348345
ENSSSCG00000058262,0.00105579773001332,8.09148285348345
ENSSSCG00000045401,0.00105579773001332,7.98797289442822
ENSSSCG00000005939,0.00105866619867154,8.14501446711511
ENSSSCG00000004180,0.00105866619867154,8.0807503002262
ENSSSCG00000024459,0.00105866619867154,8.06195556531974
ENSSSCG00000008319,0.00107793205975957,8.09762164874886
ENSSSCG00000061106,0.00108481910841864,8.0526645240987
ENSSSCG00000060278,0.00108481910841864,8.0526645240987
ENSSSCG00000047280,0.00108481910841864,8.0526645240987
ENSSSCG00000037079,0.00108481910841864,5.17509879240479
ENSSSCG00000000239,0.00110237991406766,8.13397024680081
ENSSSCG00000034701,0.00110237991406766,8.08688918817689
ENSSSCG00000003659,0.00110237991406766,8.05558224213932
ENSSSCG00000052639,0.00110237991406766,8.05558224213932
ENSSSCG00000011450,0.00110512269067701,8.1920553709157
ENSSSCG00000046603,0.00112726811446531,8.09148285348345
ENSSSCG00000055056,0.00112726811446531,8.08812996520215
ENSSSCG00000016521,0.00112726811446531,8.08812996520215
ENSSSCG00000056988,0.0011380852022184,8.07150723112873
ENSSSCG00000060726,0.0011380852022184,5.06316339838145
ENSSSCG00000048696,0.00114782662559359,8.12663157368572
ENSSSCG00000040950,0.00115084680465148,7.95064253130231
ENSSSCG00000040947,0.00115084680465148,7.95064253130231
ENSSSCG00000059145,0.00115084680465148,7.86159281816233
ENSSSCG00000017897,0.00115084680465148,7.86159281816233
ENSSSCG00000045063,0.0011699639641768,7.61544703383408
ENSSSCG00000055351,0.0011787965977203,7.9474932637884
ENSSSCG00000002497,0.00117959900083584,5.15661122399497
ENSSSCG00000037878,0.00117992802506445,8.00143457978512
ENSSSCG00000058808,0.0011820352959925,7.99776011555259
ENSSSCG00000006160,0.00118632696360445,8.13112250659484
ENSSSCG00000010632,0.0012049685223351,5.13452594795124
ENSSSCG00000053065,0.00122371427026257,8.17473070931519
ENSSSCG00000052241,0.00122371427026257,8.17473070931519
ENSSSCG00000016550,0.00123991261490595,7.85787463744948
ENSSSCG00000062812,0.0012442434975897,8.04763944629038
ENSSSCG00000053510,0.00125146226044867,8.08833221765509
ENSSSCG00000060341,0.0012578009369566,8.08613706623421
ENSSSCG00000042142,0.0012578009369566,8.08613706623421
ENSSSCG00000008754,0.00125970715699425,8.14781540277702
ENSSSCG00000009495,0.00127109800846888,5.03152137879506
ENSSSCG00000032303,0.00128375788248691,8.00242822410104
ENSSSCG00000003282,0.00128726499383367,7.5206716128604
ENSSSCG00000050177,0.00129415139260441,8.36636806585581
ENSSSCG00000059564,0.00130414649753446,7.8128970971501
ENSSSCG00000004410,0.00130414649753446,7.8128970971501
ENSSSCG00000052741,0.00130414649753446,7.8128970971501
ENSSSCG00000043154,0.00132480921051577,8.01305191637168
ENSSSCG00000031620,0.00132480921051577,7.95064253130231
ENSSSCG00000004713,0.00132701609492215,8.21306548548966
ENSSSCG00000011761,0.00132701609492215,5.727408071534
ENSSSCG00000009092,0.00133134199554823,7.90584497226631
ENSSSCG00000028062,0.00134107721729763,8.14008705916328
ENSSSCG00000010552,0.00134842948855524,8.04720326985264
ENSSSCG00000001235,0.00135603340097009,5.10485442079749
ENSSSCG00000005707,0.00136543675728301,7.99362046815497
ENSSSCG00000057157,0.00136543675728301,7.99362046815497
ENSSSCG00000047955,0.00137177426378142,5.06786471345713
ENSSSCG00000037128,0.00137440868667257,7.95991730865789
ENSSSCG00000051861,0.00137512445048135,7.87105040247857
ENSSSCG00000055812,0.00137712649067096,5.09827689391305
ENSSSCG00000040720,0.00137847712088954,7.70421260004237
ENSSSCG00000062169,0.00137847712088954,7.70421260004237
ENSSSCG00000041701,0.00138439936691166,8.00597962859086
ENSSSCG00000038135,0.00139081201441567,8.10217579152645
ENSSSCG00000052239,0.00139161198086209,5.05184482830483
ENSSSCG00000040548,0.00140703816225431,8.05504507310234
ENSSSCG00000022868,0.00140703816225431,7.96283429503653
ENSSSCG00000033927,0.00141174661842135,8.04447302627564
ENSSSCG00000000081,0.00141625375799168,7.81868471586701
ENSSSCG00000054070,0.00141625375799168,7.81868471586701
ENSSSCG00000038663,0.00141829142963778,5.57845329417799
ENSSSCG00000000760,0.00141829142963778,5.07144356411197
ENSSSCG00000057944,0.00141829142963778,5.07144356411197
ENSSSCG00000026852,0.00143792394713443,5.11272340808112
ENSSSCG00000023891,0.00144019550850556,7.98936050773214
ENSSSCG00000027160,0.00144019550850556,7.98936050773214
ENSSSCG00000049971,0.00144019550850556,7.98936050773214
ENSSSCG00000006281,0.00144047515129904,7.54542550549407
ENSSSCG00000004677,0.00144047515129904,7.54542550549407
ENSSSCG00000008215,0.00144047515129904,7.54542550549407
ENSSSCG00000038602,0.0014409077156398,8.04125665406637
ENSSSCG00000061313,0.00145767666800827,7.80366602481491
ENSSSCG00000062258,0.0014587672793769,5.03225021101551
ENSSSCG00000058062,0.001464199332693,8.10459099478145
ENSSSCG00000043700,0.001464199332693,8.10459099478145
ENSSSCG00000057867,0.00147563313181442,7.76250014547346
ENSSSCG00000058119,0.00148662895749174,8.0042998149663
ENSSSCG00000060033,0.0014880840596859,5.19911314961986
ENSSSCG00000002668,0.00149165487015806,7.96643273374093
ENSSSCG00000024666,0.00149165487015806,7.96643273374093
ENSSSCG00000061502,0.00149165487015806,7.96643273374093
ENSSSCG00000009749,0.00149165487015806,7.86295852939457
ENSSSCG00000019663,0.00149165487015806,7.86295852939457
ENSSSCG00000027113,0.00149165487015806,7.86295852939457
ENSSSCG00000023531,0.00149653785120578,8.06210179566038
ENSSSCG00000017313,0.00149653785120578,5.18186197910171
ENSSSCG00000035326,0.00155320150359656,7.91120749764772
ENSSSCG00000032433,0.00157997445748656,7.96643273374093
ENSSSCG00000040615,0.00157997445748656,7.96308096388553
ENSSSCG00000035890,0.00158599937372171,7.64560712880937
ENSSSCG00000052935,0.00158599937372171,7.64560712880937
ENSSSCG00000038114,0.00158599937372171,7.64560712880937
ENSSSCG00000049100,0.00158833034593889,8.00632251421961
ENSSSCG00000007099,0.00158833034593889,7.99248243061081
ENSSSCG00000003171,0.00159658402258491,7.94541898945807
ENSSSCG00000036443,0.00159658402258491,7.94541898945807
ENSSSCG00000036662,0.00160159275841303,7.79963496786297
ENSSSCG00000015333,0.00163146166651056,7.99413348277939
ENSSSCG00000054029,0.00165873883485661,5.43732199555849
ENSSSCG00000024420,0.00167200865033386,7.81875805626402
ENSSSCG00000034592,0.00170178926727798,7.7473407570202
ENSSSCG00000043729,0.00170951807636847,5.11830028381759
ENSSSCG00000014092,0.00172552551811635,8.0093317930996
ENSSSCG00000052938,0.00174076992420053,7.19008205022224
ENSSSCG00000017451,0.00179332852054156,5.25546159384526
ENSSSCG00000053238,0.00179401577953833,7.9008883812666
ENSSSCG00000050229,0.00180286840835079,5.46338522219788
ENSSSCG00000010141,0.00184703697222083,7.95589681595621
ENSSSCG00000015489,0.00185492561211479,5.41132958779124
ENSSSCG00000020838,0.00185762623074196,7.58451979909134
ENSSSCG00000014108,0.00187437007041506,7.95589681595621
ENSSSCG00000001682,0.00189608759281083,7.87660701787452
ENSSSCG00000004422,0.00192722654493584,7.99254118351405
ENSSSCG00000062233,0.00192722654493584,7.99254118351405
ENSSSCG00000037723,0.00194060251055637,7.79928725529332
ENSSSCG00000040342,0.00194060251055637,7.79928725529332
ENSSSCG00000020680,0.00194368124905829,7.7037399186506
ENSSSCG00000007260,0.00195389225071697,8.13481049470605
ENSSSCG00000059456,0.00197368799594777,7.87325611338493
ENSSSCG00000030262,0.00198306220049105,7.95589681595621
ENSSSCG00000060567,0.00201067674367615,7.68872679809105
ENSSSCG00000009144,0.00201067674367615,7.68872679809105
ENSSSCG00000016720,0.00203108084780998,7.8521869137254
ENSSSCG00000060679,0.00203693518733391,7.8950019304973
ENSSSCG00000046939,0.00204675619249216,7.82588008830447
ENSSSCG00000012199,0.00204675619249216,7.82588008830447
ENSSSCG00000057335,0.00204675619249216,7.82588008830447
ENSSSCG00000062774,0.00208724627201928,7.85664328276325
ENSSSCG00000004232,0.00209771840010054,7.82260592353715
ENSSSCG00000012075,0.00209771840010054,7.82260592353715
ENSSSCG00000006846,0.00209771840010054,7.82260592353715
ENSSSCG00000006399,0.00209771840010054,7.82260592353715
ENSSSCG00000061477,0.00210739170322682,7.72607458210337
ENSSSCG00000031365,0.00210739170322682,7.72607458210337
ENSSSCG00000061462,0.00210739170322682,7.72607458210337
ENSSSCG00000039315,0.00212854928273407,5.4518730225491
ENSSSCG00000059591,0.00213071305855295,5.5382799083728
ENSSSCG00000038323,0.00213725949540638,7.90364458245296
ENSSSCG00000027923,0.00213725949540638,7.81147356880546
ENSSSCG00000057151,0.00214936098069912,7.86735805746563
ENSSSCG00000032167,0.00214936098069912,7.86735805746563
ENSSSCG00000051710,0.00214936098069912,7.86735805746563
ENSSSCG00000016254,0.00215791139596075,7.76340395175455
ENSSSCG00000011947,0.00215791139596075,7.5207310731676
ENSSSCG00000034989,0.00215791139596075,7.5207310731676
ENSSSCG00000061565,0.00215791139596075,7.5207310731676
ENSSSCG00000047565,0.00215791139596075,7.5207310731676
ENSSSCG00000045027,0.00217107869509075,7.684697246168
ENSSSCG00000017641,0.00217366433737514,7.88980850401291
ENSSSCG00000042573,0.00218186574401928,5.36161541953897
ENSSSCG00000036910,0.00218859692314665,7.74508855438752
ENSSSCG00000031537,0.00218859692314665,7.74508855438752
ENSSSCG00000018042,0.00219040376263463,5.15349899951747
ENSSSCG00000021813,0.00219646400101973,7.97294107563217
ENSSSCG00000052310,0.00219715509170354,7.59979847210807
ENSSSCG00000014271,0.00221648121425236,7.73490590336954
ENSSSCG00000043139,0.00229368527083841,7.64264022025274
ENSSSCG00000061705,0.00229368527083841,7.64264022025274
ENSSSCG00000058362,0.00231444088974231,7.80178380691835
ENSSSCG00000060060,0.0023226945504778,7.86462919072556
ENSSSCG00000051866,0.0023246691531372,7.62763024640496
ENSSSCG00000053956,0.0023246691531372,7.62763024640496
ENSSSCG00000034402,0.00234225986866258,8.74677590437129
ENSSSCG00000051352,0.00235418965984099,7.75435758603081
ENSSSCG00000005152,0.0023598222895916,7.80954502912704
ENSSSCG00000053650,0.00236495812588886,5.32347335386795
ENSSSCG00000028331,0.00236614196607023,7.77391606068797
ENSSSCG00000029756,0.00237971202589479,7.77746508189686
ENSSSCG00000063551,0.00237971202589479,7.67739992379491
ENSSSCG00000040164,0.00237971202589479,7.67739992379491
ENSSSCG00000042233,0.00238044339822435,7.9126944978898
ENSSSCG00000004733,0.00239528708193876,7.87660701787452
ENSSSCG00000063299,0.00240058661324675,7.76826361827737
