,logFC.groupovary,logFC.groupovid,PValue,FDR
ENSSSCG00000009411,-3.64035233320269,2.93092179763849,6.27681875578708e-21,9.96417639420416e-20
ENSSSCG00000032330,2.64631830176297,-0.337314472073905,6.40901240264934e-21,1.01651733703987e-19
ENSSSCG00000037912,2.60132237538296,-0.149035042688981,6.64445521560768e-21,1.05294392912378e-19
ENSSSCG00000032473,3.00126604481903,-0.176934577708253,6.85648512614035e-21,1.08560021667056e-19
ENSSSCG00000003881,-0.698099963585262,1.59114548759313,6.93009085341442e-21,1.09630187250542e-19
ENSSSCG00000010925,-0.224377390587407,2.77122232096727,7.16261503678428e-21,1.13210317806034e-19
ENSSSCG00000033355,4.17086072103534,0.396932094564924,7.21895149049766e-21,1.14001882116836e-19
ENSSSCG00000030801,-1.75141217832553,1.37066131143599,7.26170022385594e-21,1.14577683878399e-19
ENSSSCG00000057883,-11.1663274353005,-5.04555108932114,7.66042351817202e-21,1.20746401560016e-19
ENSSSCG00000026259,-6.14554837363203,-1.38374539510738,7.66591234662742e-21,1.20746401560016e-19
ENSSSCG00000016256,-2.48931618734894,4.49620713579738,7.7003352881198e-21,1.21183860354659e-19
ENSSSCG00000009827,3.31552107752025,0.426795767409545,8.60270724133428e-21,1.35268107649763e-19
ENSSSCG00000016707,-5.69294697663969,-3.17311756108189,8.70377789062338e-21,1.36739351964414e-19
ENSSSCG00000000634,-5.64305338997889,-4.36740241264778,8.86739326817172e-21,1.39189814745186e-19
ENSSSCG00000009572,3.07066427524296,-1.06603278737573,8.8766330683757e-21,1.39214940652391e-19
ENSSSCG00000008468,2.91801408817588,0.98358976672593,8.93810777640381e-21,1.40058534924491e-19
ENSSSCG00000004008,-1.02543188813244,1.62221478410008,9.21753783432115e-21,1.44313066574458e-19
ENSSSCG00000059711,0.62007663801838,2.5923485165223,9.76668514780454e-21,1.52779459342137e-19
ENSSSCG00000028501,0.450855138519274,3.15159076271775,9.85299189912803e-21,1.53997362238173e-19
ENSSSCG00000007926,-2.42439643010189,2.84777680979239,1.0165303202429e-20,1.58742489769551e-19
ENSSSCG00000058288,5.9851658939854,0.278789389592066,1.03059261055406e-20,1.60800682660422e-19
ENSSSCG00000006260,0.992814303312467,-0.86971081389894,1.04945184030211e-20,1.63603167986875e-19
ENSSSCG00000040912,1.38191316979494,-0.283674713705194,1.0580557677943e-20,1.64803489848575e-19
ENSSSCG00000006200,-4.99140644026473,0.461361011184668,1.06140495686106e-20,1.65183978939675e-19
ENSSSCG00000010591,10.9614534766987,3.2693864333055,1.06478841344669e-20,1.65569147155738e-19
ENSSSCG00000001518,-2.97983137760384,-0.349373896589165,1.08872120082161e-20,1.69146250330545e-19
ENSSSCG00000012074,3.08980235999648,0.432698935951477,1.1008572549234e-20,1.70886052927802e-19
ENSSSCG00000007642,-4.0262157992506,-0.731010775856811,1.12116968904466e-20,1.73891033303403e-19
ENSSSCG00000029843,-0.288020404867281,1.76210145187445,1.13190984834327e-20,1.75407526158229e-19
ENSSSCG00000017925,-5.41971676669262,-0.534741166326193,1.17403116433291e-20,1.81780322334775e-19
ENSSSCG00000040397,3.72080285349233,0.377776961478893,1.18846042751095e-20,1.8385825832733e-19
ENSSSCG00000017213,1.47948148865748,-0.707564366648358,1.23034686399444e-20,1.90176770563484e-19
ENSSSCG00000004522,1.51682379619409,-0.427333680605281,1.25499465184473e-20,1.93822224874732e-19
ENSSSCG00000040178,0.957931524834767,-1.68903605490131,1.3138364706098e-20,2.02737983407223e-19
ENSSSCG00000038522,-3.20034910151978,-4.08346707022906,1.35458107948587e-20,2.08848439869293e-19
ENSSSCG00000017563,-2.583062046842,1.83810436179945,1.38135515242223e-20,2.12796418408646e-19
ENSSSCG00000008565,-4.61978697859777,2.39510479726658,1.39494828660579e-20,2.14708932222162e-19
ENSSSCG00000008841,0.60485407138981,-2.75396028155677,1.40597869749362e-20,2.16224099435643e-19
ENSSSCG00000028317,-2.87414590456349,-2.70491224547865,1.47930749271028e-20,2.27309441375651e-19
ENSSSCG00000009202,3.71771004461597,0.299296252312378,1.48927172962238e-20,2.28647750637223e-19
ENSSSCG00000011366,2.31408617711504,-0.259679964928349,1.51530654728404e-20,2.32449044761821e-19
ENSSSCG00000007864,3.22230205361882,0.611025988610848,1.52658329534967e-20,2.33981951004646e-19
ENSSSCG00000036801,-3.28507533443763,-0.239271994935342,1.5561207344321e-20,2.38308775330173e-19
ENSSSCG00000035366,1.64283257467028,0.108939867819183,1.58760403306477e-20,2.42926078073655e-19
ENSSSCG00000038851,6.35245541767626,3.02593223990546,1.66290704743558e-20,2.54235050607936e-19
ENSSSCG00000051231,3.18979692688544,-0.148853924331198,1.70355771354392e-20,2.6023164938495e-19
ENSSSCG00000041092,-2.28391921210553,0.971055889340274,1.81513772392577e-20,2.77044136355303e-19
ENSSSCG00000058816,-5.9030228489233,0.0677757129042706,1.8263775157167e-20,2.7852639202026e-19
ENSSSCG00000002987,5.50449405552994,2.11626931128477,1.89902453531769e-20,2.89363069662455e-19
ENSSSCG00000049975,-1.96242358922608,2.83869074047295,1.96064756025096e-20,2.98346774377467e-19
ENSSSCG00000035417,-3.2762547867021,-0.598558694351362,1.96125678064204e-20,2.98346774377467e-19
ENSSSCG00000012530,-0.17900210887918,2.68936299765865,2.06297111017115e-20,3.1355784413477e-19
ENSSSCG00000004199,2.40978425981722,0.605648125830746,2.07852151847271e-20,3.15658134605389e-19
ENSSSCG00000021581,2.15930095988557,-0.151698508413007,2.08592704485929e-20,3.16519021361496e-19
ENSSSCG00000025085,6.2831261866194,5.3676925252133,2.11196356680784e-20,3.2020319502085e-19
ENSSSCG00000015342,0.944948079603047,7.03862117562241,2.14048125649135e-20,3.24257110709047e-19
ENSSSCG00000057076,-3.3903896551497,-2.59397271636722,2.18060072130694e-20,3.30060361670247e-19
ENSSSCG00000034265,1.54105997616484,-0.685215870374119,2.23788615136687e-20,3.38450101431616e-19
ENSSSCG00000039322,-2.04380099194593,1.61071498800444,2.25026720771724e-20,3.4004037805505e-19
ENSSSCG00000060360,-2.49538346552757,0.651318637269965,2.30845647214244e-20,3.4854441382207e-19
ENSSSCG00000038423,2.72231960499074,0.0345073661950273,2.34618268425862e-20,3.53947295015969e-19
ENSSSCG00000026661,2.81629452298391,5.87508082597129,2.40273086533849e-20,3.6217838949486e-19
ENSSSCG00000014007,2.97070994975994,0.0739088866877139,2.42000155778743e-20,3.64480234620811e-19
ENSSSCG00000018026,-3.27692268848456,-1.04644885888346,2.4913387036917e-20,3.74914587415999e-19
ENSSSCG00000043778,-1.9512736712313,1.51237209816332,2.50447949571026e-20,3.76581141335179e-19
ENSSSCG00000034973,3.33599510196147,1.24609915777715,2.59282874899764e-20,3.89544197211319e-19
ENSSSCG00000021397,2.62004468240467,0.285721824085784,2.66223695806494e-20,3.99642556209024e-19
ENSSSCG00000057369,-5.63713015519341,-10.7261386386033,2.69524051078025e-20,4.04263893567566e-19
ENSSSCG00000030361,-3.68975040696004,-0.384473985906416,2.70147438575848e-20,4.04865700707751e-19
ENSSSCG00000061874,8.81615865333275,1.95468856051358,2.85593280194518e-20,4.27662443571478e-19
ENSSSCG00000009283,-1.9006379079558,1.91270964838901,2.89732254051408e-20,4.3350415417347e-19
ENSSSCG00000007602,-3.60912650236474,1.71439613179212,2.9021954469061e-20,4.33877028912361e-19
ENSSSCG00000062320,-0.483814189399201,1.2969672322549,2.92897542210084e-20,4.37521705675129e-19
ENSSSCG00000017265,-2.95259743616611,-1.22079015139358,3.03716192567455e-20,4.53310720176028e-19
ENSSSCG00000035965,0.18198048468115,4.55335612394273,3.15370363077516e-20,4.70319926082214e-19
ENSSSCG00000028997,-4.68532616372626,2.40562688521826,3.18568977645946e-20,4.74701639298423e-19
ENSSSCG00000001513,-0.255854532260489,1.80468706759993,3.24432268346657e-20,4.83043599538356e-19
ENSSSCG00000022120,-3.22217805964156,-0.0796805526511285,3.3113825805493e-20,4.92625601207596e-19
ENSSSCG00000055934,5.11595548411313,1.5408076052252,3.3235989997894e-20,4.94039707766411e-19
ENSSSCG00000006202,-0.871959906484442,1.61768256448397,3.49742215853091e-20,5.19454127278462e-19
ENSSSCG00000034821,1.73109323050313,2.71605365248475,3.55833905817083e-20,5.28071425049716e-19
ENSSSCG00000000843,1.30905802313422,-0.478425940964372,3.5757391361319e-20,5.30221887850835e-19
ENSSSCG00000045636,-6.88879428235623,-3.07922378846923,3.62494620483494e-20,5.37081460462699e-19
ENSSSCG00000060901,-2.22384091324943,2.0428533638474,3.65983978478652e-20,5.41810887391955e-19
ENSSSCG00000007437,0.0792095714274693,2.69878630270614,3.74092518452464e-20,5.53365426645917e-19
ENSSSCG00000042713,-0.156733960110862,4.73093994633718,3.78309812782925e-20,5.59149880629037e-19
ENSSSCG00000059328,-5.44159804980224,-0.175100819390215,4.12640665784982e-20,6.09397365742749e-19
ENSSSCG00000027678,-3.23622081377154,3.26071309256521,4.16537201135046e-20,6.14653761415796e-19
ENSSSCG00000057973,-1.86991566396707,3.08697783341983,4.17519773576123e-20,6.15605206606089e-19
ENSSSCG00000021862,-4.66302146749332,-5.17067320272921,4.21230533847844e-20,6.20574393600899e-19
ENSSSCG00000061894,0.00838126501286121,2.18936867080127,4.4945999370494e-20,6.61628346145301e-19
ENSSSCG00000057448,-1.6526125762148,1.96300028140708,4.98893161106174e-20,7.33803790798944e-19
ENSSSCG00000033018,3.64979210893169,0.50626151723117,5.25474221596077e-20,7.72277597932815e-19
ENSSSCG00000016859,4.06306477543288,-0.935048411680426,5.33015921796754e-20,7.82730230364548e-19
ENSSSCG00000061667,-4.00363035752037,2.70407347907413,5.34907158747113e-20,7.84875045169677e-19
ENSSSCG00000049935,-0.331131426245239,3.84942060262897,5.48515187159671e-20,8.04194752276576e-19
ENSSSCG00000008336,-3.57850081518903,-2.47803211654587,5.73772227125014e-20,8.40548638836516e-19
ENSSSCG00000003744,-6.87399842084456,-6.5267415613747,5.79164623522345e-20,8.47766754945479e-19
ENSSSCG00000024496,-3.58592980351037,0.861584925730434,5.86907546863606e-20,8.58411166456047e-19
ENSSSCG00000004454,4.09800802244655,0.770557123426235,5.90978145658674e-20,8.63671670126999e-19
ENSSSCG00000017192,-3.93159182742986,0.563282112210799,5.93880448679149e-20,8.6721773210968e-19
ENSSSCG00000015235,1.27619048997584,-1.24048441811346,5.96933631298518e-20,8.70978262352618e-19
ENSSSCG00000000862,1.66305641694095,-0.0633891426434641,6.18706394402061e-20,9.02024426526653e-19
ENSSSCG00000040820,2.50850063044913,5.22833735558569,6.61151134434627e-20,9.6313495395177e-19
ENSSSCG00000011821,-11.0368203151498,-3.68627638656154,6.7298525095138e-20,9.79591310969484e-19
ENSSSCG00000007739,2.392050291991,-0.34540685263744,6.8345519623938e-20,9.94037310156941e-19
ENSSSCG00000006099,-5.66551692637111,-0.764566039943367,7.14602499305551e-20,1.03851004364788e-18
ENSSSCG00000037595,1.50442353749848,-0.10388017685318,7.58159050666645e-20,1.1009315170796e-18
ENSSSCG00000052618,1.19076501485974,3.70818343369463,7.60956571954218e-20,1.10411405790555e-18
ENSSSCG00000015281,-2.55502706619629,0.226095514900579,7.84554088682902e-20,1.13744739157973e-18
ENSSSCG00000007980,2.25467239044961,0.29388086638723,7.95541347754693e-20,1.15245989836896e-18
ENSSSCG00000015907,-4.11298636111724,1.6282421725946,8.01140205171512e-20,1.1596488561593e-18
ENSSSCG00000008963,8.85099769405616,2.75768032799586,8.46714238213312e-20,1.2246444664444e-18
ENSSSCG00000035741,1.18002470037417,-0.293493569142023,8.50771433980325e-20,1.22953676549226e-18
ENSSSCG00000017072,1.09543581358127,-0.738048367400812,8.55513098495386e-20,1.23540972321552e-18
ENSSSCG00000060726,-4.6930805621225,2.67015027167406,8.78712546879278e-20,1.26790637009723e-18
ENSSSCG00000035596,0.304180867883198,2.69707761946557,8.81060999684401e-20,1.27028921346903e-18
ENSSSCG00000013425,-3.23468516375538,0.67564519207729,8.91890060951113e-20,1.28488572891487e-18
ENSSSCG00000046707,-1.40999774721169,1.12629725588508,9.54011800825271e-20,1.37329471234121e-18
ENSSSCG00000006867,5.17668096928135,2.25242821449277,9.76677668185156e-20,1.40481245659087e-18
ENSSSCG00000004615,-8.6312084866643,-3.79760803841444,1.000770482523e-19,1.43833133071761e-18
ENSSSCG00000004888,2.11934661698065,-1.52205090009774,1.00227748839732e-19,1.43936209208454e-18
ENSSSCG00000034630,0.409330042913039,1.57223907059561,1.0141436117234e-19,1.45525615590924e-18
ENSSSCG00000057968,-7.4585821346881,1.95675091853692,1.01548521799976e-19,1.45603482398329e-18
ENSSSCG00000023992,-0.216480735957318,2.39141032654688,1.02155301250723e-19,1.46326319457805e-18
ENSSSCG00000062392,-0.868340833811424,3.30656012686197,1.02213237856555e-19,1.46326319457805e-18
ENSSSCG00000026184,-3.52702551490186,-3.25044751963287,1.04689285304555e-19,1.49753338727646e-18
ENSSSCG00000008066,2.14533657964235,-0.0308938911050098,1.07991591600284e-19,1.54336203508736e-18
ENSSSCG00000014051,1.98239811961893,-0.348791166118456,1.08082790623676e-19,1.54336203508736e-18
ENSSSCG00000040481,-7.38692582724327,-7.11713536868534,1.0814713119e-19,1.54336203508736e-18
ENSSSCG00000037310,1.60448379663019,-0.114018954439591,1.09073454321734e-19,1.55536356147049e-18
ENSSSCG00000039267,1.67933534230421,-0.200137772117433,1.10018094301182e-19,1.56760731082467e-18
ENSSSCG00000060926,-2.32101927771548,0.437156309680358,1.13049459896036e-19,1.60954168526981e-18
ENSSSCG00000016556,-0.823385880418135,1.07156856802333,1.137798431146e-19,1.61867592577711e-18
ENSSSCG00000003811,2.51084220506587,1.32175966180958,1.15122363664706e-19,1.63649762513698e-18
ENSSSCG00000017204,-3.71463361921391,-1.50275647922159,1.16380399461852e-19,1.65309150412533e-18
ENSSSCG00000007778,-1.97514119298454,1.70077875610349,1.17642115135749e-19,1.66971176497967e-18
ENSSSCG00000011750,3.81698099476656,1.34877320856134,1.17756470428487e-19,1.67003417672276e-18
ENSSSCG00000015913,5.75032003791806,5.43800592076143,1.19535295338401e-19,1.69394340765709e-18
ENSSSCG00000000732,-3.31937311896925,-2.56504993989218,1.26009404195343e-19,1.78430099615845e-18
ENSSSCG00000034615,-0.68549002734988,1.93711298403233,1.26540463506871e-19,1.79042966378044e-18
ENSSSCG00000059746,4.05836048451014,-1.08527570194146,1.30120099269633e-19,1.83964987516663e-18
ENSSSCG00000004705,3.70271873205627,1.70085192790558,1.39544377446544e-19,1.97136180975644e-18
ENSSSCG00000033268,-1.1744108002205,0.904597155185379,1.41216723389803e-19,1.99344195744057e-18
ENSSSCG00000057261,-2.2379543627961,1.38081551945665,1.41895664738156e-19,2.0014756920961e-18
ENSSSCG00000036622,5.78231496979929,-0.498768483931471,1.59801362453487e-19,2.25229700645966e-18
ENSSSCG00000001770,2.40545621249178,-1.17847172218787,1.60681473314252e-19,2.26295144488325e-18
ENSSSCG00000005830,-3.42915044257636,0.670065367238387,1.65375763647636e-19,2.32726480055176e-18
ENSSSCG00000061389,-2.15573197170221,1.81521978286687,1.66103277803998e-19,2.33569917800931e-18
ENSSSCG00000000807,-2.86868987186313,-3.62673136101015,1.80510846270488e-19,2.53633744212288e-18
ENSSSCG00000005379,-0.527169097367435,2.41423351845422,1.85391261927174e-19,2.60290474372944e-18
ENSSSCG00000002786,-2.98592560731719,-0.433033989453791,1.89719207410668e-19,2.66161881127945e-18
ENSSSCG00000058327,1.3965833393127,5.63237469726784,1.97310541122594e-19,2.76599023186011e-18
ENSSSCG00000012933,-1.37798116461091,2.11507558510322,1.99314055070175e-19,2.79192877755486e-18
ENSSSCG00000032076,-5.01461152629955,1.89882155217831,2.0527686772463e-19,2.87324549724551e-18
ENSSSCG00000008820,-3.10971545869594,-0.68417742599351,2.08027661021925e-19,2.90951350304187e-18
ENSSSCG00000058931,-0.665069695799328,1.23059412627497,2.10413936695134e-19,2.94063158154303e-18
ENSSSCG00000027178,-1.67037414565678,2.68253993779176,2.13619574768424e-19,2.9831441613638e-18
ENSSSCG00000015082,-4.77322257684971,1.51351939191997,2.18429157993145e-19,3.04797318167464e-18
ENSSSCG00000005655,-0.819234948630891,1.23689533548836,2.1886463866733e-19,3.05171321734768e-18
ENSSSCG00000052920,-2.01457346548938,2.25049628868626,2.19588669604535e-19,3.05761447347106e-18
ENSSSCG00000037822,-1.7892691989336,2.50366057935174,2.19623427665366e-19,3.05761447347106e-18
ENSSSCG00000017299,-1.76742962937175,1.22753075412457,2.24872200164225e-19,3.1282984548037e-18
ENSSSCG00000055181,3.10152888427205,-0.0783464294711217,2.46648090963212e-19,3.42861541549471e-18
ENSSSCG00000011353,2.69250400868905,0.828949310985746,2.56011263535576e-19,3.55605889228075e-18
ENSSSCG00000011314,-0.674966479262846,1.45796327451133,2.59973833912548e-19,3.60834969476182e-18
ENSSSCG00000003954,-4.66818539651715,2.11556343795089,2.61349686596156e-19,3.62468545550102e-18
ENSSSCG00000003717,-1.2611867205155,3.26487296183626,2.62501421022764e-19,3.63789041575578e-18
ENSSSCG00000010162,-7.19148080355755,-1.99225124928545,2.82152968122278e-19,3.90726116341975e-18
ENSSSCG00000006936,-0.925951894640149,1.62937728919452,2.83851591187267e-19,3.92779908716534e-18
ENSSSCG00000046607,-4.303238242133,-2.76076407838014,2.85038873411752e-19,3.94123553039133e-18
ENSSSCG00000013989,2.60710364238134,-1.01974721865206,2.85905978725817e-19,3.95022786679249e-18
ENSSSCG00000021053,-2.55855246446363,1.94433531863391,2.98682492606656e-19,4.12362859489674e-18
ENSSSCG00000041481,4.18585741442076,0.451217709197316,2.99556430362369e-19,4.13256350259183e-18
ENSSSCG00000021718,-2.41597403715365,-1.98151248721463,3.08811025081888e-19,4.25701370733157e-18
ENSSSCG00000028101,3.17999628997632,0.46271065738719,3.18363249977278e-19,4.38537556128943e-18
ENSSSCG00000037234,-1.18005353585858,5.35847371671865,3.19925617690779e-19,4.40356832084347e-18
ENSSSCG00000007692,1.26206140845446,-0.534248652120148,3.21607931614501e-19,4.42338335527748e-18
ENSSSCG00000010148,6.23565781619944,2.42761258425416,3.2650439440271e-19,4.48734244615006e-18
ENSSSCG00000056460,-5.3685375205979,0.809256490817111,3.28852402226661e-19,4.51620661505552e-18
ENSSSCG00000031793,-0.652624770181429,1.78967026514952,3.45362693605719e-19,4.7393747953845e-18
ENSSSCG00000028047,-0.422029124068517,3.16161135139207,3.57651056715242e-19,4.90431366258734e-18
ENSSSCG00000053031,-3.49567835466517,2.33701827874944,3.60508242993959e-19,4.93977610550519e-18
ENSSSCG00000036987,-2.40892789939166,1.74253216936555,3.78036147537671e-19,5.17605616282983e-18
ENSSSCG00000004531,2.28974385757148,0.0467505988774631,3.79486501059609e-19,5.19201350999273e-18
ENSSSCG00000023328,-1.61751239010846,0.988517003853199,3.91922017604987e-19,5.35812966904223e-18
ENSSSCG00000027765,-0.179729101750668,1.14081934745386,3.94116120506858e-19,5.38408709154197e-18
ENSSSCG00000015390,5.45147767359466,-0.143509320713661,3.95068830011031e-19,5.39305944428541e-18
ENSSSCG00000003833,3.92237495289221,-0.755511285641174,3.99523019240319e-19,5.44978106484699e-18
ENSSSCG00000040562,6.22662076271726,4.77833311305841,4.07974629860391e-19,5.56090475286146e-18
ENSSSCG00000039977,-1.54945369016849,2.0194681444017,4.13749953998975e-19,5.63541043473641e-18
ENSSSCG00000007955,-0.886015681767009,0.786936613437652,4.21315695769653e-19,5.73417269582237e-18
ENSSSCG00000007454,-1.59094698418752,0.15211891222964,4.34475086302152e-19,5.90886117370927e-18
ENSSSCG00000006542,0.1741761230122,2.10058366803168,4.42515029146477e-19,6.01371654822177e-18
ENSSSCG00000032674,-2.55218169349556,-1.97291604945355,4.49626273447047e-19,6.1058041783152e-18
ENSSSCG00000035068,-3.2684575776126,2.42295620647667,4.60372955893367e-19,6.24708618629987e-18
ENSSSCG00000021598,-1.10373591207176,1.28727697571085,4.6631818002432e-19,6.32305246485358e-18
ENSSSCG00000009722,0.530238310133543,-5.16716205531979,4.73394843850198e-19,6.41423615935019e-18
ENSSSCG00000038806,1.73327999170444,-0.592821293544568,4.82512977783102e-19,6.53292459667106e-18
ENSSSCG00000011766,4.65529365669979,1.39508669765461,4.975102415041e-19,6.72850404391165e-18
ENSSSCG00000017723,6.21861850866707,-0.0961662072806517,4.97696633625598e-19,6.72850404391165e-18
ENSSSCG00000028979,2.67909348880355,-0.172541817656383,4.99512193043088e-19,6.74493663601668e-18
ENSSSCG00000009354,-4.41555146432271,2.48389157603451,4.99652351768136e-19,6.74493663601668e-18
ENSSSCG00000002825,-4.65304792883105,2.98108154858395,5.04498002608175e-19,6.80530836382782e-18
ENSSSCG00000062758,-5.09475965808517,-2.28183930882609,5.12709664220505e-19,6.91096221949296e-18
ENSSSCG00000035093,-1.87797663840611,-1.97050180475105,5.55703739855398e-19,7.48495562093479e-18
ENSSSCG00000055501,-6.21012853108157,-2.21957799269397,5.63417701597784e-19,7.58325272815216e-18
ENSSSCG00000010399,1.50500421588576,-0.429556501250397,5.64289917796065e-19,7.58938705676419e-18
ENSSSCG00000049523,-2.32140395870282,2.7384022365736,5.67395557563241e-19,7.62552849633665e-18
ENSSSCG00000031441,-1.50859154025247,0.100441699479409,5.83366407314856e-19,7.83421712067168e-18
ENSSSCG00000023788,-4.3258365110697,-2.29543959778587,5.83783299488155e-19,7.83421712067168e-18
ENSSSCG00000054601,-3.72125071749042,1.15759583493689,5.85557724354197e-19,7.85224721753561e-18
ENSSSCG00000048122,-1.77298053117323,2.31572548991946,5.87951886019157e-19,7.8785552726567e-18
ENSSSCG00000016187,-4.10754908400943,2.2909195260669,5.91542036993993e-19,7.9208391492862e-18
ENSSSCG00000017624,-2.3785123740601,-0.372677287776574,5.93525685991281e-19,7.94156541960727e-18
ENSSSCG00000013084,-1.46617590796509,1.36516006724724,6.01689695793828e-19,8.04489582989488e-18
ENSSSCG00000013475,1.01986279806396,-0.662026398618938,6.05809201583283e-19,8.09403730913031e-18
ENSSSCG00000039862,2.94362171550259,-0.247693704538118,6.08261417082865e-19,8.12084693400595e-18
ENSSSCG00000005182,-1.83987816412045,1.3679570734449,6.1693291632014e-19,8.23058965374687e-18
ENSSSCG00000009361,5.32537741711626,3.09590855476339,6.2868535325798e-19,8.38124497276769e-18
ENSSSCG00000010876,1.77237377102136,0.0472626827790261,6.3343451545228e-19,8.43838494853973e-18
ENSSSCG00000010027,-1.79903837788956,-0.158707336341026,6.54715671620084e-19,8.71551380540862e-18
ENSSSCG00000026417,-2.91476021885369,0.78028169947342,7.12923977652293e-19,9.48345005017182e-18
ENSSSCG00000008829,2.07977427440706,-0.118045317432935,7.27741405495553e-19,9.6734933433632e-18
ENSSSCG00000006013,-5.73576270692917,-1.35623380838617,7.52660603265813e-19,9.99743938332083e-18
ENSSSCG00000054968,-1.64006412067528,2.84524283865621,7.57422301785054e-19,1.00533605445964e-17
ENSSSCG00000010087,-1.91887656955078,0.00752050503381258,7.71686441673277e-19,1.02352355990202e-17
ENSSSCG00000006169,-7.13885351049501,-2.92508435687053,8.43746116366709e-19,1.11828576179396e-17
ENSSSCG00000021181,3.36189816254316,-0.262934516689463,8.45016152764287e-19,1.11915511395177e-17
ENSSSCG00000002001,-3.30820342079849,-2.08918236563779,8.88399259993902e-19,1.17575803297958e-17
ENSSSCG00000000707,-6.86038684994948,-1.4134487586129,8.89550948500815e-19,1.17642790170384e-17
ENSSSCG00000039681,-1.14528804922295,0.854793036374884,8.94971531099243e-19,1.18273830186748e-17
ENSSSCG00000025108,1.79066577428455,-0.123420716467635,9.11335459018374e-19,1.20349111631528e-17
ENSSSCG00000025087,2.06262595688726,-0.0686611111942332,9.12163080041616e-19,1.20371180091806e-17
ENSSSCG00000007485,-6.67524877436954,0.00135654828547188,9.36426585406085e-19,1.23483633085676e-17
ENSSSCG00000008029,-3.99047074300067,0.865232609407572,9.73436252483254e-19,1.28271166053903e-17
ENSSSCG00000039815,-6.39224060968594,-1.88596805096743,9.8259511762234e-19,1.29384490054549e-17
ENSSSCG00000025005,4.17972274219392,-0.706362131122223,1.02858758428756e-18,1.35342816866833e-17
ENSSSCG00000029598,-5.46814695959244,-2.27465702660786,1.02947414002476e-18,1.35361736852895e-17
ENSSSCG00000003402,1.37243632977711,-0.172709653961559,1.08367525276582e-18,1.42385708770038e-17
ENSSSCG00000034765,4.13549152129189,0.338120794002704,1.08800253869444e-18,1.42851284331178e-17
ENSSSCG00000022550,-5.96780042175507,-0.968932586907656,1.11204660891023e-18,1.45903077039453e-17
ENSSSCG00000023920,1.58304571530623,-0.0631157979232886,1.1230319685107e-18,1.472383783751e-17
ENSSSCG00000000361,1.47264554166276,-0.0322871716216819,1.13597850024087e-18,1.48828700132204e-17
ENSSSCG00000007737,1.35967107328268,-0.584011270061587,1.15221995269473e-18,1.50848106450494e-17
ENSSSCG00000036446,2.16587452378517,-0.589902563448562,1.16542661248694e-18,1.52467584967423e-17
ENSSSCG00000036132,3.07690855357562,7.19776410116658,1.1679763398916e-18,1.52691541019974e-17
ENSSSCG00000010278,-1.32230968896701,1.97705964815028,1.16902871432714e-18,1.52719564802135e-17
ENSSSCG00000032595,1.08764176811297,-0.304697158894642,1.17215163725758e-18,1.53017846972652e-17
ENSSSCG00000015241,-4.83848596373951,2.10566847492225,1.18546312894071e-18,1.54644810750289e-17
ENSSSCG00000037950,-3.01354431655914,0.569197544640525,1.19299877877839e-18,1.55516521777235e-17
ENSSSCG00000041528,4.80350734487095,-0.658540580501143,1.23234173554611e-18,1.60530348739045e-17
ENSSSCG00000024428,4.6224887483014,-0.873270517741264,1.24021425980667e-18,1.61440461933692e-17
ENSSSCG00000017458,-4.02404554840873,1.31392836862518,1.27827823751376e-18,1.66276535335123e-17
ENSSSCG00000025826,-0.681405070247714,1.82750947288974,1.28008700632828e-18,1.66393049952401e-17
ENSSSCG00000023235,2.76320132598414,-0.510416502434984,1.28943488714484e-18,1.67488677001622e-17
ENSSSCG00000015086,-7.70108833575159,-1.4450946414524,1.35459468037243e-18,1.75827161361163e-17
ENSSSCG00000028694,1.31247454262876,-0.210023770347524,1.40555981355901e-18,1.82312612400707e-17
ENSSSCG00000008840,1.60335184433658,6.64774057967759,1.42368170961749e-18,1.84531831266495e-17
ENSSSCG00000055267,-5.69012127464393,2.56143385911843,1.43095594148675e-18,1.85342864802094e-17
ENSSSCG00000015120,-0.487536050250318,2.11856630042792,1.44431774069743e-18,1.86940671210724e-17
ENSSSCG00000026294,1.62646015494869,-0.601897242023827,1.46537904694061e-18,1.89532063530487e-17
ENSSSCG00000006582,-3.11621439785375,-1.73394213157537,1.55627246815805e-18,2.0114545716108e-17
ENSSSCG00000025096,-2.26375376044155,0.602765510675234,1.56644048242314e-18,2.02316168332241e-17
ENSSSCG00000003051,-1.45919884129133,4.11996018815793,1.58082812912653e-18,2.04029828790382e-17
ENSSSCG00000017730,-3.83391941694951,-2.51159154606949,1.62505230845944e-18,2.09589195112278e-17
ENSSSCG00000042273,-0.815649803090919,1.26365404764017,1.70544289859453e-18,2.19801919264403e-17
ENSSSCG00000006561,0.696190550272116,-0.885024658457858,1.75226128792622e-18,2.25562920103729e-17
ENSSSCG00000003694,2.52371182740941,-0.737410863389638,1.75261794812819e-18,2.25562920103729e-17
ENSSSCG00000044160,-0.802073089426069,1.85182625654787,1.79918058399614e-18,2.31392145114648e-17
ENSSSCG00000005455,2.51752638195125,-0.354262341870819,1.81873219472371e-18,2.33741717324717e-17
ENSSSCG00000016857,2.24243207823061,-0.689592694748479,2.08039418697876e-18,2.67181843999301e-17
ENSSSCG00000015657,-5.97349105775105,-2.06754368931802,2.08720045299153e-18,2.67867190530405e-17
