,logFC.groupovary,logFC.groupovid,PValue,FDR
ENSSSCG00000062970,0.76933296086818,0.102852652869285,0.00910860116680762,0.0154299263491264
ENSSSCG00000046071,-0.157974005100922,0.789066710260493,0.00911660829813757,0.0154420549888706
ENSSSCG00000025590,-0.92498138885672,-0.143888364554352,0.00911907475279448,0.0154447972393054
ENSSSCG00000048318,-0.319128393188471,1.25301060857408,0.00912143389502081,0.0154473572440163
ENSSSCG00000003329,0.469703836544395,-0.117595224512832,0.00915652806982092,0.0155053491492675
ENSSSCG00000004752,-0.776514962854906,0.177505305218686,0.00915842388871389,0.0155071185494678
ENSSSCG00000062630,-3.52896703949385,1.43910939637983,0.00918770930100688,0.0155552595969481
ENSSSCG00000052865,0.592954262797872,1.10667932457403,0.00918875222924315,0.0155555801788878
ENSSSCG00000023379,-0.820301777296721,-0.632104864233619,0.0091972126711883,0.0155684565966687
ENSSSCG00000006959,-0.146497210541937,0.45173387451413,0.00920372825447812,0.015578038795357
ENSSSCG00000012995,-0.55676162387605,-0.466710765418893,0.00921510707515104,0.0155958498641858
ENSSSCG00000035369,-1.31619180170968,-0.593694544662394,0.00921755582515136,0.0155985455806071
ENSSSCG00000036436,0.463408662930629,-0.381231849168226,0.00923511267277795,0.0156268053248566
ENSSSCG00000040719,0.92061431066212,-0.156946769438264,0.00924286508668436,0.0156378235610079
ENSSSCG00000011182,-0.709935815933929,-0.0435440171480958,0.00924334039723319,0.0156378235610079
ENSSSCG00000034543,-1.10473553622119,0.757874968504919,0.00925566024475829,0.0156572126891743
ENSSSCG00000003582,-1.04084953600722,-2.6865297800983,0.00925764317609499,0.0156591135363983
ENSSSCG00000050759,1.53737265354072,2.35137783116977,0.0092657493691095,0.0156713704410813
ENSSSCG00000006120,0.388721391021763,0.755481177947598,0.00927135868244465,0.0156794024340081
ENSSSCG00000015568,0.331499487458771,-0.153760996451564,0.00927715730985037,0.0156877530680814
ENSSSCG00000063120,1.20986715401081,0.798296911838263,0.00927868895693946,0.0156888873215128
ENSSSCG00000053346,-0.00543376282604585,0.895953055376489,0.00929846309268687,0.0157208638464724
ENSSSCG00000027487,1.25764917561307,-0.174374474478879,0.00930895468932706,0.0157370067183659
ENSSSCG00000029251,0.402521382897431,-0.0110224058839241,0.00930979235357817,0.0157370067183659
ENSSSCG00000039408,-1.10002112222493,-1.32316762679909,0.00931060175797967,0.0157370067183659
ENSSSCG00000054633,-0.974816362536827,-1.81290823453893,0.00932263416536691,0.0157558828739355
ENSSSCG00000037935,0.0768730496860536,-0.85866232808944,0.00932648187462693,0.0157609241175075
ENSSSCG00000016079,0.441296760732828,-0.305831366006153,0.00932960642628236,0.015764742467554
ENSSSCG00000004423,-0.713400171827851,0.265649890651074,0.00933159646842044,0.015766643244993
ENSSSCG00000027491,0.325839031532602,-0.174616024011184,0.00934244130524073,0.0157835033231396
ENSSSCG00000005609,-0.54381549418234,-1.50457885068211,0.00934487923649057,0.0157861586212277
ENSSSCG00000032417,-1.28103052961262,-1.72540613081993,0.00934852036085983,0.0157908457740578
ENSSSCG00000009176,0.5016797000769,0.00174727846205929,0.00935383711360101,0.0157983621462711
ENSSSCG00000016220,0.681544877971173,0.172156468739891,0.0093549819143345,0.0157988314713031
ENSSSCG00000013389,-0.559109900407148,-1.02372419658067,0.00936898190452568,0.0158210087312895
ENSSSCG00000000443,-1.48590893310544,-1.22922676340055,0.00938338594854754,0.0158438641273353
ENSSSCG00000057915,0.435517981372697,0.931992435925497,0.00938760274456754,0.0158495156954789
ENSSSCG00000032903,-0.970064189262626,-0.48722195354449,0.0093890492728303,0.0158504894810615
ENSSSCG00000034774,-0.984896222675761,-0.278871133811681,0.00939400717396645,0.0158573903981442
ENSSSCG00000007590,-0.0450339102872375,-0.565262630392448,0.00939809205575984,0.0158628164882993
ENSSSCG00000056507,-0.42399721471367,-2.53740382949032,0.00941976439388336,0.0158979242743221
ENSSSCG00000011882,-0.200955051801701,0.419636814849168,0.00942411531613307,0.0159037945662755
ENSSSCG00000026536,-0.650081395735943,0.0628743902478215,0.00944522879041209,0.0159379490255991
ENSSSCG00000028638,0.583156604851198,-0.0892238068241864,0.00945919893146599,0.015960044563192
ENSSSCG00000026169,1.26665523153086,0.338852882018783,0.00948106177317915,0.0159954517454561
ENSSSCG00000006912,-0.844829509586521,0.215864031047453,0.00950526350971871,0.0160347979451184
ENSSSCG00000015214,0.35765444768015,-0.351546025038583,0.00950706264070418,0.0160363485342644
ENSSSCG00000012136,0.54405107753865,0.941376252075333,0.00951487262082396,0.016048036894206
ENSSSCG00000040202,-0.675954228489921,-0.526951927396296,0.00952336248846003,0.0160608697010638
ENSSSCG00000014838,-0.734152283951655,-1.10218276287129,0.0095266344161867,0.0160649010456729
ENSSSCG00000018008,0.0251043629990511,-0.393225675259322,0.00952936064468109,0.0160680115089441
ENSSSCG00000011163,0.552858107397942,0.358068642877217,0.00954454277495226,0.0160921220770404
ENSSSCG00000051803,-1.52856394183528,-0.99666959127733,0.00955262747093379,0.0161042630000275
ENSSSCG00000004432,0.114541648848731,-0.479863543164822,0.00956750452009193,0.0161278514822084
ENSSSCG00000036537,0.0531083651451408,-0.667600050063127,0.00957903591497108,0.0161457963849827
ENSSSCG00000009851,0.422878399746852,-0.363295208972997,0.00958479127715657,0.0161540031660872
ENSSSCG00000037433,0.843921408349165,0.0845761986915292,0.00959315500133104,0.0161666041006341
ENSSSCG00000002351,-0.71265023626303,-0.19106197509522,0.00963449984328366,0.0162347780993066
ENSSSCG00000015833,0.0902848358655952,-0.411261188309098,0.00963955025012821,0.0162417865900829
ENSSSCG00000013039,0.226177972493103,-0.374912353138568,0.0096462719118074,0.0162516094407671
ENSSSCG00000042205,-0.319796227837244,1.19101651753326,0.00965150532476901,0.0162589233720272
ENSSSCG00000035221,0.165775716500457,-0.26298816744695,0.00965431507005384,0.0162621534186765
ENSSSCG00000006250,0.548950298862952,-0.409129821621915,0.00967692294139423,0.0162987286214389
ENSSSCG00000027251,0.55504925314361,-0.287113425571141,0.00968676451420348,0.0163137969232829
ENSSSCG00000058517,1.67558343858148,-2.21870592240482,0.00969194424560749,0.016321012006279
ENSSSCG00000060096,-1.38110368983918,-1.44264927848064,0.00971583939619872,0.0163597391810335
ENSSSCG00000026552,-0.154313097638669,-0.487872259807294,0.00972161231818249,0.0163679474211528
ENSSSCG00000006319,-0.386300681437249,-0.346918756495372,0.00972729331096046,0.0163759993809648
ENSSSCG00000023850,0.083238924785426,-0.727039975960747,0.00973273084679415,0.0163836400288173
ENSSSCG00000056149,0.113444919071604,-0.543683102653692,0.00973542229717655,0.0163866570558553
ENSSSCG00000000702,-0.454523972312712,-0.29705394135166,0.00973877065318037,0.0163907791266678
ENSSSCG00000011963,0.459335027516759,0.119055709887515,0.00975731372281678,0.0164204714456195
ENSSSCG00000022423,-0.177377408732811,0.797445131533508,0.00978202217110534,0.016460532968257
ENSSSCG00000044363,0.560272603865702,-0.550142245712004,0.00981235828565805,0.0165100560795709
ENSSSCG00000012920,-0.052359368338531,-0.483392994277666,0.00981842856686582,0.0165187446641952
ENSSSCG00000014000,-0.578616548811293,0.417297972770809,0.00982364243372285,0.0165249714231612
ENSSSCG00000006866,-0.365892784704628,-0.556335271238398,0.00982394317375593,0.0165249714231612
ENSSSCG00000057986,0.966472368013159,0.0427506184355975,0.00982970970271579,0.016533145327392
ENSSSCG00000052423,-0.879812775210307,-0.746665686555473,0.00983617116064612,0.0165424864554831
ENSSSCG00000003128,-0.659356191168545,-0.395315192039574,0.00983984894091404,0.0165467460084773
ENSSSCG00000005511,0.0123008854104737,-0.691825948774422,0.00984051982220573,0.0165467460084773
ENSSSCG00000009146,-0.389266305030628,0.255977711878934,0.00984256472875752,0.0165486575898955
ENSSSCG00000053124,-0.113089308450881,1.05926956642843,0.00985434543005509,0.0165669364499376
ENSSSCG00000042325,2.43050933197567,1.75773220312437,0.00985920621697204,0.0165735793836453
ENSSSCG00000051715,-0.848320959053673,0.906198945650731,0.00988269019819862,0.0166115242733787
ENSSSCG00000048962,0.0616251706908732,0.641163922831838,0.00988582495418689,0.0166152609024349
ENSSSCG00000006361,0.450211739722988,0.545407778337435,0.00989325122577364,0.0166262089946974
ENSSSCG00000038345,1.47992356877222,0.181017403482073,0.0098964139207643,0.0166299905294614
ENSSSCG00000044406,-0.439749132157858,0.0205664883667821,0.00990352872456768,0.016640411900841
ENSSSCG00000055769,0.349466513054252,-0.51320186982931,0.00991016565356883,0.0166490309863535
ENSSSCG00000017439,-2.80058654363072,-1.66598945441499,0.00991048552128856,0.0166490309863535
ENSSSCG00000033177,-0.427080014380561,-0.456484436040394,0.00991389992533906,0.0166532318406654
ENSSSCG00000051427,-0.882692950890004,0.349696935783507,0.00992882513229799,0.0166767658258985
ENSSSCG00000032979,-0.703728430403333,-0.441351168729822,0.00993136588987296,0.0166794960811948
ENSSSCG00000011253,0.266774985217501,-0.104908940194925,0.00994126115037682,0.01669457641029
ENSSSCG00000017176,0.872805723099851,-0.477416488052663,0.00994238282450001,0.0166949216432035
ENSSSCG00000021342,-2.20238381172366,-0.0805704785333875,0.00994590845294156,0.0166993030814821
ENSSSCG00000015695,0.356031657148726,-0.140249551005426,0.00994851060338005,0.0167021333243665
ENSSSCG00000013857,-0.259077798924666,-0.55939702679302,0.00995749284567111,0.0167156733253049
ENSSSCG00000011448,0.311518921035838,0.523645922287331,0.00999111909587866,0.0167694014934057
ENSSSCG00000009657,0.330790007212995,-0.203744903859984,0.00999133897143323,0.0167694014934057
ENSSSCG00000007618,-0.556207988686645,0.14998601838449,0.00999473191385268,0.0167728260793233
ENSSSCG00000062741,-0.903603530151575,0.573627414101641,0.00999522010653266,0.0167728260793233
ENSSSCG00000000076,-0.401984773492358,0.0265609868132396,0.010011100748228,0.0167979283708412
ENSSSCG00000000952,-0.381047165683807,-0.582464564563174,0.0100132659683608,0.0168000146388702
ENSSSCG00000039751,0.380358433247428,-0.572208407125084,0.0100147182748664,0.0168009045237195
ENSSSCG00000007804,-0.300144393928192,0.189717625919294,0.0100161998307496,0.0168009819319261
ENSSSCG00000009114,1.08560892508174,-0.277609459897637,0.0100166082468381,0.0168009819319261
ENSSSCG00000028124,0.517788697243632,0.071973348806228,0.0100179633243129,0.0168017084136092
ENSSSCG00000000265,0.0572079717833705,-1.83564004019364,0.0100570554359375,0.0168657199102351
ENSSSCG00000034811,-0.697278563978276,-0.609806965304832,0.0100653023656535,0.0168779969002272
ENSSSCG00000004385,0.231079332984429,-0.313651657959385,0.0100723054061476,0.0168878433860285
ENSSSCG00000049906,-0.913519592578237,0.144430638002445,0.0100730277439711,0.0168878433860285
ENSSSCG00000013114,1.69119127353998,1.07784679016714,0.010082002030878,0.0169013342848607
ENSSSCG00000004551,0.166358760424634,-0.382743756607827,0.0100936530322241,0.0169193094977237
ENSSSCG00000006467,-0.290278157819503,-0.401587810916727,0.0100954869417921,0.0169208271891125
ENSSSCG00000032619,-0.341783780745888,-0.76011440267064,0.0101367496656695,0.0169884243063418
ENSSSCG00000027774,-0.306908825512908,-0.535585252260106,0.010137705134676,0.0169884632987895
ENSSSCG00000007514,0.34819030607277,-0.105636579280246,0.0101441822092907,0.0169977543749645
ENSSSCG00000005668,-0.616812578302197,-0.469236690771534,0.0101476968312533,0.0170007002622712
ENSSSCG00000003196,-0.354774281082399,0.213278093592057,0.0101478060498785,0.0170007002622712
ENSSSCG00000030271,1.95353508598248,-0.00482075824559273,0.0101834269574432,0.0170588080588698
ENSSSCG00000015650,0.409202219395851,-0.440726269021716,0.0101917965471379,0.0170712592164559
ENSSSCG00000012348,-0.445500714724644,-0.500773421755618,0.0101965561004028,0.0170776618301388
ENSSSCG00000002337,-0.451929236846188,-0.690045403910103,0.0102010818220766,0.0170836716711564
ENSSSCG00000005656,-0.445991391273283,-0.475764994083748,0.0102082076460123,0.0170940343784737
ENSSSCG00000005679,0.188621617565548,-0.332047717663815,0.0102325304562939,0.0171331895475468
ENSSSCG00000003241,-0.885214144250765,-0.21617102692747,0.0102461612094772,0.0171544365531937
ENSSSCG00000035671,-0.532611657333238,-0.235585529921338,0.0102606273004691,0.0171770780749356
ENSSSCG00000000035,0.362203298873103,0.618141785401009,0.0102623894960422,0.0171784500942291
ENSSSCG00000009072,0.214153682032702,-0.461050261221905,0.0102685964427023,0.0171872613493578
ENSSSCG00000059538,-1.05321417080688,-0.217361036566661,0.010282508114686,0.0172089657344143
ENSSSCG00000039996,0.201704364753834,-0.450055039317101,0.0103271791184281,0.017282140702868
ENSSSCG00000025468,1.14568577108659,-0.719476815262666,0.0103282158809551,0.017282288698423
ENSSSCG00000016117,-0.57917256353458,0.286969328622163,0.010331946332591,0.0172869436251504
ENSSSCG00000032166,0.452089497441572,-0.22038641626444,0.0103352045427178,0.0172908076366923
ENSSSCG00000001946,-0.520024596608319,0.0429895416559313,0.0103385249917069,0.0172947750549721
ENSSSCG00000021065,-0.406133686002709,-0.566842737736909,0.0103411704710371,0.0172973350936499
ENSSSCG00000015894,0.739571402816384,-1.78172986292315,0.010341953642472,0.0172973350936499
ENSSSCG00000014075,-0.214927782827008,0.255585009028459,0.0103490504170495,0.0173076162980921
ENSSSCG00000022240,-0.289308651852748,-0.695447818979516,0.0103562547922712,0.0173180755491238
ENSSSCG00000014989,0.429246521713592,-0.0962824839044897,0.0103596279102991,0.0173221267122939
ENSSSCG00000057582,-0.670673402628838,0.921116744242655,0.0103625243092022,0.0173253800927433
ENSSSCG00000014447,1.26038537480627,-0.266511067029848,0.0103724145303172,0.0173403249610586
ENSSSCG00000015599,-0.707717210450411,-0.396410097884372,0.0103763007096623,0.017345230612079
ENSSSCG00000010010,-0.35974984631752,-0.435900835880531,0.0104188744311415,0.0174148002965351
ENSSSCG00000014034,-0.806169030531282,-1.00228429429081,0.010447914859736,0.0174617388484802
ENSSSCG00000049217,-1.45675475167122,-1.5548064057229,0.010476990811359,0.017508728156461
ENSSSCG00000039582,0.525507240794822,0.0155485921279779,0.010479473453074,0.0175112712459948
ENSSSCG00000029960,-0.0651289818680086,0.986451882778075,0.0104824372752075,0.0175146178512315
ENSSSCG00000001800,0.317551052436522,-0.503152076186398,0.0104956365752936,0.0175350642600064
ENSSSCG00000023738,-0.428741057259675,-0.561477750123479,0.0105034338347415,0.0175452361621406
ENSSSCG00000003964,-0.219887468769972,0.2318397668857,0.0105036504899558,0.0175452361621406
ENSSSCG00000032668,-0.379302521196354,0.237789232570108,0.0105112744308607,0.0175563619492261
ENSSSCG00000004942,-0.483306899765782,-0.792879879322307,0.0105169087088145,0.0175641627849556
ENSSSCG00000009112,0.690810181842914,0.0630003108377915,0.0105450070586183,0.0176094757295207
ENSSSCG00000005777,-0.0675144190915866,-0.591341354742939,0.0105580218490873,0.01762959411561
ENSSSCG00000008504,-0.975802436677832,-1.61788671443626,0.0105877088917504,0.0176771087742242
ENSSSCG00000053616,0.698613658900942,-0.344537650682281,0.0105884174374139,0.0176771087742242
ENSSSCG00000006620,-1.12435778861194,-0.333981287237491,0.0105914210788601,0.017680503594499
ENSSSCG00000062555,0.426479894942768,0.847100431949641,0.0106152921360143,0.0177187290608834
ENSSSCG00000008073,0.987793677017063,1.3828379509373,0.010628672430252,0.0177394382607302
ENSSSCG00000055672,-0.443897487811841,-0.380188424120104,0.0106309889018857,0.0177416796472496
ENSSSCG00000003543,-0.211336641263506,-0.695108237888339,0.01064378734413,0.0177614120098365
ENSSSCG00000000486,-0.483779942455448,-0.344035567327845,0.0106534072839017,0.0177758372405993
ENSSSCG00000036544,0.513069308310533,-0.44516696487385,0.0106598280186424,0.0177849222568653
ENSSSCG00000052435,0.13169708754305,-1.82511968563012,0.0106653209701522,0.0177924578323008
ENSSSCG00000023983,0.498601504570402,-0.183243601838278,0.0106670822990831,0.0177937673060403
ENSSSCG00000010586,0.414978758303462,-0.126896815535094,0.0106729455413072,0.0178019183182119
ENSSSCG00000062509,-0.658693097118016,0.308724190719668,0.0106783139454889,0.0178092425498847
ENSSSCG00000035991,-0.651066890793595,-0.85387832612522,0.010682522996066,0.0178135441258342
ENSSSCG00000010179,0.388318912804788,-0.0599962924271024,0.0106828480987293,0.0178135441258342
ENSSSCG00000012915,0.470955686370183,-1.0792979611589,0.0106847099366125,0.0178150186536895
ENSSSCG00000003458,0.738555905942765,-0.301284196157325,0.0107035149729483,0.0178447403592544
ENSSSCG00000030908,-0.0273306687280516,0.680168319975811,0.0107076564179227,0.0178500119429402
ENSSSCG00000024245,0.858158801370843,0.0527736675364104,0.0107192354507982,0.0178676801294564
ENSSSCG00000002311,0.495650915361214,0.013705568506667,0.0107394148743312,0.0178996795929954
ENSSSCG00000008940,0.413242517884852,-0.0396987609943083,0.0107458814470453,0.0179088197065344
ENSSSCG00000059070,-0.92114764192403,-0.586877358841411,0.0107594645355918,0.0179298172729175
ENSSSCG00000021467,0.345743624580448,-0.220300105656528,0.0107645699804342,0.0179366849523118
ENSSSCG00000021478,-0.0190521448320815,-0.409952384670297,0.0107687052353233,0.0179419349248978
ENSSSCG00000026326,0.213776888687653,-1.21951962780057,0.0107712890240391,0.0179445992480197
ENSSSCG00000000950,-0.995942073227998,1.6085667441298,0.0107851871703962,0.017966110694086
ENSSSCG00000013722,-0.421157802268321,-0.357508539983167,0.0108104840354647,0.018006604612221
ENSSSCG00000016453,0.383094271180035,-0.205972808779351,0.0108138756834106,0.0180106077914892
ENSSSCG00000008335,-0.570918195135095,-0.719840658988671,0.010816859291464,0.0180139307070858
ENSSSCG00000009122,-0.824537458005293,0.251764411802058,0.0108322019410282,0.0180378333491683
ENSSSCG00000005593,0.99975290981248,0.382365099461043,0.0108436953153512,0.0180553223779771
ENSSSCG00000038735,0.110669776268867,-0.430215917324787,0.0108458232162798,0.0180572156306855
ENSSSCG00000023918,-2.12215188487511,-0.491628882450677,0.0108490869721887,0.0180609994501842
ENSSSCG00000006296,-0.603329354960416,0.608947764859535,0.0108539223654588,0.0180658347750495
ENSSSCG00000012656,0.877760486389443,0.246563597920482,0.0108539741523275,0.0180658347750495
ENSSSCG00000050204,0.326367063113786,-1.86065237643672,0.0108767091012734,0.0181004632013789
ENSSSCG00000008307,0.740351664517778,-0.111309907109562,0.0108767653927952,0.0181004632013789
ENSSSCG00000013862,-0.507314987912603,-0.317096167254905,0.010887103797731,0.0181160134778898
ENSSSCG00000011575,0.010479076235115,-0.42369048807407,0.0109258097195726,0.0181787598219201
ENSSSCG00000027356,-1.65695731702553,-1.19041476076448,0.0109384630447256,0.0181981514083513
ENSSSCG00000029668,-1.25380587752653,-0.84631029035746,0.0109455779635563,0.0182083261349019
ENSSSCG00000004192,-0.932383858701794,-2.45790805381982,0.0109613329306615,0.0182328706944483
ENSSSCG00000025791,0.177092941965087,-0.481973269168047,0.010973798144627,0.0182519391610553
ENSSSCG00000056356,-0.535638902413483,0.47129802854935,0.0109891397109119,0.0182749335827997
ENSSSCG00000036509,-0.650279112006038,-0.447899277898507,0.0109896289033089,0.0182749335827997
ENSSSCG00000039763,-0.281276205934444,0.326327279113245,0.0109973949299599,0.0182861793068968
ENSSSCG00000011961,0.553330412422342,0.168507954563612,0.0109997165714059,0.0182883710242954
ENSSSCG00000060422,-0.728756380366527,0.0537244318980414,0.0110174686422422,0.0183162149732003
ENSSSCG00000036871,-0.152098048161995,0.837386280332088,0.011024784385798,0.0183267053403979
ENSSSCG00000039348,-0.710657991877821,-0.411680000289926,0.0110371137736253,0.018345527308514
ENSSSCG00000028677,-0.843066675247069,0.147397685162086,0.0110488186151776,0.0183633078379386
ENSSSCG00000040334,-0.984697831011846,-0.0546828661754172,0.0110782984382752,0.0184106247254356
ENSSSCG00000015936,-0.728063946786436,-0.245776545483119,0.01108200855351,0.0184151111406188
ENSSSCG00000035730,0.716692616295421,0.851918666378087,0.0110867234059888,0.0184212661698341
ENSSSCG00000034390,0.509627843104965,-0.700107576336359,0.0110899990891828,0.0184250290273741
ENSSSCG00000063245,-1.67407051749082,-0.49654933787146,0.0111010148044749,0.0184416493889471
ENSSSCG00000017199,0.474747959543113,-0.353158049390366,0.0111090354501317,0.0184532915908486
ENSSSCG00000000276,-0.260120910541638,0.419310345467912,0.0111198983320281,0.0184696524975283
ENSSSCG00000047775,-0.291199961761893,1.55167148405463,0.0111264489626356,0.0184788486188891
ENSSSCG00000055840,-0.836135515645423,-0.63889097107931,0.0111288039048453,0.0184810754840441
ENSSSCG00000006309,-0.921886373103873,-0.767504651708194,0.0111504534093833,0.018515340586114
ENSSSCG00000002933,-0.60880450850383,0.0792985560344977,0.0111571940681877,0.0185248455447023
ENSSSCG00000028531,0.788088275862003,-0.373554267886163,0.0111642932995768,0.0185349440731973
ENSSSCG00000016412,-0.53055374731129,-0.52478817097019,0.0111729171744158,0.0185475717422621
ENSSSCG00000004659,-0.92824483941913,0.133185037336022,0.011175642852626,0.0185504067170285
ENSSSCG00000059741,-1.50881250372859,0.672448917577977,0.0111896169915322,0.0185719107517016
ENSSSCG00000023166,-0.633788456342915,0.0367057136544224,0.0111963815606032,0.0185811596422059
ENSSSCG00000005617,0.287181387237576,-0.69614602230179,0.011197228664986,0.0185811596422059
ENSSSCG00000020965,-0.494291054179285,0.0713882119215943,0.0112028375829197,0.0185887746618528
ENSSSCG00000021837,-0.59372918960043,-0.0700094184162254,0.0112074257196134,0.0185946946753674
ENSSSCG00000028007,-0.459208096654541,-0.333842525510764,0.0112187174764296,0.0186117348466503
ENSSSCG00000006996,-0.715648143127289,-0.629410469436576,0.0112508265901593,0.0186633045493413
ENSSSCG00000030581,-0.540891823304099,-0.561618037874106,0.0112694522236417,0.0186924999839489
ENSSSCG00000013772,-0.53472091605163,-2.24906356767471,0.0112818128125144,0.0187112992988043
ENSSSCG00000037025,-0.843641290114772,-1.21892938666348,0.0112853821516467,0.0187155159096924
ENSSSCG00000023112,-0.206606330574473,-0.472456114441492,0.0112995393831132,0.0187372889643181
ENSSSCG00000011896,-0.230202847791852,-0.64902074908663,0.0113102854422709,0.0187534020471245
ENSSSCG00000027135,-0.535568637307487,-0.223086390376177,0.0113124114855409,0.0187552207889827
ENSSSCG00000014211,0.512731186299064,0.158707179857923,0.0113166967380959,0.0187606186987228
ENSSSCG00000028197,-0.494265004659791,0.0154555700149707,0.0113211814745766,0.0187663462973152
ENSSSCG00000022968,-1.00052275365727,0.179560940966591,0.0113310509695077,0.0187803685518026
ENSSSCG00000050451,-0.744842696184934,0.678420315942159,0.0113317017447115,0.0187803685518026
ENSSSCG00000040579,-1.18897815263361,-0.648410070323722,0.0113333937546181,0.01878146474349
ENSSSCG00000010533,0.788163937132684,0.874350572571995,0.0113619690931456,0.0188271071788949
ENSSSCG00000011313,-0.336480530600593,-0.655393423069177,0.0113744553879978,0.0188460837340551
ENSSSCG00000021814,-0.450447356335432,-0.388588721537858,0.0113821133565933,0.0188570576191414
ENSSSCG00000013546,1.21112374898145,-0.304369414336992,0.0113907521826539,0.0188696543747555
ENSSSCG00000013723,0.485957431302255,-0.0709538128179917,0.0114047884527601,0.0188911893076805
ENSSSCG00000052385,1.65389459874413,0.843475746890647,0.0114060398347719,0.0188915450285271
ENSSSCG00000012000,0.118039401815297,-0.365451352383225,0.0114180139495471,0.0189096588710057
ENSSSCG00000008132,0.31314415585626,-0.193606272800936,0.0114229674464219,0.018916143456937
ENSSSCG00000061091,1.4814471118806,0.7082611145034,0.0114267799891694,0.0189207376451593
ENSSSCG00000000774,-0.706148459921902,0.407722486194925,0.0114493366637415,0.0189563651639889
ENSSSCG00000012130,0.890134053107231,-0.582135775199882,0.0114532573309387,0.0189611338661907
ENSSSCG00000008208,0.329720600633575,-0.316318390458547,0.01147497147177,0.0189953565357014
ENSSSCG00000060441,1.34009163551214,0.931466181043139,0.0115014812138024,0.0190375107756889
ENSSSCG00000017918,0.864180481856147,-0.0935154423263524,0.0115059002396678,0.0190430956287082
ENSSSCG00000061568,-1.6392167642593,-1.03131958955085,0.0115143683041333,0.0190539971242865
ENSSSCG00000014327,-0.519559909724933,-0.235173590794182,0.011514578047068,0.0190539971242865
ENSSSCG00000005319,-0.469642397028087,-0.515329250111302,0.0115510888460153,0.0191126786934612
ENSSSCG00000036783,0.194357985315296,-0.273471377960647,0.0115547459705716,0.0191169941504946
ENSSSCG00000030679,-0.164182503176804,0.529007166219371,0.0115690748737671,0.0191389633714172
ENSSSCG00000012110,-0.854754830055885,-0.309487663881472,0.0115759453875243,0.0191479636370057
ENSSSCG00000017896,1.03514349959234,-0.843360307488668,0.0115766167335672,0.0191479636370057
ENSSSCG00000057809,0.848977353297377,-0.0712758614402108,0.0115838895510847,0.0191582542135374
ENSSSCG00000006213,1.48853092037703,1.43160753830824,0.011594742784049,0.0191744639289028
ENSSSCG00000008352,0.241769192901116,-0.385201751636885,0.0116046776326373,0.0191891520893914
ENSSSCG00000015840,0.573459167170213,-0.166582747103051,0.011613011295637,0.0192011901516684
ENSSSCG00000042319,-1.15793416296081,-0.919184605592215,0.0116393104759999,0.0192429278884716
ENSSSCG00000030420,0.324593744823489,-0.165673666241594,0.0116562917833657,0.0192692544865799
ENSSSCG00000002039,0.381513599905387,-0.898916677798934,0.0116577302870958,0.0192698845126561
ENSSSCG00000033527,0.428158891077353,-0.126940244791441,0.0116607686318604,0.0192731586746801
ENSSSCG00000005204,0.45293919469476,-0.0534023927425088,0.0116625244204496,0.0192742035014353
ENSSSCG00000021569,0.681256442499293,-0.315195857555193,0.0116635160345604,0.0192742035014353
ENSSSCG00000009912,-0.622708632203461,-0.345197805916583,0.0116711082274101,0.0192850010278649
ENSSSCG00000023596,0.845578038751417,0.103574923358325,0.0116922233593331,0.0193181394832717
ENSSSCG00000053890,-0.467450319389085,-0.192330725454458,0.0116961957921675,0.0193229509669532
ENSSSCG00000060053,1.17739003604522,0.420900399391838,0.0117102729736728,0.0193444538317815
ENSSSCG00000036342,-1.35219726716966,-0.872081579871998,0.0117164250911431,0.0193528624001624
ENSSSCG00000021411,1.00016591159332,-0.484142925012438,0.0117313748449675,0.019375799816448
ENSSSCG00000001052,1.60753424177943,0.569705712653481,0.0117360399983505,0.0193817483398224
ENSSSCG00000038404,0.0452645213229927,0.680473492086819,0.0117565867178619,0.0194139213796952
ENSSSCG00000044256,1.17249866519399,0.639705502310911,0.011763304011507,0.0194231970942462
ENSSSCG00000020657,0.437223403295668,-0.346209000124831,0.0117643354656656,0.0194231970942462
ENSSSCG00000059603,-1.10371148299051,0.73936484504927,0.0117685037033638,0.0194265894420482
ENSSSCG00000049430,0.475172016187102,-0.241426249784475,0.0117685221378519,0.0194265894420482
ENSSSCG00000017799,0.800565101526691,1.07907193565683,0.0118040555416474,0.019483480499138
ENSSSCG00000048138,-1.31099578891241,-1.15369073127674,0.0118189080219498,0.0195062289251959
ENSSSCG00000017463,-1.06918289061574,-0.0663858799492492,0.0118253750717744,0.0195151349549957
ENSSSCG00000022147,-0.295266255877563,0.1907067652688,0.011827999544554,0.0195176986327375
ENSSSCG00000008690,-0.103910289963629,-0.403873251750385,0.0118302194199446,0.0195195942697213
ENSSSCG00000002332,0.494311762279842,0.0285988138623798,0.0118524515644889,0.0195545063653129
ENSSSCG00000006901,0.450540219852862,0.524438815209291,0.0118620292729587,0.0195685363872906
ENSSSCG00000006374,-1.31479771049961,-0.961315772892168,0.0118767647589648,0.0195895332188803
ENSSSCG00000057004,0.463069827388989,0.256901300971248,0.0118773865008366,0.0195895332188803
ENSSSCG00000026969,-0.0836227829966487,-0.59787947563683,0.0118779818957763,0.0195895332188803
ENSSSCG00000004662,0.590048990363988,1.08531446525447,0.0118954664769578,0.0196165940707699
ENSSSCG00000028295,0.596683665428742,1.55167469856745,0.0118983288744261,0.0196195390343413
ENSSSCG00000001062,0.422848231455542,-0.348915715950629,0.0119096073002284,0.01963635967062
