Gene stable ID,Gene name
ENSSSCG00000002309,PLEKHD1
ENSSSCG00000026597,SLC38A4
ENSSSCG00000016164,IKZF2
ENSSSCG00000015020,BTG4
ENSSSCG00000057274,MSANTD7
ENSSSCG00000007531,FAM217B
ENSSSCG00000003732,MEP1B
ENSSSCG00000060649,
ENSSSCG00000015021,HOATZ
ENSSSCG00000026271,
ENSSSCG00000002374,DLST
ENSSSCG00000010232,LRRTM3
ENSSSCG00000014233,
ENSSSCG00000039658,
ENSSSCG00000009031,EDNRA
ENSSSCG00000015022,LAYN
ENSSSCG00000056195,
ENSSSCG00000034321,TP53INP1
ENSSSCG00000047657,
ENSSSCG00000041198,
ENSSSCG00000036569,PTP4A3
ENSSSCG00000007491,MC3R
ENSSSCG00000012095,OBP
ENSSSCG00000048396,
ENSSSCG00000014235,
ENSSSCG00000027024,ASIC3
ENSSSCG00000061874,
ENSSSCG00000054590,MAP1LC3C
ENSSSCG00000022790,SNX2
ENSSSCG00000020941,LTB4R2
ENSSSCG00000024841,SLC35A2
ENSSSCG00000000810,AMIGO2
ENSSSCG00000010868,BECN2
ENSSSCG00000027986,ABCB8
ENSSSCG00000006095,CCNE2
ENSSSCG00000058274,
ENSSSCG00000031360,ADO
ENSSSCG00000021132,PLD5
ENSSSCG00000044650,
ENSSSCG00000010194,
ENSSSCG00000040272,TTC29
ENSSSCG00000036439,IL29
ENSSSCG00000000811,PCED1B
ENSSSCG00000032941,SIK2
ENSSSCG00000060112,
ENSSSCG00000039850,SLC6A11
ENSSSCG00000005969,WASHC5
ENSSSCG00000057466,
ENSSSCG00000050888,
ENSSSCG00000058617,
ENSSSCG00000058975,
ENSSSCG00000034207,CEBPB
ENSSSCG00000051970,
ENSSSCG00000055776,
ENSSSCG00000058994,
ENSSSCG00000053231,
ENSSSCG00000056767,
ENSSSCG00000058756,
ENSSSCG00000011056,FRMD4A
ENSSSCG00000054886,
ENSSSCG00000061698,
ENSSSCG00000042153,
ENSSSCG00000043800,
ENSSSCG00000017420,CNP
ENSSSCG00000061733,
ENSSSCG00000059009,
ENSSSCG00000044772,
ENSSSCG00000061787,
ENSSSCG00000059800,
ENSSSCG00000056882,
ENSSSCG00000045063,
ENSSSCG00000056722,
ENSSSCG00000060611,
ENSSSCG00000059931,
ENSSSCG00000045125,
ENSSSCG00000061632,
ENSSSCG00000007475,MOCS3
ENSSSCG00000050044,
ENSSSCG00000052273,
ENSSSCG00000062855,
ENSSSCG00000054643,
ENSSSCG00000053179,
ENSSSCG00000051817,
ENSSSCG00000056605,
ENSSSCG00000059919,
ENSSSCG00000052022,
ENSSSCG00000055927,
ENSSSCG00000055826,
ENSSSCG00000009144,ETNPPL
ENSSSCG00000062653,
ENSSSCG00000002375,RPS6KL1
ENSSSCG00000003731,GAREM1
ENSSSCG00000041713,
ENSSSCG00000057010,
ENSSSCG00000061005,
ENSSSCG00000061344,
ENSSSCG00000052123,
ENSSSCG00000007530,PPP1R3D
ENSSSCG00000005043,DDHD1
ENSSSCG00000050213,
ENSSSCG00000029538,PPP2R1B
ENSSSCG00000014149,MEF2C
ENSSSCG00000019412,U6
ENSSSCG00000056831,U6
ENSSSCG00000017415,ODAD4
ENSSSCG00000058022,U6
ENSSSCG00000041538,SNORD36
ENSSSCG00000018970,U6
ENSSSCG00000009145,OSTC
ENSSSCG00000042743,ssc-mir-9836
ENSSSCG00000043909,
ENSSSCG00000050585,
ENSSSCG00000018370,ssc-mir-1296
ENSSSCG00000058195,
ENSSSCG00000033643,
ENSSSCG00000055647,
ENSSSCG00000003733,KLHL14
ENSSSCG00000058988,CCDC63
ENSSSCG00000052445,
ENSSSCG00000043056,
ENSSSCG00000048549,
ENSSSCG00000048041,
ENSSSCG00000001989,CIDEB
ENSSSCG00000021166,RPAP3
ENSSSCG00000061307,
ENSSSCG00000059152,
ENSSSCG00000050635,
ENSSSCG00000059236,
ENSSSCG00000054549,
ENSSSCG00000059841,
ENSSSCG00000059733,
ENSSSCG00000057910,
ENSSSCG00000052172,
ENSSSCG00000055381,
ENSSSCG00000063332,
ENSSSCG00000050651,
ENSSSCG00000054658,
ENSSSCG00000049609,
ENSSSCG00000058087,
ENSSSCG00000059223,
ENSSSCG00000044986,
ENSSSCG00000048121,
ENSSSCG00000058370,
ENSSSCG00000056070,
ENSSSCG00000048197,
ENSSSCG00000017532,HOXB1
ENSSSCG00000026015,POU4F2
ENSSSCG00000057415,DSC3
ENSSSCG00000054421,
ENSSSCG00000043121,
ENSSSCG00000057076,
ENSSSCG00000062436,
ENSSSCG00000058713,
ENSSSCG00000045410,
ENSSSCG00000054769,
ENSSSCG00000061694,
ENSSSCG00000037703,
ENSSSCG00000059679,
ENSSSCG00000006096,INTS8
ENSSSCG00000048872,
ENSSSCG00000046693,
ENSSSCG00000050616,PGF
ENSSSCG00000059654,
ENSSSCG00000057315,
ENSSSCG00000053059,
ENSSSCG00000053831,
ENSSSCG00000053067,
ENSSSCG00000052615,
ENSSSCG00000057036,
ENSSSCG00000043786,
ENSSSCG00000057549,
ENSSSCG00000061704,
ENSSSCG00000004254,DCBLD1
ENSSSCG00000053976,
ENSSSCG00000063073,
ENSSSCG00000050854,
ENSSSCG00000057423,
ENSSSCG00000023172,
ENSSSCG00000062863,
ENSSSCG00000054692,
ENSSSCG00000060061,
ENSSSCG00000042543,
ENSSSCG00000062106,
ENSSSCG00000017533,HOXB2
ENSSSCG00000053713,
ENSSSCG00000058805,
ENSSSCG00000053546,
ENSSSCG00000042918,
ENSSSCG00000062841,
ENSSSCG00000048146,
ENSSSCG00000025980,CHMP4C
ENSSSCG00000056431,
ENSSSCG00000063168,
ENSSSCG00000054367,
ENSSSCG00000038413,CRYGN
ENSSSCG00000063283,
ENSSSCG00000059779,
ENSSSCG00000059461,
ENSSSCG00000054900,
ENSSSCG00000059022,
ENSSSCG00000033142,ENDOU
ENSSSCG00000054533,
ENSSSCG00000043700,
ENSSSCG00000063216,
ENSSSCG00000039710,MYL2
ENSSSCG00000052969,
ENSSSCG00000028964,PIM2
ENSSSCG00000061345,
ENSSSCG00000057436,
ENSSSCG00000056886,
ENSSSCG00000062066,
ENSSSCG00000054563,
ENSSSCG00000009146,
ENSSSCG00000060048,
ENSSSCG00000056582,
ENSSSCG00000059125,
ENSSSCG00000052149,
ENSSSCG00000011600,SLC6A6
ENSSSCG00000020038,SNORA31
ENSSSCG00000059127,
ENSSSCG00000049281,
ENSSSCG00000002377,EIF2B2
ENSSSCG00000038149,KCNE4
ENSSSCG00000062806,
ENSSSCG00000057148,
ENSSSCG00000063080,
ENSSSCG00000058479,
ENSSSCG00000017534,HOXB3
ENSSSCG00000061666,
ENSSSCG00000058388,
ENSSSCG00000061393,
ENSSSCG00000056365,
ENSSSCG00000026520,
ENSSSCG00000058885,
ENSSSCG00000053667,
ENSSSCG00000057194,
ENSSSCG00000009035,SLC10A7
ENSSSCG00000061015,
ENSSSCG00000028418,PAX3
ENSSSCG00000055293,
ENSSSCG00000051682,
ENSSSCG00000024780,ZFAND1
ENSSSCG00000023847,SNORA70
ENSSSCG00000020537,U6
ENSSSCG00000019814,SNORA11
ENSSSCG00000020469,U6atac
ENSSSCG00000016437,WDR86
ENSSSCG00000009831,CUX2
ENSSSCG00000037774,U6
ENSSSCG00000046788,ssc-mir-296
ENSSSCG00000039373,SNX24
ENSSSCG00000047569,
ENSSSCG00000007478,ATP9A
ENSSSCG00000017535,HOXB4
ENSSSCG00000059238,
ENSSSCG00000021284,GPR20
ENSSSCG00000043441,
ENSSSCG00000009379,NEK3
ENSSSCG00000055465,
ENSSSCG00000052069,
ENSSSCG00000061420,
ENSSSCG00000021934,OTUD5
ENSSSCG00000063145,
ENSSSCG00000000262,SPRYD3
ENSSSCG00000057344,
ENSSSCG00000063291,
ENSSSCG00000054831,
ENSSSCG00000055999,
ENSSSCG00000001990,NOP9
ENSSSCG00000061404,
ENSSSCG00000053722,
ENSSSCG00000031128,PPIC
ENSSSCG00000060841,
ENSSSCG00000008165,RFX8
ENSSSCG00000061657,
ENSSSCG00000055736,
ENSSSCG00000053577,
ENSSSCG00000055350,
ENSSSCG00000016438,NUB1
ENSSSCG00000057019,
ENSSSCG00000046602,
ENSSSCG00000017540,HOXB5
ENSSSCG00000026978,ROS1
ENSSSCG00000015023,ALG9
ENSSSCG00000044629,
ENSSSCG00000056086,
ENSSSCG00000000261,IGFBP6
ENSSSCG00000006098,DPY19L4
ENSSSCG00000012100,
ENSSSCG00000001991,DHRS1
ENSSSCG00000035592,GPR55
ENSSSCG00000024800,DSC2
ENSSSCG00000017539,HOXB6
ENSSSCG00000008228,GNLY
ENSSSCG00000021852,FAM124B
ENSSSCG00000053143,SPMIP3
ENSSSCG00000014238,PRDM6
ENSSSCG00000017538,HOXB7
ENSSSCG00000009380,NEK5
ENSSSCG00000011601,LSM3
ENSSSCG00000028284,KCND1
ENSSSCG00000035850,CATSPERE
ENSSSCG00000002286,GARIN2
ENSSSCG00000053295,
ENSSSCG00000016294,SNORC
ENSSSCG00000037136,
ENSSSCG00000005045,BMP4
ENSSSCG00000008164,MAP4K4
ENSSSCG00000002287,PALS1
ENSSSCG00000016232,MRPL44
ENSSSCG00000017537,HOXB8
ENSSSCG00000026354,PRPF18
ENSSSCG00000011602,XPC
ENSSSCG00000016435,SMARCD3
ENSSSCG00000057291,
ENSSSCG00000023526,RAPGEF3
ENSSSCG00000062661,
ENSSSCG00000058160,
ENSSSCG00000062380,
ENSSSCG00000050823,
ENSSSCG00000005047,CDKN3
ENSSSCG00000044193,
ENSSSCG00000016233,SERPINE2
ENSSSCG00000014239,CEP120
ENSSSCG00000061856,HOXB9
ENSSSCG00000009381,ALG11
ENSSSCG00000009148,LEF1
ENSSSCG00000041971,
ENSSSCG00000019939,SNORA67
ENSSSCG00000010876,DESI2
ENSSSCG00000016436,CHPF2
ENSSSCG00000030877,FRMPD4
ENSSSCG00000015027,
ENSSSCG00000018266,U6
ENSSSCG00000038703,CCDC178
ENSSSCG00000033570,ATP7B
ENSSSCG00000037612,LIN28B
ENSSSCG00000005938,COL22A1
ENSSSCG00000017541,HOXB13
ENSSSCG00000014133,RPS23
ENSSSCG00000063355,
ENSSSCG00000025038,KCNJ13
ENSSSCG00000032984,BEND7
ENSSSCG00000017542,TTLL6
ENSSSCG00000045263,
ENSSSCG00000038172,PIP4P1
ENSSSCG00000014132,
ENSSSCG00000016255,DAW1
ENSSSCG00000017543,CALCOCO2
ENSSSCG00000021871,FDXACB1
ENSSSCG00000016441,ABCF2
ENSSSCG00000052732,U6
ENSSSCG00000044211,
ENSSSCG00000003736,ASXL3
ENSSSCG00000004366,POPDC1
ENSSSCG00000040060,APEX1
ENSSSCG00000056442,TMEM167A
ENSSSCG00000059272,
ENSSSCG00000036724,CRYAB
ENSSSCG00000031659,SEPHS1
ENSSSCG00000014240,CSNK1G3
ENSSSCG00000002138,OSGEP
ENSSSCG00000059887,
ENSSSCG00000041795,TMEM272
ENSSSCG00000027256,CNIH1
ENSSSCG00000009832,PHETA1
ENSSSCG00000011603,TMEM43
ENSSSCG00000006169,ZFHX4
ENSSSCG00000000260,SOAT2
ENSSSCG00000035058,PID1
ENSSSCG00000039618,
ENSSSCG00000017433,
ENSSSCG00000009833,SH2B3
ENSSSCG00000039244,PHYH
ENSSSCG00000060630,
ENSSSCG00000049336,H2BK1
ENSSSCG00000041961,
ENSSSCG00000036775,SLC48A1
ENSSSCG00000009384,INTS6
ENSSSCG00000003737,NOL4
ENSSSCG00000048993,
ENSSSCG00000017544,ATP5MC1
ENSSSCG00000011604,CHCHD4
ENSSSCG00000033278,ATP6V1D
ENSSSCG00000015035,C11orf52
ENSSSCG00000054850,
ENSSSCG00000025737,DRC11L
ENSSSCG00000016256,SPHKAP
ENSSSCG00000046008,
ENSSSCG00000049617,
ENSSSCG00000048835,
ENSSSCG00000009385,SERPINE3
ENSSSCG00000010877,HNRNPU
ENSSSCG00000045510,
ENSSSCG00000049415,
ENSSSCG00000045461,
ENSSSCG00000008985,SOWAHB
ENSSSCG00000009834,ATXN2
ENSSSCG00000027859,HDAC7
ENSSSCG00000004255,VGLL2
ENSSSCG00000014136,VCAN
ENSSSCG00000029598,FAM124A
ENSSSCG00000058830,ZFP64
ENSSSCG00000015036,
ENSSSCG00000029241,ASB10
ENSSSCG00000025638,UBE2Z
ENSSSCG00000011576,HRH1
ENSSSCG00000021106,GRIPAP1
ENSSSCG00000048819,
ENSSSCG00000004367,POPDC3
ENSSSCG00000052676,MAB21L2
ENSSSCG00000017549,PHB1
ENSSSCG00000008582,
ENSSSCG00000028047,DTNA
ENSSSCG00000039333,RFX6
ENSSSCG00000062405,
ENSSSCG00000024445,METTL3
ENSSSCG00000047857,C13orf42
ENSSSCG00000043686,
ENSSSCG00000008584,FAM228B
ENSSSCG00000057197,
ENSSSCG00000053689,
ENSSSCG00000061519,
ENSSSCG00000024765,
ENSSSCG00000050540,
ENSSSCG00000008585,PFN4
ENSSSCG00000016269,SPATA3
ENSSSCG00000004368,PREP
ENSSSCG00000009150,HADH
ENSSSCG00000008586,TP53I3
ENSSSCG00000029203,TOX4
ENSSSCG00000016286,PRSS56
ENSSSCG00000015030,DLAT
ENSSSCG00000008587,SF3B6
ENSSSCG00000016409,UBE3C
ENSSSCG00000045531,FKBP1B
ENSSSCG00000007198,ANGPT4
ENSSSCG00000026294,GMFB
ENSSSCG00000016267,ITM2C
ENSSSCG00000006099,ESRP1
ENSSSCG00000051291,
ENSSSCG00000008192,TMEM131
ENSSSCG00000009516,UBAC2
ENSSSCG00000055849,
ENSSSCG00000044029,
ENSSSCG00000049801,
ENSSSCG00000054362,
ENSSSCG00000029544,RAB2B
ENSSSCG00000057196,
ENSSSCG00000042273,
ENSSSCG00000007189,SDCBP2
ENSSSCG00000063434,
ENSSSCG00000056212,
ENSSSCG00000055701,
ENSSSCG00000050872,
ENSSSCG00000055186,
ENSSSCG00000057637,C4orf54
ENSSSCG00000000259,CSAD
ENSSSCG00000021461,SNF8
ENSSSCG00000053030,GPRC6A
ENSSSCG00000031519,NRSN2
ENSSSCG00000007130,SYNDIG1
ENSSSCG00000016248,AGFG1
ENSSSCG00000060129,
ENSSSCG00000008589,WDCP
ENSSSCG00000026330,GIP
ENSSSCG00000055912,
ENSSSCG00000025515,
ENSSSCG00000038864,UCMA
ENSSSCG00000060000,
ENSSSCG00000046523,
ENSSSCG00000007131,CST7
ENSSSCG00000054066,
ENSSSCG00000045424,
ENSSSCG00000062024,
ENSSSCG00000030002,RMP24
ENSSSCG00000019002,U1
ENSSSCG00000020398,U6
ENSSSCG00000008590,MFSD2B
ENSSSCG00000024385,RNASEH2B
ENSSSCG00000011575,ATG7
ENSSSCG00000052092,U6
ENSSSCG00000061185,
ENSSSCG00000018727,SNORD73
ENSSSCG00000058700,
ENSSSCG00000061263,U6
ENSSSCG00000063445,
ENSSSCG00000018533,SNORD73
ENSSSCG00000041076,
ENSSSCG00000042488,ssc-mir-10389
ENSSSCG00000044842,
ENSSSCG00000042528,
ENSSSCG00000036286,APMAP
ENSSSCG00000005939,FAM135B
ENSSSCG00000033753,UBXN2A
ENSSSCG00000017548,NGFR
ENSSSCG00000060342,
ENSSSCG00000061695,
ENSSSCG00000051466,
ENSSSCG00000061051,
ENSSSCG00000027700,RPRD1A
ENSSSCG00000016410,MNX1
ENSSSCG00000056100,
ENSSSCG00000035059,MCM10
ENSSSCG00000052555,
ENSSSCG00000009015,
ENSSSCG00000020864,VDR
ENSSSCG00000016411,NOM1
ENSSSCG00000035648,MANEA
ENSSSCG00000041783,
ENSSSCG00000049369,
ENSSSCG00000051951,
ENSSSCG00000002378,MLH3
ENSSSCG00000008241,
ENSSSCG00000055894,
ENSSSCG00000057948,
ENSSSCG00000061375,
ENSSSCG00000060501,
ENSSSCG00000056690,
ENSSSCG00000054938,
ENSSSCG00000053913,
ENSSSCG00000057642,
ENSSSCG00000059573,
ENSSSCG00000060466,
ENSSSCG00000041542,
ENSSSCG00000017448,
ENSSSCG00000027455,SLC39A6
ENSSSCG00000046677,
ENSSSCG00000007133,ACSS1
ENSSSCG00000054893,
ENSSSCG00000028397,
ENSSSCG00000031999,GPR18
ENSSSCG00000061622,
ENSSSCG00000048607,
ENSSSCG00000056058,
ENSSSCG00000012117,TLR7
ENSSSCG00000047952,
ENSSSCG00000038522,FAM162B
ENSSSCG00000060548,
ENSSSCG00000005970,SQLE
ENSSSCG00000056246,
ENSSSCG00000023247,OPTN
ENSSSCG00000053581,
ENSSSCG00000052274,
ENSSSCG00000044617,
ENSSSCG00000058018,
ENSSSCG00000061140,
ENSSSCG00000062988,
ENSSSCG00000063470,
ENSSSCG00000035259,PHF3
ENSSSCG00000060014,
ENSSSCG00000060351,
ENSSSCG00000057520,
ENSSSCG00000025523,COL2A1
ENSSSCG00000062056,
ENSSSCG00000044738,
ENSSSCG00000057674,
ENSSSCG00000020565,U5
ENSSSCG00000037379,SCARNA18
ENSSSCG00000020898,ELP2
ENSSSCG00000019109,U11
ENSSSCG00000020165,SNORA18
ENSSSCG00000035363,
ENSSSCG00000018455,U1
ENSSSCG00000019720,U6
ENSSSCG00000063281,U6
ENSSSCG00000049028,
ENSSSCG00000031437,ssc-mir-9843
ENSSSCG00000033295,EIF2S1
ENSSSCG00000062441,ADH7
ENSSSCG00000050586,SCYGR4
ENSSSCG00000008591,ATAD2B
ENSSSCG00000016412,LMBR1
ENSSSCG00000037048,
ENSSSCG00000009517,GPR183
ENSSSCG00000005971,
ENSSSCG00000045791,SCYGR5
ENSSSCG00000037522,
ENSSSCG00000021968,SLC19A3
ENSSSCG00000002379,
ENSSSCG00000015031,PIH1D2
ENSSSCG00000055597,
ENSSSCG00000008809,GABRG1
ENSSSCG00000021451,CGRRF1
ENSSSCG00000011068,
ENSSSCG00000030581,VGLL4
ENSSSCG00000007216,DEFB115
ENSSSCG00000002290,PLEK2
ENSSSCG00000040595,BRAP
ENSSSCG00000015044,NKAPD1
ENSSSCG00000038507,RPS29
ENSSSCG00000007122,CST11
ENSSSCG00000008242,KCMF1
ENSSSCG00000005941,KHDRBS3
ENSSSCG00000023599,TIMM8B
ENSSSCG00000028461,
ENSSSCG00000016414,
ENSSSCG00000028922,GABRA2
ENSSSCG00000015034,SDHD
ENSSSCG00000017446,
ENSSSCG00000042849,
ENSSSCG00000041850,
ENSSSCG00000009836,ACAD10
ENSSSCG00000016254,
ENSSSCG00000058816,KRT19
ENSSSCG00000012118,TLR8
ENSSSCG00000015037,IL18
ENSSSCG00000016416,SHH
ENSSSCG00000004269,
ENSSSCG00000015906,CSRNP3
ENSSSCG00000033791,IMPA1
ENSSSCG00000011578,TAMM41
ENSSSCG00000031278,
ENSSSCG00000002380,ZC2HC1C
ENSSSCG00000017444,KRT15
ENSSSCG00000015879,DAPL1
ENSSSCG00000057427,
ENSSSCG00000008593,KLHL29
ENSSSCG00000037207,NXPH1
ENSSSCG00000036564,ZNF740
ENSSSCG00000004339,UFL1
ENSSSCG00000002127,CHD8
ENSSSCG00000015320,CALCR
ENSSSCG00000016300,ATG16L1
ENSSSCG00000061194,
ENSSSCG00000009387,DLEU7
ENSSSCG00000023225,SYN2
ENSSSCG00000031808,TM9SF2
ENSSSCG00000005004,LRR1
ENSSSCG00000016403,VIPR2
ENSSSCG00000000257,ITGB7
ENSSSCG00000044002,
ENSSSCG00000030515,GABRA4
ENSSSCG00000048838,
ENSSSCG00000005975,MTSS1
ENSSSCG00000008245,TMSB10
ENSSSCG00000004347,FBXL4
ENSSSCG00000002688,PLCG2
ENSSSCG00000008595,APOB
ENSSSCG00000015323,GNGT1
ENSSSCG00000009519,CLYBL
ENSSSCG00000004357,SIM1
ENSSSCG00000017445,
ENSSSCG00000015322,TFPI2
ENSSSCG00000035712,KCTD8
ENSSSCG00000033000,TIMP4
ENSSSCG00000008808,GNPDA2
ENSSSCG00000039610,
ENSSSCG00000009521,ZIC5
ENSSSCG00000011579,PPARG
ENSSSCG00000007170,CPXM1
ENSSSCG00000008807,GUF1
ENSSSCG00000040875,ZFPM1
ENSSSCG00000006100,VIRMA
ENSSSCG00000005006,RPL36AL
ENSSSCG00000014242,
ENSSSCG00000004275,FAM135A
ENSSSCG00000015329,PPP1R9A
ENSSSCG00000009520,ZIC2
ENSSSCG00000023791,
ENSSSCG00000022402,GRAMD2B
ENSSSCG00000017437,KRT36
ENSSSCG00000027665,
ENSSSCG00000058551,
ENSSSCG00000002381,NEK9
ENSSSCG00000030502,CEP170
ENSSSCG00000035621,GABRB1
ENSSSCG00000000258,RARG
ENSSSCG00000029753,CYTIP
ENSSSCG00000009522,PCCA
ENSSSCG00000008162,IL1R1
ENSSSCG00000007181,
ENSSSCG00000015897,IFIH1
ENSSSCG00000033373,COMMD8
ENSSSCG00000002292,PLEKHH1
ENSSSCG00000035611,MGAT2
ENSSSCG00000007186,
ENSSSCG00000014247,ALDH7A1
ENSSSCG00000009839,CIT
ENSSSCG00000058931,DNAAF2
ENSSSCG00000005944,NDRG1
ENSSSCG00000003744,MOCOS
ENSSSCG00000012119,TMSB4X
ENSSSCG00000008812,ATP10D
ENSSSCG00000063284,
ENSSSCG00000012104,SHROOM2
ENSSSCG00000005008,POLE2
ENSSSCG00000038486,DYNC2I1
ENSSSCG00000053583,
ENSSSCG00000039351,PIGH
ENSSSCG00000011580,TSEN2
ENSSSCG00000007185,SIRPB2
ENSSSCG00000002311,SUSD6
ENSSSCG00000024290,RAD54B
ENSSSCG00000033626,SREBF1
ENSSSCG00000027935,FHOD3
ENSSSCG00000049975,
ENSSSCG00000028331,IL1R2
ENSSSCG00000007187,NSFL1C
ENSSSCG00000022900,SUPT16H
ENSSSCG00000035136,SDCCAG8
ENSSSCG00000016406,ESYT2
ENSSSCG00000000264,SLC61A1
ENSSSCG00000004358,ASCC3
ENSSSCG00000011581,MKRN2OS
ENSSSCG00000045850,
ENSSSCG00000027472,GCA
ENSSSCG00000040681,FABP4
ENSSSCG00000017401,ATP6V0A1
ENSSSCG00000042673,
ENSSSCG00000022147,CHURC1
ENSSSCG00000005976,NDUFB9
ENSSSCG00000029877,MKRN2
ENSSSCG00000008813,CORIN
ENSSSCG00000010872,AKT3
ENSSSCG00000008229,SFTPB
ENSSSCG00000012264,
ENSSSCG00000032583,SRSF5
ENSSSCG00000061130,
ENSSSCG00000047325,
ENSSSCG00000016301,SAG
ENSSSCG00000005946,CCN4
ENSSSCG00000000265,ESPL1
ENSSSCG00000057529,
ENSSSCG00000008150,TMEM182
ENSSSCG00000058261,TEX12
ENSSSCG00000002129,RPGRIP1
ENSSSCG00000059556,
ENSSSCG00000007188,
ENSSSCG00000061607,
ENSSSCG00000050494,
ENSSSCG00000039340,CCDC184
ENSSSCG00000056857,
ENSSSCG00000015039,BCO2
ENSSSCG00000053008,
ENSSSCG00000058049,
ENSSSCG00000045615,
ENSSSCG00000061746,
ENSSSCG00000062692,
ENSSSCG00000060876,
ENSSSCG00000057778,
ENSSSCG00000033728,FABP9
ENSSSCG00000044604,
ENSSSCG00000063548,
ENSSSCG00000061735,
ENSSSCG00000058736,
ENSSSCG00000055625,
ENSSSCG00000056665,
ENSSSCG00000056602,
ENSSSCG00000062826,
ENSSSCG00000054595,
ENSSSCG00000056459,
ENSSSCG00000058868,
ENSSSCG00000052426,
ENSSSCG00000052480,
ENSSSCG00000055619,
ENSSSCG00000054377,
ENSSSCG00000044415,
ENSSSCG00000061590,
ENSSSCG00000053598,
ENSSSCG00000053188,
ENSSSCG00000006105,GEM
ENSSSCG00000015040,PTS
ENSSSCG00000024453,RAF1
ENSSSCG00000051977,
ENSSSCG00000009523,
ENSSSCG00000058079,
ENSSSCG00000038476,
ENSSSCG00000060814,
ENSSSCG00000063280,
ENSSSCG00000055379,
ENSSSCG00000060171,
ENSSSCG00000007171,EBF4
ENSSSCG00000059644,
ENSSSCG00000056869,
ENSSSCG00000056397,
ENSSSCG00000053066,
ENSSSCG00000062861,
ENSSSCG00000041042,
ENSSSCG00000057405,
ENSSSCG00000038714,SLC67A2
ENSSSCG00000059257,
ENSSSCG00000049322,
ENSSSCG00000046941,
ENSSSCG00000052751,
ENSSSCG00000062254,
ENSSSCG00000060605,
ENSSSCG00000025729,IRS1
ENSSSCG00000014244,PHAX
ENSSSCG00000045147,
ENSSSCG00000006106,CDH17
ENSSSCG00000002279,GPX2
ENSSSCG00000034703,
ENSSSCG00000014975,CNTN5
ENSSSCG00000008153,SLC9A2
ENSSSCG00000004270,ADGRB3
ENSSSCG00000055741,
ENSSSCG00000007179,STK35
ENSSSCG00000057810,
ENSSSCG00000041572,
ENSSSCG00000034094,
ENSSSCG00000054994,
ENSSSCG00000040454,SPMIP10
ENSSSCG00000002313,SLC10A1
ENSSSCG00000041183,
ENSSSCG00000053092,
ENSSSCG00000060756,
ENSSSCG00000058343,
ENSSSCG00000060683,
ENSSSCG00000014248,LMNB1
ENSSSCG00000037684,PDYN
ENSSSCG00000016243,RHBDD1
ENSSSCG00000016442,AOC1
ENSSSCG00000009524,TMTC4
ENSSSCG00000017438,KRT35
ENSSSCG00000035684,TMED10
ENSSSCG00000054670,
ENSSSCG00000055192,
ENSSSCG00000041891,
ENSSSCG00000060782,
ENSSSCG00000008816,NFXL1
ENSSSCG00000058613,
ENSSSCG00000055785,
ENSSSCG00000055356,
ENSSSCG00000015898,KCNH7
ENSSSCG00000060645,
ENSSSCG00000054531,
ENSSSCG00000061975,
ENSSSCG00000057112,
ENSSSCG00000060184,
ENSSSCG00000007123,
ENSSSCG00000061009,
ENSSSCG00000002280,RAB15
ENSSSCG00000054824,
ENSSSCG00000057425,
ENSSSCG00000060516,
ENSSSCG00000057603,
ENSSSCG00000054803,
ENSSSCG00000042251,
ENSSSCG00000020678,BANP
ENSSSCG00000061339,
ENSSSCG00000039286,
ENSSSCG00000048392,
ENSSSCG00000039407,
ENSSSCG00000047319,
ENSSSCG00000017439,KRT32
ENSSSCG00000054318,
ENSSSCG00000011065,MASTL
ENSSSCG00000007197,RSPO4
ENSSSCG00000049194,
ENSSSCG00000060580,
ENSSSCG00000056163,
ENSSSCG00000053597,
ENSSSCG00000055119,
ENSSSCG00000011583,TMEM40
ENSSSCG00000048767,
ENSSSCG00000046790,
ENSSSCG00000052908,
ENSSSCG00000056683,
ENSSSCG00000042249,
ENSSSCG00000042654,
ENSSSCG00000009838,
ENSSSCG00000063156,
ENSSSCG00000041391,
ENSSSCG00000055288,
ENSSSCG00000061320,
ENSSSCG00000056555,
ENSSSCG00000061507,
ENSSSCG00000058075,
ENSSSCG00000055016,
ENSSSCG00000060938,
ENSSSCG00000009840,PRKAB1
ENSSSCG00000008155,SLC9A4
ENSSSCG00000033909,
ENSSSCG00000032489,KLHDC1
ENSSSCG00000019785,U6
ENSSSCG00000000267,PFDN5
ENSSSCG00000002388,ESRRB
ENSSSCG00000039392,SNPH
ENSSSCG00000011064,ACBD5
ENSSSCG00000011582,CAND2
ENSSSCG00000038164,RAI1
ENSSSCG00000059472,TMEM233
ENSSSCG00000008157,IL18RAP
ENSSSCG00000038160,CNGA1
ENSSSCG00000046295,MYG1
ENSSSCG00000030603,TATDN1
ENSSSCG00000004990,LRFN5
ENSSSCG00000016244,COL4A4
ENSSSCG00000035629,CA5A
ENSSSCG00000057324,
ENSSSCG00000060037,
ENSSSCG00000015332,PON1
ENSSSCG00000009842,CCDC60
ENSSSCG00000058080,
ENSSSCG00000053095,
ENSSSCG00000056205,
ENSSSCG00000002281,FNTB
ENSSSCG00000000268,AAAS
ENSSSCG00000055008,
ENSSSCG00000050166,
ENSSSCG00000052522,
ENSSSCG00000057995,
ENSSSCG00000007191,
ENSSSCG00000061085,
ENSSSCG00000051860,
ENSSSCG00000055903,
ENSSSCG00000035811,RPL32
ENSSSCG00000060099,
