Gene stable ID,Gene name
ENSSSCG00000021065,NAA60
ENSSSCG00000020744,DUSP3
ENSSSCG00000060751,
ENSSSCG00000003640,GRIK3
ENSSSCG00000031420,SCO2
ENSSSCG00000011119,ECHDC3
ENSSSCG00000006936,ODF2L
ENSSSCG00000012540,SLC25A53
ENSSSCG00000031536,MYCT1
ENSSSCG00000011120,USP6NL
ENSSSCG00000033390,
ENSSSCG00000000965,NCAPH2
ENSSSCG00000012541,
ENSSSCG00000004081,
ENSSSCG00000007958,ZNF174
ENSSSCG00000023181,ZNF385B
ENSSSCG00000017880,SPNS3
ENSSSCG00000012542,FAM199X
ENSSSCG00000000964,LMF2
ENSSSCG00000015015,ARHGAP20
ENSSSCG00000030680,TCF7
ENSSSCG00000003642,INPP5B
ENSSSCG00000009650,DOCK5
ENSSSCG00000012310,BMP15
ENSSSCG00000008857,MSMO1
ENSSSCG00000053387,
ENSSSCG00000052425,
ENSSSCG00000039673,ASB16
ENSSSCG00000006925,KYAT3
ENSSSCG00000024001,PLXNA1
ENSSSCG00000046967,
ENSSSCG00000036358,
ENSSSCG00000039273,
ENSSSCG00000008858,KLHL2
ENSSSCG00000034843,
ENSSSCG00000053121,
ENSSSCG00000029285,
ENSSSCG00000010106,
ENSSSCG00000032993,FAM240B
ENSSSCG00000027052,PEX11A
ENSSSCG00000024444,DDX59
ENSSSCG00000017364,HROB
ENSSSCG00000057077,
ENSSSCG00000043033,
ENSSSCG00000038628,SKP1
ENSSSCG00000003643,SF3A3
ENSSSCG00000034054,
ENSSSCG00000010302,USP54
ENSSSCG00000021265,ACR
ENSSSCG00000031738,COL24A1
ENSSSCG00000001846,WDR93
ENSSSCG00000047774,
ENSSSCG00000061031,
ENSSSCG00000062635,
ENSSSCG00000056704,
ENSSSCG00000031550,C1orf105
ENSSSCG00000062783,
ENSSSCG00000041701,
ENSSSCG00000010941,ERCC6L2
ENSSSCG00000014298,PPP2CA
ENSSSCG00000017366,HDAC5
ENSSSCG00000057034,
ENSSSCG00000060864,
ENSSSCG00000062641,
ENSSSCG00000052097,
ENSSSCG00000055183,
ENSSSCG00000054458,
ENSSSCG00000060348,
ENSSSCG00000032820,BRD1
ENSSSCG00000015486,PIGC
ENSSSCG00000020868,TMEM192
ENSSSCG00000056135,
ENSSSCG00000001847,MESP1
ENSSSCG00000060253,
ENSSSCG00000031557,CHCHD6
ENSSSCG00000014302,CDKL3
ENSSSCG00000057484,
ENSSSCG00000054058,
ENSSSCG00000052854,
ENSSSCG00000054941,
ENSSSCG00000057399,
ENSSSCG00000059827,
ENSSSCG00000063033,
ENSSSCG00000026529,
ENSSSCG00000061411,
ENSSSCG00000054266,
ENSSSCG00000003644,FHL3
ENSSSCG00000061675,
ENSSSCG00000023929,TXNRD3
ENSSSCG00000001841,RHCG
ENSSSCG00000033802,U5
ENSSSCG00000042142,
ENSSSCG00000057741,U6
ENSSSCG00000018930,U1
ENSSSCG00000018653,ACA64
ENSSSCG00000025706,
ENSSSCG00000046428,
ENSSSCG00000036767,
ENSSSCG00000015247,ZBTB44
ENSSSCG00000060489,KANTR
ENSSSCG00000022456,
ENSSSCG00000006939,ZNHIT6
ENSSSCG00000038953,UBE2B
ENSSSCG00000012305,USP27X
ENSSSCG00000038768,GPR37L1
ENSSSCG00000000647,OLR1
ENSSSCG00000029131,KCNU1
ENSSSCG00000008860,
ENSSSCG00000001867,PSTPIP1
ENSSSCG00000012649,SMARCA1
ENSSSCG00000006926,GTF2B
ENSSSCG00000017879,SPNS2
ENSSSCG00000037127,CDKN2AIPNL
ENSSSCG00000044849,
ENSSSCG00000036967,ARL8A
ENSSSCG00000014303,JADE2
ENSSSCG00000037309,TIGD7
ENSSSCG00000017365,G6PC3
ENSSSCG00000000645,GABARAPL1
ENSSSCG00000015485,SUCO
ENSSSCG00000045736,
ENSSSCG00000007963,ZNF263
ENSSSCG00000017882,MYBBP1A
ENSSSCG00000000748,IQSEC3
ENSSSCG00000022794,
ENSSSCG00000009655,EBF2
ENSSSCG00000010904,NEK7
ENSSSCG00000003645,UTP11
ENSSSCG00000045066,
ENSSSCG00000004411,ZBTB24
ENSSSCG00000011626,
ENSSSCG00000014305,SAR1B
ENSSSCG00000050154,
ENSSSCG00000011625,CHST13
ENSSSCG00000037431,TIMM17A
ENSSSCG00000039663,TWSG1
ENSSSCG00000006940,CCN1
ENSSSCG00000015249,ADAMTS8
ENSSSCG00000001868,TSPAN3
ENSSSCG00000010107,MED15
ENSSSCG00000056342,
ENSSSCG00000034151,RNPEP
ENSSSCG00000047847,
ENSSSCG00000011627,ACP3
ENSSSCG00000038533,NAPG
ENSSSCG00000014304,SEC24A
ENSSSCG00000026545,
ENSSSCG00000048616,
ENSSSCG00000006927,PKN2
ENSSSCG00000000749,SLC6A12
ENSSSCG00000008866,GUCY1A1
ENSSSCG00000044187,
ENSSSCG00000015018,POU2AF2
ENSSSCG00000028724,HEMK2
ENSSSCG00000033392,SCML4
ENSSSCG00000043838,
ENSSSCG00000030076,SLC6A13
ENSSSCG00000010926,SYT2
ENSSSCG00000015250,ADAMTS15
ENSSSCG00000007965,ZNF200
ENSSSCG00000038955,CAMLG
ENSSSCG00000039797,APCDD1
ENSSSCG00000002510,CYP46A1
ENSSSCG00000036361,
ENSSSCG00000012349,USP51
ENSSSCG00000008870,GUCY1B1
ENSSSCG00000015828,ZNF703
ENSSSCG00000011628,DNAJC13
ENSSSCG00000038465,VAPA
ENSSSCG00000026644,DDX46
ENSSSCG00000012350,MAGEH1
ENSSSCG00000028310,DR1
ENSSSCG00000002028,CMTM5
ENSSSCG00000015206,CCDC15
ENSSSCG00000015830,UNC5D
ENSSSCG00000049158,
ENSSSCG00000020805,FOXR2
ENSSSCG00000006897,CCDC18
ENSSSCG00000026976,
ENSSSCG00000015019,POU2AF3
ENSSSCG00000034150,
ENSSSCG00000009593,ROR2
ENSSSCG00000056031,LSM12
ENSSSCG00000049544,
ENSSSCG00000004382,SEC63
ENSSSCG00000040439,TMED5
ENSSSCG00000062616,
ENSSSCG00000057348,IL25
ENSSSCG00000038889,
ENSSSCG00000017371,TMEM101
ENSSSCG00000002026,EFS
ENSSSCG00000022226,FASLG
ENSSSCG00000007967,ZNF213
ENSSSCG00000041254,
ENSSSCG00000043490,
ENSSSCG00000025414,
ENSSSCG00000053779,NBDY
ENSSSCG00000006898,MTF2
ENSSSCG00000015487,TNFSF18
ENSSSCG00000036647,SPIN4
ENSSSCG00000054749,
ENSSSCG00000037264,RAB31
ENSSSCG00000009594,SPTLC1
ENSSSCG00000047301,
ENSSSCG00000030912,
ENSSSCG00000041782,
ENSSSCG00000061323,
ENSSSCG00000059508,
ENSSSCG00000022536,SLC37A2
ENSSSCG00000061762,
ENSSSCG00000051064,
ENSSSCG00000060127,
ENSSSCG00000044132,
ENSSSCG00000037238,DBF4B
ENSSSCG00000059327,
ENSSSCG00000049365,
ENSSSCG00000046195,
ENSSSCG00000022635,BEX4
ENSSSCG00000058253,
ENSSSCG00000000751,CCDC77
ENSSSCG00000017883,GGT6
ENSSSCG00000008869,ASIC5
ENSSSCG00000001869,PEAK1
ENSSSCG00000029375,ZNF205
ENSSSCG00000011663,RBP2
ENSSSCG00000061141,
ENSSSCG00000012523,
ENSSSCG00000030662,PTF1A
ENSSSCG00000000648,CLEC7A
ENSSSCG00000054433,
ENSSSCG00000044583,LGR6
ENSSSCG00000044011,
ENSSSCG00000011664,RBP1
ENSSSCG00000008868,TDO2
ENSSSCG00000044752,
ENSSSCG00000048218,
ENSSSCG00000010108,KLHL22
ENSSSCG00000012650,OCRL
ENSSSCG00000042616,
ENSSSCG00000003679,PPP4R1
ENSSSCG00000004082,
ENSSSCG00000024179,NAGS
ENSSSCG00000015774,TENM3
ENSSSCG00000001871,HMG20A
ENSSSCG00000006900,DIPK1A
ENSSSCG00000031142,NMNAT3
ENSSSCG00000034396,
ENSSSCG00000014995,DDI1
ENSSSCG00000000719,NDUFA9
ENSSSCG00000010142,RYR2
ENSSSCG00000006899,RPL5
ENSSSCG00000028693,
ENSSSCG00000001872,LINGO1
ENSSSCG00000017352,CCDC43
ENSSSCG00000008867,CTSO
ENSSSCG00000011635,TMEM108
ENSSSCG00000000720,AKAP3
ENSSSCG00000015488,TNFSF4
ENSSSCG00000017351,MEIOC
ENSSSCG00000024960,PDGFC
ENSSSCG00000029641,ZSCAN10
ENSSSCG00000015775,DCTD
ENSSSCG00000000721,DYRK4
ENSSSCG00000011636,BFSP2
ENSSSCG00000053826,
ENSSSCG00000017730,CDK5R1
ENSSSCG00000060205,
ENSSSCG00000060518,
ENSSSCG00000062501,
ENSSSCG00000003680,RALBP1
ENSSSCG00000021731,WWC2
ENSSSCG00000057121,
ENSSSCG00000061931,
ENSSSCG00000043910,
ENSSSCG00000034954,C5orf24
ENSSSCG00000062098,TMEM218
ENSSSCG00000029838,FZD2
ENSSSCG00000011077,MSRB2
ENSSSCG00000027294,CDV3
ENSSSCG00000052493,
ENSSSCG00000062482,
ENSSSCG00000053022,
ENSSSCG00000055719,
ENSSSCG00000015211,PKNOX2
ENSSSCG00000037298,
ENSSSCG00000021966,TOPBP1
ENSSSCG00000033315,
ENSSSCG00000038110,TIFAB
ENSSSCG00000017802,BHLHA9
ENSSSCG00000000722,RAD51AP1
ENSSSCG00000006901,EVI5
ENSSSCG00000032722,GLRB
ENSSSCG00000053043,
ENSSSCG00000003667,TRIT1
ENSSSCG00000012524,
ENSSSCG00000015779,CDKN2AIP
ENSSSCG00000011078,ARMC3
ENSSSCG00000014310,CXCL14
ENSSSCG00000048190,
ENSSSCG00000062400,
ENSSSCG00000063547,
ENSSSCG00000056299,
ENSSSCG00000062686,
ENSSSCG00000056765,
ENSSSCG00000060079,
ENSSSCG00000063485,
ENSSSCG00000060955,
ENSSSCG00000012525,BEX1
ENSSSCG00000002025,SLC22A17
ENSSSCG00000045734,
ENSSSCG00000053429,
ENSSSCG00000056578,
ENSSSCG00000063008,ITGA2B
ENSSSCG00000059211,
ENSSSCG00000063088,
ENSSSCG00000014311,SLC25A48
ENSSSCG00000055098,
ENSSSCG00000024555,ING2
ENSSSCG00000061235,
ENSSSCG00000058788,
ENSSSCG00000000723,FERRY3
ENSSSCG00000061608,
ENSSSCG00000055795,
ENSSSCG00000051513,
ENSSSCG00000050482,
ENSSSCG00000015212,FEZ1
ENSSSCG00000010304,MYOZ1
ENSSSCG00000010923,UBE2T
ENSSSCG00000061079,
ENSSSCG00000061938,
ENSSSCG00000046460,
ENSSSCG00000041898,
ENSSSCG00000042641,
ENSSSCG00000054284,PABPN1
ENSSSCG00000057888,
ENSSSCG00000032662,FGF6
ENSSSCG00000014416,TCERG1
ENSSSCG00000015776,RWDD4
ENSSSCG00000060434,TCEAL7
ENSSSCG00000010303,SYNPO2L
ENSSSCG00000055536,
ENSSSCG00000062506,
ENSSSCG00000061129,
ENSSSCG00000024685,GRIA2
ENSSSCG00000054420,
ENSSSCG00000020264,U6
ENSSSCG00000011079,PIP4K2A
ENSSSCG00000033966,
ENSSSCG00000057681,
ENSSSCG00000012527,TCEAL9
ENSSSCG00000054965,
ENSSSCG00000015236,KCNJ1
ENSSSCG00000052449,FGF23
ENSSSCG00000015777,TRAPPC11
ENSSSCG00000028203,
ENSSSCG00000038263,SNORA11
ENSSSCG00000012528,BEX3
ENSSSCG00000001879,CIMAP1C
ENSSSCG00000010925,PPP1R12B
ENSSSCG00000039761,
ENSSSCG00000061037,U6
ENSSSCG00000001903,EDC3
ENSSSCG00000024219,TIGAR
ENSSSCG00000032906,SNORD52
ENSSSCG00000053617,U6
ENSSSCG00000019302,U6
ENSSSCG00000040116,U4
ENSSSCG00000020269,U6
ENSSSCG00000021156,U6
ENSSSCG00000039545,
ENSSSCG00000015146,OR6X1
ENSSSCG00000006902,GFI1
ENSSSCG00000038694,CCND2
ENSSSCG00000004383,OSTM1
ENSSSCG00000003669,MFSD2A
ENSSSCG00000052536,U6
ENSSSCG00000009595,
ENSSSCG00000021569,MMP25
ENSSSCG00000017811,
ENSSSCG00000062737,U6
ENSSSCG00000015780,STOX2
ENSSSCG00000004384,NR2E1
ENSSSCG00000023655,ssc-mir-362
ENSSSCG00000012531,
ENSSSCG00000000728,PARP11
ENSSSCG00000057418,PPP1R3E
ENSSSCG00000045383,OR6M1
ENSSSCG00000038664,OR1D5
ENSSSCG00000003672,CAP1
ENSSSCG00000051966,
ENSSSCG00000001904,CLK3
ENSSSCG00000046563,ssc-mir-10388
ENSSSCG00000019546,ssc-mir-98
ENSSSCG00000026234,ssc-mir-660
ENSSSCG00000012532,TCEAL1
ENSSSCG00000006903,RPAP2
ENSSSCG00000010306,SEC24C
ENSSSCG00000004385,SNX3
ENSSSCG00000052929,
ENSSSCG00000056948,
ENSSSCG00000029677,ssc-mir-532
ENSSSCG00000060464,
ENSSSCG00000018698,ssc-mir-221
ENSSSCG00000053896,
ENSSSCG00000036673,PPT1
ENSSSCG00000020895,BICDL2
ENSSSCG00000053853,
ENSSSCG00000019593,ssc-mir-1468
ENSSSCG00000019098,ssc-let-7f-1
ENSSSCG00000056953,
ENSSSCG00000012518,ARMCX5
ENSSSCG00000000732,CRACR2A
ENSSSCG00000062387,
ENSSSCG00000055074,
ENSSSCG00000040199,AFG1L
ENSSSCG00000001905,ARID3B
ENSSSCG00000057775,
ENSSSCG00000058254,FAM171A2
ENSSSCG00000023315,THOC6
ENSSSCG00000006904,GLMN
ENSSSCG00000008873,GASK1B
ENSSSCG00000018497,ssc-mir-222
ENSSSCG00000060713,
ENSSSCG00000003670,RLF
ENSSSCG00000047284,
ENSSSCG00000057113,
ENSSSCG00000015781,ENPP6
ENSSSCG00000046376,ssc-mir-9859
ENSSSCG00000029647,ssc-mir-500
ENSSSCG00000000730,PRMT8
ENSSSCG00000004387,FOXO3
ENSSSCG00000012519,GPRASP1
ENSSSCG00000008874,TMEM144
ENSSSCG00000012021,MRPL39
ENSSSCG00000015782,IRF2
ENSSSCG00000054106,OR3A2
ENSSSCG00000001907,UBL7
ENSSSCG00000015150,OR8D4
ENSSSCG00000033204,
ENSSSCG00000025777,ESR1
ENSSSCG00000027252,HCFC1R1
ENSSSCG00000023165,SEMA7A
ENSSSCG00000055634,
ENSSSCG00000015152,OR4D5
ENSSSCG00000011080,SPAG6
ENSSSCG00000041883,
ENSSSCG00000042806,C1orf146
ENSSSCG00000027130,TNFRSF12A
ENSSSCG00000036395,TMCO2
ENSSSCG00000035196,BTBD8
ENSSSCG00000008875,RXFP1
ENSSSCG00000061155,
ENSSSCG00000023028,JAM2
ENSSSCG00000025818,IL9
ENSSSCG00000023743,CLDN6
ENSSSCG00000027902,ZMPSTE24
ENSSSCG00000060110,
ENSSSCG00000052446,
ENSSSCG00000051921,
ENSSSCG00000017355,GRN
ENSSSCG00000052243,
ENSSSCG00000014314,
ENSSSCG00000015153,OR6T1
ENSSSCG00000040631,LPL
ENSSSCG00000014315,LECT2
ENSSSCG00000008041,PKD1
ENSSSCG00000015786,PRIMPOL
ENSSSCG00000053355,
ENSSSCG00000059161,
ENSSSCG00000056240,
ENSSSCG00000053725,
ENSSSCG00000041219,
ENSSSCG00000053541,
ENSSSCG00000058474,
ENSSSCG00000056660,
ENSSSCG00000057221,
ENSSSCG00000044674,
ENSSSCG00000032431,TMEM52B
ENSSSCG00000023322,
ENSSSCG00000014316,TGFBI
ENSSSCG00000012521,GPRASP2
ENSSSCG00000061350,
ENSSSCG00000032057,EPHX4
ENSSSCG00000010903,LHX9
ENSSSCG00000034012,CASP3
ENSSSCG00000023654,BRDT
ENSSSCG00000054534,
ENSSSCG00000057455,
ENSSSCG00000054350,
ENSSSCG00000057813,
ENSSSCG00000033327,PDGFB
ENSSSCG00000025273,CYP11A1
ENSSSCG00000060236,CBX7
ENSSSCG00000052225,
ENSSSCG00000053397,
ENSSSCG00000059033,
ENSSSCG00000001908,CCDC33
ENSSSCG00000063031,
ENSSSCG00000058524,
ENSSSCG00000009601,SLC18A1
ENSSSCG00000010922,ELF3
ENSSSCG00000028976,PPP2R2B
ENSSSCG00000054928,
ENSSSCG00000004432,HDAC2
ENSSSCG00000025855,RNMT
ENSSSCG00000011640,TF
ENSSSCG00000040334,CBX6
ENSSSCG00000050546,
ENSSSCG00000015785,CENPU
ENSSSCG00000054521,
ENSSSCG00000063106,
ENSSSCG00000002443,TC2N
ENSSSCG00000006911,TGFBR3
ENSSSCG00000012520,GPRASP3
ENSSSCG00000000092,NPTXR
ENSSSCG00000058331,FAM210A
ENSSSCG00000037669,PTPN7
ENSSSCG00000048375,
ENSSSCG00000015799,KLKB1
ENSSSCG00000054623,
ENSSSCG00000027417,LDLRAD4
ENSSSCG00000008040,TSC2
ENSSSCG00000000093,DNAL4
ENSSSCG00000028694,ATP6V1B2
ENSSSCG00000001909,STRA6
ENSSSCG00000055138,
ENSSSCG00000000095,GTPBP1
ENSSSCG00000058137,
ENSSSCG00000024975,NR5A2
ENSSSCG00000060052,
ENSSSCG00000028492,C4orf46
ENSSSCG00000059665,CEP192
ENSSSCG00000058069,
ENSSSCG00000034623,
ENSSSCG00000011639,SRPRB
ENSSSCG00000054087,
ENSSSCG00000046251,
ENSSSCG00000004433,HS3ST5
ENSSSCG00000008877,ETFDH
ENSSSCG00000004434,FRK
ENSSSCG00000052619,
ENSSSCG00000062103,
ENSSSCG00000010143,MTR
ENSSSCG00000036503,RAB6B
ENSSSCG00000048116,
ENSSSCG00000038677,GJB3
ENSSSCG00000047526,
ENSSSCG00000062293,
ENSSSCG00000027251,CDC7
ENSSSCG00000056408,
ENSSSCG00000014319,SMAD5
ENSSSCG00000060417,
ENSSSCG00000058007,
ENSSSCG00000055210,
ENSSSCG00000037424,CDK19
ENSSSCG00000060463,
ENSSSCG00000021375,HS6ST2
ENSSSCG00000060696,
ENSSSCG00000017343,GFAP
ENSSSCG00000001974,G2E3
ENSSSCG00000045907,ADAM2
ENSSSCG00000015162,
ENSSSCG00000011076,OTUD1
ENSSSCG00000045344,
ENSSSCG00000063506,
ENSSSCG00000038942,OR10G6
ENSSSCG00000029019,
ENSSSCG00000004392,
ENSSSCG00000010144,ACTN2
ENSSSCG00000000094,SUN2
ENSSSCG00000039983,GJA4
ENSSSCG00000027312,PTCH1
ENSSSCG00000006912,HFM1
ENSSSCG00000001910,ISLR
ENSSSCG00000027038,U1
ENSSSCG00000038399,ATP5PF
ENSSSCG00000056359,
ENSSSCG00000004393,GTF3C6
ENSSSCG00000012679,GPC4
ENSSSCG00000015784,ACSL1
ENSSSCG00000011641,SLCO2A1
ENSSSCG00000023071,ssc-mir-34c-1
ENSSSCG00000056789,
ENSSSCG00000004394,RPF2
ENSSSCG00000022534,ZNF644
ENSSSCG00000014418,STK32A
ENSSSCG00000050813,
ENSSSCG00000012680,GPC3
ENSSSCG00000044492,
ENSSSCG00000040173,DLGAP3
ENSSSCG00000052176,
ENSSSCG00000060940,
ENSSSCG00000059605,
ENSSSCG00000059284,
ENSSSCG00000062604,
ENSSSCG00000060469,
ENSSSCG00000017834,
ENSSSCG00000054404,
ENSSSCG00000059004,
ENSSSCG00000045645,
ENSSSCG00000034166,SNORD91
ENSSSCG00000026500,U6
ENSSSCG00000037749,SNORD91
ENSSSCG00000063515,
ENSSSCG00000051533,
ENSSSCG00000019524,U6
ENSSSCG00000001912,PML
ENSSSCG00000014318,TRPC7
ENSSSCG00000017360,UBTF
ENSSSCG00000006914,BARHL2
ENSSSCG00000037655,GABPA
ENSSSCG00000031011,CCDC160
ENSSSCG00000014985,MMP1
ENSSSCG00000004419,SLC16A10
ENSSSCG00000008878,PPID
ENSSSCG00000061560,
ENSSSCG00000056532,
ENSSSCG00000060249,
ENSSSCG00000032660,TMEM35B
ENSSSCG00000022942,PHF6
ENSSSCG00000060272,
ENSSSCG00000061172,
ENSSSCG00000060657,
ENSSSCG00000054002,
ENSSSCG00000060428,
ENSSSCG00000060505,
ENSSSCG00000048108,
ENSSSCG00000041892,
ENSSSCG00000062983,
ENSSSCG00000054248,
ENSSSCG00000010928,KDM5B
ENSSSCG00000052408,
ENSSSCG00000039555,JOSD1
ENSSSCG00000034618,ZMYM6
ENSSSCG00000060336,
ENSSSCG00000055484,
ENSSSCG00000042787,
ENSSSCG00000056237,
ENSSSCG00000043509,
ENSSSCG00000046641,
ENSSSCG00000060812,
ENSSSCG00000059304,
ENSSSCG00000057332,
ENSSSCG00000061167,
ENSSSCG00000055527,
ENSSSCG00000057986,
ENSSSCG00000054448,
ENSSSCG00000031843,
ENSSSCG00000012020,NCAM2
ENSSSCG00000061685,
ENSSSCG00000031175,FNIP2
ENSSSCG00000051915,
ENSSSCG00000050796,
ENSSSCG00000036648,
ENSSSCG00000056423,
ENSSSCG00000063107,
ENSSSCG00000051442,
ENSSSCG00000056565,
ENSSSCG00000061951,
ENSSSCG00000000097,TOMM22
ENSSSCG00000050866,
ENSSSCG00000057189,
ENSSSCG00000058148,
ENSSSCG00000061208,
ENSSSCG00000057750,
ENSSSCG00000051861,
ENSSSCG00000062190,
ENSSSCG00000041409,SLC60A2
ENSSSCG00000001931,
ENSSSCG00000053687,
ENSSSCG00000050214,
ENSSSCG00000049063,
ENSSSCG00000046581,
ENSSSCG00000044103,
ENSSSCG00000034292,ZMYM1
ENSSSCG00000041094,
ENSSSCG00000061028,
ENSSSCG00000052070,
ENSSSCG00000015711,DPP10
ENSSSCG00000062868,
ENSSSCG00000060113,
ENSSSCG00000053026,
ENSSSCG00000055413,
ENSSSCG00000043051,
ENSSSCG00000059518,
ENSSSCG00000002444,FBLN5
ENSSSCG00000054842,
ENSSSCG00000059777,
ENSSSCG00000055418,
ENSSSCG00000054239,
ENSSSCG00000051339,
ENSSSCG00000047770,
ENSSSCG00000048489,
ENSSSCG00000049694,
ENSSSCG00000051057,
ENSSSCG00000035577,FAM227A
ENSSSCG00000020685,OR10D3
ENSSSCG00000032016,
ENSSSCG00000025703,REV3L
ENSSSCG00000042741,
ENSSSCG00000047597,
ENSSSCG00000059700,
ENSSSCG00000055522,
ENSSSCG00000049491,
ENSSSCG00000000103,DMC1
ENSSSCG00000051720,U2
ENSSSCG00000057535,
ENSSSCG00000035690,SFPQ
ENSSSCG00000020218,U6
ENSSSCG00000012535,
ENSSSCG00000019764,U6
ENSSSCG00000059999,U6
ENSSSCG00000023240,U6
ENSSSCG00000018923,SNORD21
ENSSSCG00000018448,SNORA66
ENSSSCG00000053593,
ENSSSCG00000057199,U6
ENSSSCG00000036331,
ENSSSCG00000038390,HELT
ENSSSCG00000037757,SPMIP2
ENSSSCG00000053080,RABIF
ENSSSCG00000056329,
ENSSSCG00000060137,
ENSSSCG00000040343,
ENSSSCG00000053222,
ENSSSCG00000059350,
ENSSSCG00000054833,
ENSSSCG00000008881,RAPGEF2
ENSSSCG00000004420,TRAF3IP2
ENSSSCG00000036549,DPYSL3
ENSSSCG00000010931,ADIPOR1
ENSSSCG00000008039,NTHL1
ENSSSCG00000051241,
ENSSSCG00000000104,
ENSSSCG00000028277,
ENSSSCG00000015179,
ENSSSCG00000015790,SLC25A4
ENSSSCG00000003627,ZMYM4
ENSSSCG00000030140,
ENSSSCG00000037492,OR8D1
ENSSSCG00000001932,
ENSSSCG00000004421,FYN
ENSSSCG00000008038,NHERF2
ENSSSCG00000011642,RYK
ENSSSCG00000037121,KIAA0319L
ENSSSCG00000037254,RNPC3
ENSSSCG00000000105,KDELR3
ENSSSCG00000038356,OR8D2
ENSSSCG00000060444,
ENSSSCG00000056714,
ENSSSCG00000054371,
ENSSSCG00000020212,U6atac
ENSSSCG00000019639,U6
ENSSSCG00000018169,SNORA70
ENSSSCG00000018307,U6
ENSSSCG00000034258,
ENSSSCG00000001934,
ENSSSCG00000030228,PIWIL2
ENSSSCG00000048627,NPW
ENSSSCG00000053155,
ENSSSCG00000025028,XIAP
ENSSSCG00000032423,SPOCK1
ENSSSCG00000010929,CYB5R1
ENSSSCG00000006857,COL11A1
ENSSSCG00000046990,SNORA17
ENSSSCG00000031786,NCDN
ENSSSCG00000000955,TBC1D22A
ENSSSCG00000018963,SNORA57
ENSSSCG00000019896,MIR212
ENSSSCG00000045876,MIR132
ENSSSCG00000017344,FAM187A
ENSSSCG00000023400,ZNF598
ENSSSCG00000015709,SLC35F5
ENSSSCG00000040097,TFAP2E
ENSSSCG00000059835,
ENSSSCG00000011643,AMOTL2
ENSSSCG00000031748,MIR22
ENSSSCG00000019191,ssc-mir-423
ENSSSCG00000017345,
ENSSSCG00000014321,KLHL3
ENSSSCG00000018147,ssc-mir-365-2
ENSSSCG00000035914,PSMB2
ENSSSCG00000056284,XAF1
ENSSSCG00000032622,SLC39A14
ENSSSCG00000012642,STAG2
ENSSSCG00000008036,SYNGR3
ENSSSCG00000053024,
ENSSSCG00000015710,ACTR3
ENSSSCG00000004422,CCN6
ENSSSCG00000001913,STOML1
ENSSSCG00000010908,PTPRC
ENSSSCG00000008035,GFER
ENSSSCG00000015182,
ENSSSCG00000037699,
ENSSSCG00000038763,CERK
ENSSSCG00000038989,CRK
ENSSSCG00000008034,NOXO1
ENSSSCG00000031441,GRAMD4
ENSSSCG00000059452,
ENSSSCG00000004093,IYD
ENSSSCG00000037600,C1orf216
ENSSSCG00000014323,
ENSSSCG00000057024,PPP3CC
ENSSSCG00000004094,PPP1R14C
ENSSSCG00000003628,CLSPN
ENSSSCG00000051327,
ENSSSCG00000037686,TBL3
ENSSSCG00000015154,
ENSSSCG00000027183,FSTL5
ENSSSCG00000033057,ANAPC13
ENSSSCG00000001914,LOXL1
ENSSSCG00000014420,JAKMIP2
ENSSSCG00000004423,TUBE1
ENSSSCG00000017346,EFTUD2
ENSSSCG00000062105,
ENSSSCG00000025119,GRIK1
ENSSSCG00000001915,TBC1D21
ENSSSCG00000031361,CELSR1
ENSSSCG00000053475,
ENSSSCG00000033654,FANCC
ENSSSCG00000055348,
ENSSSCG00000035574,
ENSSSCG00000010943,
ENSSSCG00000003630,AGO3
ENSSSCG00000036621,FAM229B
ENSSSCG00000015791,CFAP97
ENSSSCG00000004425,LAMA4
ENSSSCG00000046055,TMEM31
ENSSSCG00000056916,
ENSSSCG00000001938,SSTR1
ENSSSCG00000056590,TSC22D3
ENSSSCG00000011171,CTSV
ENSSSCG00000012564,MID2
ENSSSCG00000055358,
ENSSSCG00000006858,OLFM3
ENSSSCG00000014379,
ENSSSCG00000001916,INSYN1
ENSSSCG00000036597,
ENSSSCG00000015789,SNX25
ENSSSCG00000027852,
ENSSSCG00000042370,
ENSSSCG00000006840,WDR47
ENSSSCG00000001939,TTC6
ENSSSCG00000012173,SAT1
ENSSSCG00000047386,
ENSSSCG00000058778,UBE2G1
ENSSSCG00000056190,
ENSSSCG00000046178,
ENSSSCG00000031186,
ENSSSCG00000015792,LRP2BP
ENSSSCG00000024361,TFB1M
ENSSSCG00000011645,CEP63
ENSSSCG00000008855,
ENSSSCG00000011167,ZNF782
ENSSSCG00000053951,
ENSSSCG00000059089,VSIG1
ENSSSCG00000054402,OR8B4
ENSSSCG00000017362,ATXN7L3
ENSSSCG00000062623,
ENSSSCG00000010145,HEATR1
ENSSSCG00000012565,
ENSSSCG00000004065,TIAM2
ENSSSCG00000032455,
ENSSSCG00000055432,OR8B8
ENSSSCG00000022837,TMUB2
ENSSSCG00000051162,
ENSSSCG00000033180,PSMD10
ENSSSCG00000015798,ANKRD37
ENSSSCG00000036516,
ENSSSCG00000022785,GSG1L
ENSSSCG00000042221,
ENSSSCG00000015793,UFSP2
ENSSSCG00000062211,
ENSSSCG00000057421,
ENSSSCG00000015794,CFAP96
ENSSSCG00000061616,
ENSSSCG00000050324,RFPL4B
ENSSSCG00000059642,
ENSSSCG00000043799,
ENSSSCG00000010146,LGALS8
ENSSSCG00000056962,
ENSSSCG00000059515,
