,endo00.txt,endo12.txt
ENSSSCG00000028996,10.9630937951218,7.11824122018139
ENSSSCG00000005267,7.2255736567957,7.5205216352467
ENSSSCG00000005268,4.35635432686641,4.56903815064491
ENSSSCG00000005269,1.91533612548202,5.00670691446738
ENSSSCG00000031382,3.94445000944152,4.35640362749759
ENSSSCG00000005271,5.37757299005763,5.08666404216558
ENSSSCG00000005272,3.24353723481465,3.39755227555279
ENSSSCG00000005273,5.41724783781089,6.34546508051788
ENSSSCG00000023520,4.74209664373992,3.1826908630323
ENSSSCG00000057774,1.06880826037668,-0.359203887917516
ENSSSCG00000037277,5.23190626280876,8.30039798092385
ENSSSCG00000005277,3.31995152926953,6.77291167928314
ENSSSCG00000004349,5.14661645755048,5.15789588771528
ENSSSCG00000004272,5.41289301904524,5.58727190804799
ENSSSCG00000037594,7.18847584449342,4.98131715263546
ENSSSCG00000044472,-1.35407917512524,-0.165269084297005
ENSSSCG00000004261,-0.248172834373163,-0.359203887917516
ENSSSCG00000004351,3.63987879899819,2.61500337924087
ENSSSCG00000004262,4.20085682079601,2.64980007272951
ENSSSCG00000038757,2.8449977358911,2.57934662968607
ENSSSCG00000004353,5.82707183432107,5.47168723987828
ENSSSCG00000005284,2.72366262214721,3.87660209213911
ENSSSCG00000004263,4.09066371633713,3.31323742505994
ENSSSCG00000021802,4.10962368265246,3.92712041964419
ENSSSCG00000031105,2.75152157529174,1.77998494666464
ENSSSCG00000034919,1.64526301012409,5.81225044098323
ENSSSCG00000023834,6.22933960834805,5.05618402818424
ENSSSCG00000032533,0.539761090780024,-1.76839351717641
ENSSSCG00000025941,7.43843930104973,7.90978258327674
ENSSSCG00000030268,7.20620056898295,7.14516620043833
ENSSSCG00000027002,3.41010727950558,2.21122388792697
ENSSSCG00000005266,0.691287395141938,-0.227062032127627
ENSSSCG00000005288,4.66545792718851,3.5059836985162
ENSSSCG00000035934,2.51195402929785,0.680015038560688
ENSSSCG00000005036,-0.304427165088015,-0.430109429086612
ENSSSCG00000004241,7.98732329370572,5.74645449883609
ENSSSCG00000005037,5.89343642403337,5.57600828269764
ENSSSCG00000004242,3.47420927230324,2.2343350852727
ENSSSCG00000005291,6.58333330840554,8.1136036841204
ENSSSCG00000005038,6.22251291159212,5.56807109222084
ENSSSCG00000033805,0.474394457839557,0.2966215408456
ENSSSCG00000037497,-0.624217304272891,-1.96496036340589
ENSSSCG00000033763,5.78556807418082,5.69844027685096
ENSSSCG00000004344,2.31131646495528,1.57799955287221
ENSSSCG00000005286,4.35408468605076,3.37693100829804
ENSSSCG00000005039,4.34268261219322,4.19790515070878
ENSSSCG00000005040,4.63773601081667,4.48481718612112
ENSSSCG00000004250,-0.141845670305443,1.36416614742438
ENSSSCG00000005287,6.82741988092115,8.90620600837149
ENSSSCG00000005041,6.18277975099789,6.49588515357559
ENSSSCG00000020885,5.56879981792407,5.76740178757904
ENSSSCG00000004253,5.37197528020072,5.12889910878254
ENSSSCG00000060009,1.9756334448962,2.06419629223077
ENSSSCG00000054181,-2.90403844753475,1.23262386473394
ENSSSCG00000062298,-2.59252243823313,0.339882948854793
ENSSSCG00000004364,4.6488887808029,4.83968392935904
ENSSSCG00000005043,4.08793469393903,3.92712041964419
ENSSSCG00000004254,4.84911733149923,6.66701490637802
ENSSSCG00000005045,4.9829313716799,5.03165756265108
ENSSSCG00000005047,2.05602774542621,0.61105725330736
ENSSSCG00000004366,0.775108706782246,5.26136957871075
ENSSSCG00000027256,6.1718679357732,6.60408688187825
ENSSSCG00000004367,2.11082749521392,2.33398476805715
ENSSSCG00000039333,7.73730567959663,7.11901751987602
ENSSSCG00000004368,5.71126381455078,6.51724253688839
ENSSSCG00000026294,6.17572859565367,6.39437797977804
ENSSSCG00000053030,-0.0428198252398693,-1.0574478760567
ENSSSCG00000035648,4.43791546524966,3.0522103872092
ENSSSCG00000038522,6.6309804381967,6.31530101922817
ENSSSCG00000035259,6.82660159729037,6.64346761262624
ENSSSCG00000021451,4.18562094455166,3.82805345519907
ENSSSCG00000038507,8.05770260413354,7.34849646630581
ENSSSCG00000004339,5.46430283345964,4.26397010638841
ENSSSCG00000005004,2.85787045369218,2.57934662968607
ENSSSCG00000004347,5.00768929599773,5.0100587047368
ENSSSCG00000004357,0.775108706782246,-3.85307622698641
ENSSSCG00000005006,7.0731618096935,6.95349258218622
ENSSSCG00000004275,4.72989470401756,3.32405022173897
ENSSSCG00000035611,3.98608489807472,3.87660209213911
ENSSSCG00000058931,4.75591650822294,3.75801555923276
ENSSSCG00000005008,1.660037405068,-0.359203887917516
ENSSSCG00000004358,4.94120404521763,4.99660456586626
ENSSSCG00000004270,1.53737556808391,-1.44099279537481
ENSSSCG00000032489,2.94490007243828,2.05123990068064
ENSSSCG00000004990,1.89049340843782,0.61105725330736
ENSSSCG00000004340,2.91441721437445,2.78898193628959
ENSSSCG00000058693,-0.775034012131499,-0.583317738971209
ENSSSCG00000005009,5.76692121701881,5.37361391560797
ENSSSCG00000035240,1.77308250453973,0.808766544083216
ENSSSCG00000005011,5.20571212504565,3.68440330297641
ENSSSCG00000032312,7.15952543385289,7.6005196644808
ENSSSCG00000004342,2.28296240338808,2.45697180107838
ENSSSCG00000005012,6.8068222497199,7.13829048276437
ENSSSCG00000045405,-1.23996534458326,-1.17432147073939
ENSSSCG00000005029,6.68073110314929,6.4153852206958
ENSSSCG00000060554,-0.362964308099612,-1.30150436124399
ENSSSCG00000005030,4.40101306110579,6.67495534477456
ENSSSCG00000057054,-0.248172834373163,0.252022664285524
ENSSSCG00000021862,6.35553337880729,6.139764190883
ENSSSCG00000005027,4.82801184882003,5.1055879896159
ENSSSCG00000028092,4.82637548912343,4.90954832129707
ENSSSCG00000004941,3.68029829820348,3.31323742505994
ENSSSCG00000004942,3.19870610536146,2.78898193628959
ENSSSCG00000004943,5.38648439357994,7.01775819505658
ENSSSCG00000036735,3.47002328809394,2.70047036148563
ENSSSCG00000005015,5.50271747136047,4.99660456586626
ENSSSCG00000005016,3.97135284483567,3.43793107877691
ENSSSCG00000031354,2.54416751589761,1.97095859767072
ENSSSCG00000038941,2.8385180469783,3.0970279642027
ENSSSCG00000004945,10.6372869713121,9.87317806276554
ENSSSCG00000005787,5.73936089841929,6.16629411327086
ENSSSCG00000034516,4.12567908957514,2.01165760142917
ENSSSCG00000036634,5.34479973032688,4.50870931280982
ENSSSCG00000005785,5.0475630214883,4.65504976725565
ENSSSCG00000004946,3.59060282664947,3.05869877126693
ENSSSCG00000005020,1.19590835721843,0.158462691731201
ENSSSCG00000005786,5.05177056692424,4.91313332303731
ENSSSCG00000004948,3.31995152926953,3.24660142735911
ENSSSCG00000004971,6.6361268285017,6.05224640237001
ENSSSCG00000005021,5.45374248253532,4.91134193572842
ENSSSCG00000038767,7.14318724913123,7.65559676365383
ENSSSCG00000004963,6.87212198631132,6.64292795466197
ENSSSCG00000005022,4.76960524456818,3.72983315793631
ENSSSCG00000004966,2.53618132591385,1.405476865104
ENSSSCG00000026078,5.64132435009537,5.41592280971746
ENSSSCG00000004968,3.24843355386487,3.22368745937009
ENSSSCG00000005024,6.90776379674598,9.36907235898897
ENSSSCG00000004969,4.17280030453788,2.30152701567683
ENSSSCG00000004970,10.265631679853,9.78977112998566
ENSSSCG00000023533,5.176466854703,5.29060449819451
ENSSSCG00000004952,7.66796253055456,7.09554487515008
ENSSSCG00000005023,1.13375753148669,1.84148312408022
ENSSSCG00000004859,5.38426169785112,6.00347276114779
ENSSSCG00000005025,2.43673098816726,3.4868654309542
ENSSSCG00000004856,5.15315841817782,5.62383001773754
ENSSSCG00000004951,6.5345598285287,6.92225611032461
ENSSSCG00000038422,6.50468876627383,6.41095462880788
ENSSSCG00000057448,-0.194029929982463,-0.949336852123102
ENSSSCG00000004954,1.99906399756267,2.70874505185326
ENSSSCG00000005002,1.63033574625572,1.87127629281386
ENSSSCG00000004955,4.64703596278943,4.61818628172624
ENSSSCG00000030679,3.29176833393348,1.97095859767072
