Gene_name,genes,logFC,PValue,FDR
STRIP2,ENSSSCG00000016567,-5.38103945158013,5.6830900327793e-08,1.8173259015932e-05
,ENSSSCG00000003753,5.28975135165057,7.10992252217735e-08,2.23225712932652e-05
WFIKKN1,ENSSSCG00000037013,5.36895194015299,8.15388581917915e-08,2.51430893438545e-05
MME,ENSSSCG00000011723,5.22832244857831,9.515866503709e-08,2.88280671554468e-05
SLC4A5,ENSSSCG00000027320,-6.05195867379775,1.11021657424868e-07,3.30538272484935e-05
,ENSSSCG00000036109,9.17885725461246,1.28206175910867e-07,3.75231228072688e-05
HAO2,ENSSSCG00000006720,5.16245068717175,1.31563121293026e-07,3.7863866308133e-05
LRP4,ENSSSCG00000013248,-5.08943523313724,1.60838356307316e-07,4.55304383067989e-05
TRIM10,ENSSSCG00000001234,-9.27613965146195,1.64525384539098e-07,4.58229732293734e-05
,ENSSSCG00000006262,-9.25846637663872,1.76459569905585e-07,4.76109977051508e-05
HMGA2,ENSSSCG00000034610,-9.25846637663872,1.76459569905585e-07,4.76109977051508e-05
RETREG1,ENSSSCG00000016792,-5.05074445498306,1.88513737481206e-07,5.00808495203918e-05
,ENSSSCG00000051499,6.13667526804773,2.25770808361477e-07,5.90698533149391e-05
BBOX1,ENSSSCG00000013337,-5.18370700915886,2.36023122937309e-07,6.02203739752656e-05
NDST4,ENSSSCG00000033834,9.02241737077954,2.39389613310197e-07,6.02203739752656e-05
ALAS2,ENSSSCG00000012347,5.4577932089281,2.40630403306308e-07,6.02203739752656e-05
MCIDAS,ENSSSCG00000036183,-9.16669885145283,2.53477419150439e-07,6.11695792463653e-05
FAM222A,ENSSSCG00000009927,5.01030558755347,2.54601141430342e-07,6.11695792463653e-05
,ENSSSCG00000021767,5.11653111558151,2.58483720916156e-07,6.11695792463653e-05
COL2A1,ENSSSCG00000025523,-5.21784575643228,2.58592731351903e-07,6.11695792463653e-05
GATA5,ENSSSCG00000007538,-9.14762349859837,2.73213238970019e-07,6.37546785207336e-05
GRIK2,ENSSSCG00000004361,-5.14106962865945,2.82167470939582e-07,6.49662385091294e-05
NEFL,ENSSSCG00000009649,-6.04996346020976,3.26648664316774e-07,7.42180149397639e-05
RGCC,ENSSSCG00000009434,4.91361390792595,3.43176767759338e-07,7.69607328008863e-05
,ENSSSCG00000058946,8.9247647232453,3.52284452077502e-07,7.79903579291578e-05
SLC6A4,ENSSSCG00000017797,-4.86163157754602,4.19083263655163e-07,9.16041746430044e-05
MT1A,ENSSSCG00000061081,-4.85275342493481,4.61405342339529e-07,9.95943431439873e-05
SULT2A1,ENSSSCG00000033207,-5.6957968659569,4.82574544884037e-07,0.00010287774371676
HEPHL1,ENSSSCG00000030461,-8.96354575362067,5.60066302225374e-07,0.000117151731312005
,ENSSSCG00000029449,-5.91622520862727,5.63099009665068e-07,0.000117151731312005
,ENSSSCG00000053929,4.8466032862945,5.70884633495576e-07,0.000117357569657162
RAB26,ENSSSCG00000033691,5.36848127925316,6.20724353427553e-07,0.00012610197805867
CCL22,ENSSSCG00000056251,-8.87353437586859,7.92401317166081e-07,0.000159106813311906
,ENSSSCG00000054576,-5.56314279232882,8.2860997337292e-07,0.000164464793335673
SV2C,ENSSSCG00000034062,-4.76319171256489,9.19376025009276e-07,0.000180406649998411
DCLK1,ENSSSCG00000033919,-4.66085532713116,1.00483725785413e-06,0.000194961008636237
GRAMD1B,ENSSSCG00000015144,4.63902250778313,1.06536708616822e-06,0.000204408431599476
,ENSSSCG00000051213,5.74000782565701,1.13927207752002e-06,0.000212377961761831
SLC22A1,ENSSSCG00000004041,-8.77753117717885,1.14380069746643e-06,0.000212377961761831
,ENSSSCG00000053444,-8.77753117717885,1.14380069746643e-06,0.000212377961761831
LHCGR,ENSSSCG00000008421,4.6228037357837,1.17234048820288e-06,0.000215361442024334
MEST,ENSSSCG00000016554,-4.61274662462412,1.23206682578541e-06,0.000223950841554342
KCNH6,ENSSSCG00000017295,-8.75249787164455,1.2580037033001e-06,0.000226283416131105
TGM3,ENSSSCG00000026043,-4.9967939795267,1.32321087674546e-06,0.000235558818759181
WFIKKN2,ENSSSCG00000017557,-4.74853997015476,1.34935335897792e-06,0.000237761569416639
GARIN5B,ENSSSCG00000051187,-8.72702251237206,1.38561164995768e-06,0.000241684262338072
,ENSSSCG00000041917,8.55218314953479,1.49682186648758e-06,0.000258471199905076
,ENSSSCG00000036622,4.56534687763085,1.51915428346782e-06,0.000259730259078439
PNCK,ENSSSCG00000012773,4.58416713299688,1.55588469754358e-06,0.000262278615959127
,ENSSSCG00000058078,4.95706221091464,1.56443696107193e-06,0.000262278615959127
RXRG,ENSSSCG00000006328,-8.64778075093654,1.86847613672519e-06,0.000307284246942576
MROH2B,ENSSSCG00000021645,-8.64778075093654,1.86847613672519e-06,0.000307284246942576
,ENSSSCG00000042458,8.48525195913426,1.93123524104672e-06,0.000314609152286742
ARC,ENSSSCG00000038965,4.83239232307963,1.9536101554362e-06,0.000315279814617499
,ENSSSCG00000038924,-8.6203691847703,2.07091904698046e-06,0.000331116945400542
,ENSSSCG00000060025,-4.49373418258934,2.11414325170037e-06,0.000334926841012496
EDAR,ENSSSCG00000008134,-4.64376646935331,2.62068249682908e-06,0.000411399503229496
TKTL1,ENSSSCG00000029443,-5.52806970552999,2.66772842213624e-06,0.000415012021562599
JAKMIP1,ENSSSCG00000008710,4.43859258679335,2.71944157706064e-06,0.000419279617434671
FAM131B,ENSSSCG00000028274,-5.51491023699512,2.81015430716648e-06,0.000425145584182062
CYP21A2,ENSSSCG00000001428,-8.5348637383289,2.84904799656565e-06,0.000425145584182062
,ENSSSCG00000048959,-8.5348637383289,2.84904799656565e-06,0.000425145584182062
CHAC1,ENSSSCG00000038521,4.43789128572744,2.85596987289317e-06,0.000425145584182062
EVA1A,ENSSSCG00000035958,-4.42160054926305,2.90490967482104e-06,0.000428734874058203
CTSL,ENSSSCG00000010948,-4.36798841772986,3.21638218074501e-06,0.000470682097433092
GABRP,ENSSSCG00000021902,-5.99135772951264,3.28757877714155e-06,0.000474143198813137
HJV,ENSSSCG00000035429,5.47445308937222,3.29494926207878e-06,0.000474143198813137
IL11,ENSSSCG00000040725,-4.86640882246885,3.46213538155617e-06,0.000487871390327431
LYPD5,ENSSSCG00000003073,-5.46103814124678,3.47510893040735e-06,0.000487871390327431
SLITRK4,ENSSSCG00000022091,-5.46103814124678,3.47510893040735e-06,0.000487871390327431
DUSP9,ENSSSCG00000012774,4.86102934116744,3.5655200395374e-06,0.00049285675276166
,ENSSSCG00000055030,4.44099547289042,3.56770292420706e-06,0.00049285675276166
CYP17A1,ENSSSCG00000010591,-4.33918622260865,3.61192628220532e-06,0.000495005897151758
,ENSSSCG00000000659,5.03394261822329,3.73199875270572e-06,0.000506460460787013
IGDCC3,ENSSSCG00000054127,-4.55533685153582,3.75416602853473e-06,0.000506460460787013
ADGRA1,ENSSSCG00000039199,4.39796616457345,3.85378071985924e-06,0.000513853206871793
TLCD4,ENSSSCG00000039854,4.32197658758313,3.86848024631301e-06,0.000513853206871793
AP1M2,ENSSSCG00000025838,-8.44396950898559,3.98622019912511e-06,0.000517549251116484
,ENSSSCG00000016719,-8.44396950898559,3.98622019912511e-06,0.000517549251116484
,ENSSSCG00000057082,-8.44396950898559,3.98622019912511e-06,0.000517549251116484
,ENSSSCG00000056766,-5.41927143052022,4.09463662211582e-06,0.00052765809843803
,ENSSSCG00000014861,4.71208981090387,4.22883154060815e-06,0.0005409145410609
,ENSSSCG00000006719,4.29371868433063,4.32397023412278e-06,0.000549017044138472
CCNO,ENSSSCG00000026849,-4.80785355417992,4.37765619117898e-06,0.000551776402257509
CHST4,ENSSSCG00000002737,8.26353035927016,4.43687784640868e-06,0.000554928299281471
CCL26,ENSSSCG00000039874,-4.43132299810591,4.46693500116542e-06,0.000554928299281471
FSTL4,ENSSSCG00000014293,4.31327952953356,4.55391123085538e-06,0.000561692422388648
,ENSSSCG00000059476,4.52221604545389,4.84576792714012e-06,0.000593451918906778
TDRD5,ENSSSCG00000015527,-8.38002746510228,5.03815714167655e-06,0.000612668292411766
,ENSSSCG00000059394,-4.70425248349721,5.22543377827348e-06,0.000627845630605619
,ENSSSCG00000046327,-4.83938827667172,5.26015423812512e-06,0.000627845630605619
LIPM,ENSSSCG00000010444,4.94731842743863,5.27204172097607e-06,0.000627845630605619
,ENSSSCG00000061608,-4.27498598720153,5.38315791299325e-06,0.000636687471517585
CLIC5,ENSSSCG00000037416,4.25174352799125,5.44628900571637e-06,0.000639772235038845
NLRP9,ENSSSCG00000003307,-4.63370522296474,5.74485044525046e-06,0.000670284307355304
PLCXD2,ENSSSCG00000056685,4.61751372074302,6.18275312795406e-06,0.000716535443043696
UGT8,ENSSSCG00000031904,4.25016876489663,6.7230176852245e-06,0.000773953795923044
FRMD1,ENSSSCG00000004017,4.29268965579665,6.98277733295483e-06,0.000798533768115656
TGM5,ENSSSCG00000004713,4.21459684407288,7.42242471340049e-06,0.000843226512835525
HSD17B2,ENSSSCG00000038221,-4.66670940746467,7.67616926797195e-06,0.000866353535420521
,ENSSSCG00000044009,4.32950414379614,7.94773191462307e-06,0.0008876506474388
,ENSSSCG00000058610,4.20878126520761,8.01571305077146e-06,0.0008876506474388
,ENSSSCG00000006286,4.55083292350735,8.06944798721157e-06,0.0008876506474388
,ENSSSCG00000058517,-5.75731329319584,8.07604971809603e-06,0.0008876506474388
TMOD1,ENSSSCG00000063066,-4.15202563130094,8.19174118509323e-06,0.0008876506474388
HBM,ENSSSCG00000007977,8.09419207085555,8.26046642804412e-06,0.0008876506474388
,ENSSSCG00000036013,-8.24295692324607,8.27356908848223e-06,0.0008876506474388
,ENSSSCG00000059746,4.13919525010664,8.27610344206896e-06,0.0008876506474388
,ENSSSCG00000008115,-8.20655314682825,9.42510993807609e-06,0.00100464690376974
,ENSSSCG00000013024,-8.16920695614919,1.07663188326197e-05,0.00114056928589986
KBTBD13,ENSSSCG00000035667,-4.57312349236464,1.11031642897169e-05,0.00116908195704166
,ENSSSCG00000055921,-5.67002575627449,1.1234430549389e-05,0.00117573422258696
TCL1B,ENSSSCG00000002497,-5.15661122399497,1.13396707284428e-05,0.00117959900083584
IQUB,ENSSSCG00000016608,4.25478764645285,1.15460259720857e-05,0.00117992802506445
AHSP,ENSSSCG00000037878,8.00143457978512,1.1547824660406e-05,0.00117992802506445
,ENSSSCG00000049044,8.00143457978512,1.1547824660406e-05,0.00117992802506445
ANKDD1B,ENSSSCG00000014083,4.22295014576284,1.17921224026157e-05,0.00119780217440216
,ENSSSCG00000060492,-5.13956443544448,1.21046745546886e-05,0.00122235976731206
,ENSSSCG00000062035,4.09766514719818,1.32880234303541e-05,0.00133405574764741
PROM2,ENSSSCG00000008118,-4.70601860459072,1.34573623968616e-05,0.00133657965942379
KCNK12,ENSSSCG00000062991,4.32615504446309,1.34679673812682e-05,0.00133657965942379
CRLF1,ENSSSCG00000013909,-5.10485442079749,1.38210492570498e-05,0.00135603340097009
TRIM15,ENSSSCG00000001235,-5.10485442079749,1.38210492570498e-05,0.00135603340097009
PTHLH,ENSSSCG00000036893,4.01238772811002,1.40072057961777e-05,0.00135946675487067
TP63,ENSSSCG00000025592,-8.09148285348345,1.4170952969465e-05,0.00135946675487067
,ENSSSCG00000046603,-8.09148285348345,1.4170952969465e-05,0.00135946675487067
,ENSSSCG00000058262,-8.09148285348345,1.4170952969465e-05,0.00135946675487067
TMEM35A,ENSSSCG00000012490,-4.08763288405913,1.52614340722597e-05,0.00145599140088277
SLC35F5,ENSSSCG00000015709,3.98204722297009,1.53948141155739e-05,0.00146064642938314
ZBED2,ENSSSCG00000011936,4.10613054990642,1.5665639965054e-05,0.00147822005965329
AIG1,ENSSSCG00000004136,3.96967335700333,1.65554556034361e-05,0.0015536935182616
GDF5,ENSSSCG00000023261,-4.15723682812537,1.8458700567255e-05,0.00171117545185213
RASGRP1,ENSSSCG00000004791,3.96496862513766,1.84702108266716e-05,0.00171117545185213
CHRDL2,ENSSSCG00000014843,-4.0512039737021,1.85307973996032e-05,0.00171117545185213
VAT1L,ENSSSCG00000002696,3.93468002807627,1.87486022450603e-05,0.00172207906153033
S100Z,ENSSSCG00000014092,-8.0093317930996,1.88860506673611e-05,0.00172552551811635
LRRTM4,ENSSSCG00000008259,4.25898036232721,1.94750677458589e-05,0.0017699761570289
BHLHA9,ENSSSCG00000017802,7.85005689814631,1.97757329493951e-05,0.00178789191921547
COLEC10,ENSSSCG00000029324,4.22042549821902,2.0436905339698e-05,0.00183250015836378
PLIN4,ENSSSCG00000013512,-4.4153784836994,2.05532906759451e-05,0.00183250015836378
WEE1,ENSSSCG00000013411,-3.9194404310869,2.05875046746915e-05,0.00183250015836378
CTNNA2,ENSSSCG00000008250,3.92944316386821,2.12544999968929e-05,0.00188216772280178
CIBAR2,ENSSSCG00000002668,-7.96643273374093,2.1912915632181e-05,0.00190146847807287
FXYD3,ENSSSCG00000024666,-7.96643273374093,2.1912915632181e-05,0.00190146847807287
,ENSSSCG00000061502,-7.96643273374093,2.1912915632181e-05,0.00190146847807287
PTCHD1,ENSSSCG00000032433,-7.96643273374093,2.1912915632181e-05,0.00190146847807287
,ENSSSCG00000056093,-4.72816487045789,2.23138395072843e-05,0.00192657690305893
,ENSSSCG00000046162,-4.56867284517357,2.28595271464547e-05,0.00196387221276109
DPEP1,ENSSSCG00000021971,-4.1119226648855,2.46169401705401e-05,0.00209662448647598
RAB27B,ENSSSCG00000035243,3.88808177249353,2.46476008081205e-05,0.00209662448647598
PAX6,ENSSSCG00000013320,-4.54223276887629,2.52944533244975e-05,0.00212854928273407
SOX10,ENSSSCG00000039315,-5.4518730225491,2.52962033739403e-05,0.00212854928273407
SAXO1,ENSSSCG00000040408,-7.92221885896467,2.55159660369443e-05,0.00212854928273407
MYOC,ENSSSCG00000035066,-7.92221885896467,2.55159660369443e-05,0.00212854928273407
,ENSSSCG00000002749,3.9113261604441,2.57843805564178e-05,0.00214059943965492
RBP4,ENSSSCG00000010479,-4.07979375582855,2.63451843816485e-05,0.00217097157560613
CDKN2B,ENSSSCG00000034120,-3.87982100131509,2.64016696130002e-05,0.00217097157560613
PPP1R1B,ENSSSCG00000017498,3.85996759777169,2.87138338374827e-05,0.00234784536804444
INSL3,ENSSSCG00000013887,-3.83238826243366,2.88246014608189e-05,0.00234784536804444
,ENSSSCG00000048042,7.73952572007124,2.90794572208387e-05,0.00235748388398799
PLA2G4D,ENSSSCG00000004733,-7.87660701787452,2.9823182917352e-05,0.00239528708193876
DLK2,ENSSSCG00000001682,-7.87660701787452,2.9823182917352e-05,0.00239528708193876
IGSF9B,ENSSSCG00000015255,-3.95524554926078,3.0500594101947e-05,0.00243835305070566
CYB5A,ENSSSCG00000004875,3.80660380688053,3.06760537476843e-05,0.00244107878394015
SBSN,ENSSSCG00000033702,-3.81171245200842,3.09330569203269e-05,0.00244242475975147
,ENSSSCG00000049557,-4.05305791830913,3.09758525819765e-05,0.00244242475975147
,ENSSSCG00000057651,4.48525804113288,3.19868676790722e-05,0.00251067832310099
,ENSSSCG00000008488,3.80595940767298,3.2383558114862e-05,0.00253031349107438
,ENSSSCG00000015662,3.87953236082767,3.32349761373383e-05,0.00258093668075946
RFLNA,ENSSSCG00000035760,3.81394091561402,3.33611424762767e-05,0.00258093668075946
PLBD1,ENSSSCG00000057970,3.78888310291657,3.3479836488888e-05,0.00258093668075946
KHDRBS3,ENSSSCG00000005941,-4.18250533117427,3.38028352234007e-05,0.00258693686397899
F2,ENSSSCG00000013252,-4.08819806261344,3.38572927530259e-05,0.00258693686397899
ACSS2,ENSSSCG00000007286,3.79273889230796,3.41655974170949e-05,0.00258957500748294
,ENSSSCG00000059088,-4.61543783328007,3.4191747840289e-05,0.00258957500748294
,ENSSSCG00000055798,-3.85687232685413,3.48342036586152e-05,0.00261601027124777
VPREB1,ENSSSCG00000022467,-7.82950591340483,3.49952729128003e-05,0.00261601027124777
,ENSSSCG00000031620,-7.82950591340483,3.49952729128003e-05,0.00261601027124777
KCNH1,ENSSSCG00000040650,-4.85626520835558,3.5243839147377e-05,0.00262323540688322
,ENSSSCG00000051117,7.68091328039548,3.55846452834408e-05,0.00263723456976162
TNNC1,ENSSSCG00000011441,-4.2711252970038,3.58231369108464e-05,0.00264356379562605
RSPO3,ENSSSCG00000004218,-3.86979552906422,3.60642079040594e-05,0.00265002868973318
NXPH2,ENSSSCG00000040715,-4.59859011849488,3.64279815410672e-05,0.00265417040190358
HECW1,ENSSSCG00000036443,-4.59859011849488,3.64279815410672e-05,0.00265417040190358
B4GALNT4,ENSSSCG00000033780,-4.0894682773862,3.72409202116505e-05,0.00270200088325538
,ENSSSCG00000010426,3.77073143852248,3.74817947092822e-05,0.00270809887464387
,ENSSSCG00000063561,-3.93743284533665,3.85403090738069e-05,0.00275777713748802
FOXRED2,ENSSSCG00000000142,3.75529528808381,3.8591549086254e-05,0.00275777713748802
EPHA5,ENSSSCG00000008919,-3.9813779653913,3.86484866384122e-05,0.00275777713748802
FRS2,ENSSSCG00000000493,3.74871338987068,3.96858061587257e-05,0.00281786376450531
TET3,ENSSSCG00000008292,-3.743933210653,3.98169306543488e-05,0.00281786376450531
SLC17A1,ENSSSCG00000001107,-4.41686255137604,4.07275627770938e-05,0.00287054511850961
,ENSSSCG00000013714,-4.81391246101345,4.12341323708469e-05,0.00288279131071762
HPN,ENSSSCG00000021867,-7.78081500220324,4.12352011667392e-05,0.00288279131071762
GAL,ENSSSCG00000012883,7.61981837940195,4.38329792930746e-05,0.00303979070856551
,ENSSSCG00000006148,7.61981837940195,4.38329792930746e-05,0.00303979070856551
SLC13A1,ENSSSCG00000016609,3.99909298112922,4.4369633732149e-05,0.00306469934114699
SDCBP2,ENSSSCG00000007189,-3.72772423947725,4.60743311530128e-05,0.00316976713286942
,ENSSSCG00000009667,4.78381531012388,4.68910775212431e-05,0.00321315526443185
RNF152,ENSSSCG00000004902,3.8306326094113,4.71121324450379e-05,0.00321554269984551
S100A2,ENSSSCG00000053832,-3.91552649868339,4.74126846107894e-05,0.00322331589708311
CLIC6,ENSSSCG00000028112,4.37579655435411,4.84847159994159e-05,0.00325364198690915
,ENSSSCG00000009936,-7.73042320229519,4.88008613973517e-05,0.00325364198690915
CALCR,ENSSSCG00000015320,-7.73042320229519,4.88008613973517e-05,0.00325364198690915
PRKG2,ENSSSCG00000009250,-7.73042320229519,4.88008613973517e-05,0.00325364198690915
FOXA2,ENSSSCG00000007114,-7.73042320229519,4.88008613973517e-05,0.00325364198690915
C11orf87,ENSSSCG00000036943,-4.0131708931417,4.99340707543653e-05,0.003316390514563
,ENSSSCG00000012833,-4.2550043295341,5.07581176475329e-05,0.00335684611381139
UNC80,ENSSSCG00000016153,-4.35744271071873,5.0931994545899e-05,0.00335684611381139
DPPA5,ENSSSCG00000004283,-3.82443532401383,5.31208617231181e-05,0.00348779863207149
LRRC75B,ENSSSCG00000010057,3.88265127629812,5.43510450041893e-05,0.00354562253066028
RBKS,ENSSSCG00000038001,3.67083415549731,5.44122058504155e-05,0.00354562253066028
XIRP1,ENSSSCG00000034015,4.15783565057358,5.61144218866234e-05,0.00364279638021884
SYCN,ENSSSCG00000021959,-4.72528393342154,5.71250331856085e-05,0.00368072788451152
LRAT,ENSSSCG00000008995,-4.72528393342154,5.71250331856085e-05,0.00368072788451152
FIBCD1,ENSSSCG00000005707,-7.67820736676378,5.80220417080775e-05,0.00368354638314369
PRSS56,ENSSSCG00000016286,-7.67820736676378,5.80220417080775e-05,0.00368354638314369
SCP2D1,ENSSSCG00000007099,-7.67820736676378,5.80220417080775e-05,0.00368354638314369
,ENSSSCG00000031292,-7.67820736676378,5.80220417080775e-05,0.00368354638314369
ACTG2,ENSSSCG00000008294,-3.63499230426811,6.07617507353423e-05,0.00384334766189704
ZAR1,ENSSSCG00000008824,-3.84543513633565,6.20908578120314e-05,0.00391308369597868
ZP3,ENSSSCG00000007691,-3.69345543411275,6.28930512799651e-05,0.0039492262163725
,ENSSSCG00000053850,-3.72186263275923,6.40929700042414e-05,0.00400999060156971
NTMT2,ENSSSCG00000006281,7.48927221717147,6.79608394361451e-05,0.00421505327109195
OTX2,ENSSSCG00000005063,-4.2795518015116,6.81267408396567e-05,0.00421505327109195
UCN2,ENSSSCG00000036910,-7.62403047069185,6.9323322271839e-05,0.00421505327109195
NPPB,ENSSSCG00000003431,-7.62403047069185,6.9323322271839e-05,0.00421505327109195
,ENSSSCG00000015217,-7.62403047069185,6.9323322271839e-05,0.00421505327109195
GALNT14,ENSSSCG00000008524,-7.62403047069185,6.9323322271839e-05,0.00421505327109195
,ENSSSCG00000055313,-7.62403047069185,6.9323322271839e-05,0.00421505327109195
LBP,ENSSSCG00000028758,-7.62403047069185,6.9323322271839e-05,0.00421505327109195
FKBP6,ENSSSCG00000007702,-3.79337486958161,6.96833924704638e-05,0.00422208007431568
AJM1,ENSSSCG00000057521,3.94877914086195,7.27852204491378e-05,0.00439459855495004
NLRP13,ENSSSCG00000024227,-4.65504595732846,7.37795251388269e-05,0.00443911094110544
ECEL1,ENSSSCG00000016285,-4.24717851326608,7.68231422022872e-05,0.0046061875678788
ADAMTS14,ENSSSCG00000010272,3.60366507344991,7.7136132752314e-05,0.0046089506587092
DGAT2,ENSSSCG00000034102,3.80086947192976,7.82123498031338e-05,0.00465714088413971
DHRS4,ENSSSCG00000002013,3.56894189572354,7.98131600943788e-05,0.00473612937632211
,ENSSSCG00000055388,-4.63085227822951,8.05340183912646e-05,0.00476253914239848
CRHBP,ENSSSCG00000014093,-4.23071531542189,8.16486600475108e-05,0.00481197631979664
NOBOX,ENSSSCG00000024977,-4.04897210911314,8.29823791145281e-05,0.00482433368643018
SLC24A2,ENSSSCG00000005167,-7.56773944419358,8.32552373497912e-05,0.00482433368643018
NCR1,ENSSSCG00000022675,-7.56773944419358,8.32552373497912e-05,0.00482433368643018
,ENSSSCG00000053873,-7.56773944419358,8.32552373497912e-05,0.00482433368643018
,ENSSSCG00000032301,-7.56773944419358,8.32552373497912e-05,0.00482433368643018
PCSK1,ENSSSCG00000014169,7.41928429960639,8.56307806800601e-05,0.00492890773594426
,ENSSSCG00000061153,7.41928429960639,8.56307806800601e-05,0.00492890773594426
PMFBP1,ENSSSCG00000002747,-3.93696254162713,8.60566704451976e-05,0.00492954551608484
SORD,ENSSSCG00000004679,3.55859814524948,8.62128066862186e-05,0.00492954551608484
LRRC39,ENSSSCG00000006867,3.60626258964991,8.67702393211156e-05,0.00494504453002318
LRRC4,ENSSSCG00000016589,-3.7943437361592,8.91928910519088e-05,0.00506639092988277
,ENSSSCG00000006679,-5.09774512260929,9.03273956245799e-05,0.00509729891387335
CALML5,ENSSSCG00000011141,-5.09774512260929,9.03273956245799e-05,0.00509729891387335
