Gene_name,genes,logFC,PValue,FDR
TREM2,ENSSSCG00000039270,5.7037812787217,1.52322697543847e-08,7.54335847725473e-06
PGR,ENSSSCG00000014977,-5.68004243604608,1.60036518759022e-08,7.6551760519746e-06
NCCRP1,ENSSSCG00000026407,-5.69196312656293,1.63168437275653e-08,7.6551760519746e-06
CSF3R,ENSSSCG00000025795,5.67784450166723,1.77976863799035e-08,8.13582443028e-06
TREH,ENSSSCG00000028204,5.68094072145783,1.853287912496e-08,8.26010422599468e-06
MRO,ENSSSCG00000004521,-5.93940326825724,1.9047762090402e-08,8.2825244523826e-06
,ENSSSCG00000006588,5.98051982242592,2.17318462452909e-08,9.22465130621538e-06
MGAM,ENSSSCG00000034639,-5.5476493909456,2.41623497737559e-08,9.88218253402678e-06
BNIP5,ENSSSCG00000001560,6.6735946908769,2.44462233899001e-08,9.88218253402678e-06
,ENSSSCG00000058788,-5.54006892704943,2.53392166084569e-08,9.88218253402678e-06
,ENSSSCG00000053490,5.90358167064736,2.54981151315477e-08,9.88218253402678e-06
AMBN,ENSSSCG00000008937,5.55921346058654,3.02765019629784e-08,1.14844569573613e-05
MPEG1,ENSSSCG00000050458,5.46239499906804,3.31780433393258e-08,1.20988081693663e-05
CIDEB,ENSSSCG00000001989,9.62310432595026,3.3638336004883e-08,1.20988081693663e-05
,ENSSSCG00000038594,-5.45605912878168,3.39320399634459e-08,1.20988081693663e-05
,ENSSSCG00000013842,6.32241720353979,3.57076307872229e-08,1.24822674838159e-05
,ENSSSCG00000049557,-6.0743781559624,5.15564727470999e-08,1.76759383872173e-05
TBATA,ENSSSCG00000010273,6.9700948450045,6.35640552366083e-08,2.13815089954387e-05
CHI3L2,ENSSSCG00000006796,9.45696952727908,6.59378047703982e-08,2.17692441379011e-05
S100A8,ENSSSCG00000006590,5.80357459080072,7.29278083116391e-08,2.363921757418e-05
CYP7A1,ENSSSCG00000006238,5.46425816188313,7.52504107834742e-08,2.39565057758532e-05
ATP8B4,ENSSSCG00000004646,5.51284613252771,7.98755899270505e-08,2.49828424073589e-05
,ENSSSCG00000045074,9.37462811397535,9.18231431792261e-08,2.79392186145835e-05
CXCL14,ENSSSCG00000014310,5.22411046456873,9.24620764112871e-08,2.79392186145835e-05
,ENSSSCG00000061957,5.18909751944566,1.15591866858672e-07,3.42435639990594e-05
SLC24A1,ENSSSCG00000004937,-5.23346318740303,1.17167231542664e-07,3.42435639990594e-05
NEFL,ENSSSCG00000009649,-6.29007632624892,1.20179147734219e-07,3.45573200936395e-05
DCLK1,ENSSSCG00000033919,-5.15840993282323,1.26014438518656e-07,3.56600858715968e-05
,ENSSSCG00000015405,5.18867561002905,1.2842938929676e-07,3.57756117559787e-05
,ENSSSCG00000024495,5.16512797749941,1.36812396855556e-07,3.75244832483209e-05
INHA,ENSSSCG00000020771,-5.11699147530715,1.40895237504681e-07,3.80587923368705e-05
NYAP2,ENSSSCG00000016239,6.22470517506135,1.58620728905584e-07,4.220731873028e-05
PDCD1LG2,ENSSSCG00000032561,5.27908209241272,1.71351598425671e-07,4.49243573048951e-05
ACP5,ENSSSCG00000032282,5.08269737783634,1.75500483270375e-07,4.53452553006411e-05
CDO1,ENSSSCG00000057522,-5.03952834164717,2.02444765697817e-07,5.15597897551526e-05
SLC4A5,ENSSSCG00000027320,-5.5813218478757,2.57211680491981e-07,6.4585490701564e-05
SLAMF6,ENSSSCG00000006382,5.12381317699206,2.75820448253174e-07,6.82962076591332e-05
FCRL3,ENSSSCG00000006457,5.0346953336806,3.08348299665428e-07,7.53045683073321e-05
GDF15,ENSSSCG00000034260,6.04082383405333,3.37655834158716e-07,8.13476785321835e-05
ZBED2,ENSSSCG00000011936,5.03572666572862,3.48434714692636e-07,8.26336641928391e-05
,ENSSSCG00000006456,5.14391943925187,3.52263769276182e-07,8.26336641928391e-05
TNFAIP6,ENSSSCG00000023716,-4.92978877077887,3.62615835729788e-07,8.36633811995331e-05
FUT7,ENSSSCG00000037554,6.02107792395136,3.66039024767982e-07,8.36633811995331e-05
GPNMB,ENSSSCG00000032241,4.88118506024426,3.85498439615064e-07,8.69957744488274e-05
CLEC7A,ENSSSCG00000000648,5.0063268001741,4.09536219962281e-07,9.07043523206753e-05
NPTX1,ENSSSCG00000017144,-4.87579989007807,4.12107501569144e-07,9.07043523206753e-05
MGARP,ENSSSCG00000009062,-4.8697990540448,4.26519203096863e-07,9.27315164976935e-05
CBR1,ENSSSCG00000031111,5.97049737977787,4.49934763926196e-07,9.66438189310389e-05
PAPPA,ENSSSCG00000005498,-4.89226615040823,4.55533731871808e-07,9.66816115691737e-05
TM4SF19,ENSSSCG00000028376,8.9659501331089,4.62390031432366e-07,9.69822291808967e-05
SULT2A1,ENSSSCG00000033207,-5.53807829360044,4.80951945574308e-07,9.97024568104508e-05
KCNH6,ENSSSCG00000017295,-8.873876933719,5.07519030190147e-07,0.000104000566324482
C5AR1,ENSSSCG00000056729,4.81763866729265,5.36534712510946e-07,0.000108697055166422
B3GALT2,ENSSSCG00000010800,5.00083404340185,5.48327139269678e-07,0.000109837935268537
CLEC5A,ENSSSCG00000021933,4.99136017483737,5.70348099023415e-07,0.000112979621215438
CALHM6,ENSSSCG00000036064,5.18935673777433,6.00261036698596e-07,0.000117598392991896
UNC45B,ENSSSCG00000017717,4.86636239457419,6.82591750749251e-07,0.000131697302760107
SPHKAP,ENSSSCG00000016256,-8.79604525527554,6.87000737979019e-07,0.000131697302760107
,ENSSSCG00000055147,4.74549243871908,7.23179930284502e-07,0.000137157997841618
MSR1,ENSSSCG00000006979,4.74626789111742,7.57972106989568e-07,0.00014224343919379
MAFB,ENSSSCG00000058919,4.67635833266643,9.27819189528457e-07,0.000172303755322014
,ENSSSCG00000053277,8.7737171475063,9.71808303927829e-07,0.000178104644129384
HNMT,ENSSSCG00000035195,4.67840057630077,9.79036073854588e-07,0.000178104644129384
GRIK2,ENSSSCG00000004361,-4.75876982905363,1.06741532294192e-06,0.000192221013913218
COL22A1,ENSSSCG00000005938,-4.8959932367839,1.12920748095732e-06,0.000201295767143963
NPL,ENSSSCG00000022292,4.6399095769036,1.14038997540612e-06,0.000201295767143963
TMPRSS11F,ENSSSCG00000008930,8.72137180644406,1.18704586951205e-06,0.000207476997663342
ALDH1A3,ENSSSCG00000004822,-4.58977828221342,1.42193294276798e-06,0.00024525566259333
NPY1R,ENSSSCG00000008888,-4.56852924772984,1.43070388768826e-06,0.00024525566259333
,ENSSSCG00000033580,8.66705548038134,1.45939927812449e-06,0.000247792098384794
CHRDL2,ENSSSCG00000014843,-4.71130680970434,1.49243310366342e-06,0.000251010352567089
DOK3,ENSSSCG00000063429,4.64720946720526,1.54445872245309e-06,0.000257332804709286
LRP4,ENSSSCG00000013248,-4.52606009292808,1.68143819917886e-06,0.000277561853842228
SLC11A1,ENSSSCG00000039798,4.5410055066299,1.73560374448043e-06,0.000283874711528414
NKG7,ENSSSCG00000003231,4.54789174030181,1.7776694987816e-06,0.000288111743857076
HKDC1,ENSSSCG00000010252,-5.20046315844641,1.90612872341514e-06,0.000303687134123212
SMPDL3A,ENSSSCG00000004233,4.50580264680007,1.90783929895668e-06,0.000303687134123212
VAV1,ENSSSCG00000013553,4.51095465148984,1.96967270021758e-06,0.000310755087606009
,ENSSSCG00000038667,8.58154288814795,2.01576932976168e-06,0.000315238031675361
C11orf87,ENSSSCG00000036943,-4.98388937136333,2.16503410403426e-06,0.000335636765275851
,ENSSSCG00000052237,8.55187399958187,2.25332691219579e-06,0.000346313036126091
TLR8,ENSSSCG00000012118,4.53801227714212,2.30890075930176e-06,0.00034805450617817
ADA2,ENSSSCG00000035218,4.4734530749813,2.32191572099216e-06,0.00034805450617817
BTK,ENSSSCG00000026742,4.49353712196259,2.32322673520318e-06,0.00034805450617817
SEMA4A,ENSSSCG00000006495,4.47495292521758,2.38392124712928e-06,0.00035417123328184
,ENSSSCG00000003282,4.57580764190728,2.48151011001633e-06,0.000365622828441084
SLC2A9,ENSSSCG00000031700,4.92686114198406,2.71879289479501e-06,0.000397300325642668
,ENSSSCG00000031640,4.40323822774854,2.77409201377104e-06,0.000402085466841545
ADCY8,ENSSSCG00000031717,-4.56157976809741,2.91081474505173e-06,0.000418500042538566
OSCAR,ENSSSCG00000003259,4.73107756976214,2.93712298864833e-06,0.000418904229132979
CD84,ENSSSCG00000006381,4.42515628841135,2.97092273028438e-06,0.000420361987583413
TNNC1,ENSSSCG00000011441,-5.08592139453828,3.02241910857748e-06,0.000424281006832436
TIFAB,ENSSSCG00000038110,5.07298506117244,3.17377873861188e-06,0.000440339473196387
CHIT1,ENSSSCG00000015477,8.45902085123355,3.18621225276721e-06,0.000440339473196387
,ENSSSCG00000053630,-4.72447992526939,3.43909074723487e-06,0.000471631614166948
,ENSSSCG00000030433,5.97134331510815,3.52514689529301e-06,0.000479742891979265
SLC6A4,ENSSSCG00000017797,-4.33208090201926,3.73224498703111e-06,0.000504079269915081
SIRPB2,ENSSSCG00000007185,4.78031864159641,3.85954942863672e-06,0.000517353738449138
,ENSSSCG00000055164,8.39362318224147,4.05815159511038e-06,0.000539915870430058
SLC7A7,ENSSSCG00000002041,4.34560105773582,4.1328902508823e-06,0.000545786425131331
IDO1,ENSSSCG00000007007,5.41169524903714,4.21533308978803e-06,0.000552580575917213
SNX10,ENSSSCG00000037598,4.31830694182269,4.44058535777463e-06,0.000577859531083257
RAB44,ENSSSCG00000001566,4.86431327281224,4.77289044666304e-06,0.000613624260943515
,ENSSSCG00000060492,-5.37959133341097,4.78425915813039e-06,0.000613624260943515
,ENSSSCG00000061213,-4.40090833448377,4.96381554816786e-06,0.00062917165852859
,ENSSSCG00000016184,4.96007925978009,4.97606034622679e-06,0.00062917165852859
OLFM1,ENSSSCG00000029715,4.27151142343933,5.13600760191519e-06,0.00064482213751369
RETREG1,ENSSSCG00000016792,-4.24656086859675,5.27244627973733e-06,0.000653983182390778
CAPN3,ENSSSCG00000004728,4.28492785326509,5.28234116357819e-06,0.000653983182390778
,ENSSSCG00000053703,5.09180079675923,5.46579633481712e-06,0.000667989521807187
FN1,ENSSSCG00000016174,4.23497077730394,5.49884139605859e-06,0.000667989521807187
VSIG4,ENSSSCG00000035170,4.24751466174316,5.53187701084145e-06,0.000667989521807187
CD180,ENSSSCG00000016957,4.35248439894998,5.54534716330848e-06,0.000667989521807187
LDLR,ENSSSCG00000028512,-4.23097603850375,5.63932825805251e-06,0.000674751303252082
ADD2,ENSSSCG00000020736,-4.26097521027247,5.68198769591504e-06,0.000675323177618489
PIWIL4,ENSSSCG00000014959,4.51113765202326,5.84715247299452e-06,0.000690351220453949
,ENSSSCG00000062751,8.28960822536695,5.94022241497793e-06,0.000696725560619911
KMO,ENSSSCG00000025686,4.2333421258185,6.43476476747506e-06,0.000749797295912061
,ENSSSCG00000046815,5.30142595800474,6.48587509189796e-06,0.000750845332067252
RAB39A,ENSSSCG00000031723,8.25320056402174,6.78016422363105e-06,0.000779850114702544
FBN2,ENSSSCG00000014256,-4.19023444686813,6.85845341292182e-06,0.000783798124651091
GMFG,ENSSSCG00000040981,4.19908039249845,6.9825095841747e-06,0.000792892871762207
CCNA1,ENSSSCG00000009354,-4.6893623392976,7.06416000908583e-06,0.000797087624316343
MYO1F,ENSSSCG00000013604,4.17254439395093,7.46053970704379e-06,0.000836518879856457
RAB3B,ENSSSCG00000021036,-4.19694054748968,7.55043700327692e-06,0.000841307443090131
AMIGO2,ENSSSCG00000000810,-4.15685023222694,7.60500711189591e-06,0.000842124638452673
ODAPH,ENSSSCG00000034870,4.84915747694481,7.71226330545625e-06,0.000843639526205035
,ENSSSCG00000025271,4.209202038865,7.71772559821398e-06,0.000843639526205035
,ENSSSCG00000040829,8.21585028464445,7.76065079075756e-06,0.000843639526205035
BMPR1B,ENSSSCG00000029621,-4.14353825483016,8.09851057052466e-06,0.00087325867316151
LCP1,ENSSSCG00000009412,4.14164189741472,8.17435185407379e-06,0.00087325867316151
GSTA1,ENSSSCG00000052947,-4.13805323360809,8.18006497744964e-06,0.00087325867316151
,ENSSSCG00000030300,-4.13755080863748,8.37398445664555e-06,0.000884980485023574
MCIDAS,ENSSSCG00000036183,-5.23542121408245,8.39748553741497e-06,0.000884980485023574
PYCARD,ENSSSCG00000040811,4.19787728434687,8.43878631669327e-06,0.000884980485023574
,ENSSSCG00000045878,5.73960559227639,8.58734882125955e-06,0.000885972071297331
,ENSSSCG00000040826,5.73960559227639,8.58734882125955e-06,0.000885972071297331
ST14,ENSSSCG00000015246,4.15004371099018,8.63576467551283e-06,0.000885972071297331
,ENSSSCG00000033918,4.16362083313067,8.64702380557189e-06,0.000885972071297331
,ENSSSCG00000046162,-4.81227455086884,8.95832754446509e-06,0.000912623219786992
GATA5,ENSSSCG00000007538,-5.21634315906381,9.04182945799853e-06,0.000915896224870442
TGM3,ENSSSCG00000026043,-4.34609985727151,9.23729267358818e-06,0.000930409343416554
LPXN,ENSSSCG00000021176,4.14653042253746,9.45285339878784e-06,0.000946772305581964
EVI2B,ENSSSCG00000017750,4.13061033055848,9.8456290034769e-06,0.000980602647340705
MILR1,ENSSSCG00000032612,4.22727021928778,1.09096941964393e-05,0.00107652436801638
CCR1,ENSSSCG00000011322,4.09503811885912,1.10082054612631e-05,0.00107652436801638
,ENSSSCG00000009667,5.16413235590884,1.10281224269671e-05,0.00107652436801638
BTC,ENSSSCG00000008965,4.31538419092998,1.10502557408008e-05,0.00107652436801638
DNER,ENSSSCG00000016258,-4.13540560523264,1.12053845538405e-05,0.00107793205975957
ACP3,ENSSSCG00000011627,4.56980423519152,1.12797566073623e-05,0.00107793205975957
ARHGAP30,ENSSSCG00000006372,4.07292324757727,1.12955630916328e-05,0.00107793205975957
TACR1,ENSSSCG00000036008,-4.20058330843763,1.13482739737957e-05,0.00107793205975957
MYOC,ENSSSCG00000035066,-8.04338741051224,1.14379785916295e-05,0.00107793205975957
HCK,ENSSSCG00000007240,4.08919799171028,1.14646405422787e-05,0.00107793205975957
BIN2,ENSSSCG00000000223,4.07905150310828,1.15713530011554e-05,0.00107793205975957
LYPD5,ENSSSCG00000003073,-4.74523631223821,1.1649677528823e-05,0.00107793205975957
SLITRK4,ENSSSCG00000022091,-4.74523631223821,1.1649677528823e-05,0.00107793205975957
,ENSSSCG00000031855,4.27233250590534,1.17211270082421e-05,0.00107793205975957
SERPINE1,ENSSSCG00000025698,-4.04620215731073,1.18125029549303e-05,0.00107793205975957
CD207,ENSSSCG00000008319,8.09762164874886,1.1850722667314e-05,0.00107793205975957
,ENSSSCG00000031242,8.09762164874886,1.1850722667314e-05,0.00107793205975957
TRPV2,ENSSSCG00000018032,4.06237113231201,1.20993137967121e-05,0.00109495718968418
SQLE,ENSSSCG00000005970,-4.05791010327272,1.21744937147343e-05,0.00109619633306203
DMKN,ENSSSCG00000041481,-4.07154523446647,1.29855949387622e-05,0.00116335269632288
CTSZ,ENSSSCG00000007522,4.01944643106046,1.32306431696987e-05,0.00117388764491329
NAAA,ENSSSCG00000008973,4.02817955852287,1.32348786531058e-05,0.00117388764491329
SMPDL3B,ENSSSCG00000003582,4.04310725480413,1.33151344138557e-05,0.00117515948678326
,ENSSSCG00000058808,-7.99776011555259,1.34593428924432e-05,0.0011820352959925
,ENSSSCG00000008240,4.04841843338818,1.37829846804095e-05,0.00120225800960661
ABL2,ENSSSCG00000024674,-4.01517672340797,1.38244835073679e-05,0.00120225800960661
TFEC,ENSSSCG00000038138,4.14196305895188,1.46145999226926e-05,0.00126480139525128
LY75,ENSSSCG00000021956,4.15864397706433,1.47309531484688e-05,0.00126871223541498
NETO1,ENSSSCG00000027654,-4.23802395298319,1.50728722895861e-05,0.00129191907297471
ENPP1,ENSSSCG00000004193,3.98266745620575,1.55661235214432e-05,0.00132480921051577
GFPT2,ENSSSCG00000014012,-3.98343347432053,1.56349983748084e-05,0.00132480921051577
,ENSSSCG00000013880,5.07117687465293,1.57374056975284e-05,0.00132480921051577
,ENSSSCG00000040950,-7.95064253130231,1.5905617650572e-05,0.00132480921051577
REG4,ENSSSCG00000040947,-7.95064253130231,1.5905617650572e-05,0.00132480921051577
,ENSSSCG00000031620,-7.95064253130231,1.5905617650572e-05,0.00132480921051577
,ENSSSCG00000043154,8.01305191637168,1.59767769946651e-05,0.00132480921051577
CD68,ENSSSCG00000017956,3.97530068781308,1.61458628461503e-05,0.00133263167972763
,ENSSSCG00000052239,5.05184482830483,1.69385124437443e-05,0.00139161198086209
ITGB2,ENSSSCG00000025133,3.95579845905156,1.75568758428266e-05,0.001425612860006
,ENSSSCG00000059775,3.96841064812719,1.75615489152449e-05,0.001425612860006
RASGRP4,ENSSSCG00000002960,3.9971931013464,1.75922610052345e-05,0.001425612860006
TRIM15,ENSSSCG00000001235,-4.78918687281992,1.78383024591365e-05,0.00143901020923749
OVGP1,ENSSSCG00000006791,-3.94306292122726,1.80685095252135e-05,0.00145101526043021
GCNT2,ENSSSCG00000062258,5.03225021101551,1.82468646679969e-05,0.0014587672793769
,ENSSSCG00000051969,4.62508889248881,1.84660359030786e-05,0.00146969860750038
DCHS2,ENSSSCG00000026886,7.96883231062618,1.86519792460825e-05,0.0014713605575184
,ENSSSCG00000057590,7.96883231062618,1.86519792460825e-05,0.0014713605575184
PLCB2,ENSSSCG00000004779,3.92853723441441,2.0510292490306e-05,0.00161082596703602
PTPRO,ENSSSCG00000000601,4.00605314363943,2.0681832508284e-05,0.00161717416648108
DENND2D,ENSSSCG00000025704,3.96175038854594,2.09278378152178e-05,0.00162926415969302
SNX31,ENSSSCG00000006064,4.00332622265019,2.1347782280173e-05,0.0016547315760475
KYNU,ENSSSCG00000015673,3.98290732584107,2.16883925120076e-05,0.0016738556783726
TUNAR,ENSSSCG00000054868,7.9232143703751,2.1859584314251e-05,0.00167979598773477
CTSS,ENSSSCG00000006648,3.89148339109591,2.20910152900172e-05,0.00169029450897179
,ENSSSCG00000009936,-7.85152334520914,2.2520002462479e-05,0.00171575471752596
TFPI2,ENSSSCG00000015322,-3.8744796257885,2.35253948119662e-05,0.00178472654769249
FERMT3,ENSSSCG00000013041,3.89535091649669,2.40482934376877e-05,0.00180286840835079
DHCR7,ENSSSCG00000021181,-3.87706010607579,2.40738156839917e-05,0.00180286840835079
,ENSSSCG00000015662,3.96020294431941,2.41175127832421e-05,0.00180286840835079
,ENSSSCG00000050229,5.46338522219788,2.41690346419026e-05,0.00180286840835079
TLR2,ENSSSCG00000009002,3.87632408020432,2.50658567299092e-05,0.00185949389605523
,ENSSSCG00000063587,4.44045974105051,2.51367528017338e-05,0.00185949389605523
SDCBP2,ENSSSCG00000007189,-3.87749016284791,2.54101018105322e-05,0.00187194750032301
NALF1,ENSSSCG00000040130,7.87610676189289,2.57233157157343e-05,0.00188722334395107
,ENSSSCG00000034920,5.4354404365696,2.67894127442059e-05,0.00194060251055637
,ENSSSCG00000039217,4.93007451007204,2.68306163504904e-05,0.00194060251055637
ACTG2,ENSSSCG00000008294,-3.84233436018108,2.69121850444802e-05,0.00194060251055637
CFAP299,ENSSSCG00000037723,-7.79928725529332,2.69951437411925e-05,0.00194060251055637
,ENSSSCG00000040342,-7.79928725529332,2.69951437411925e-05,0.00194060251055637
GIMAP4,ENSSSCG00000027826,3.84159116853959,2.72304420343233e-05,0.00194362804697046
,ENSSSCG00000061477,3.96116135951066,2.72552732635525e-05,0.00194362804697046
PDK4,ENSSSCG00000015334,-3.83365050750173,2.76220001215618e-05,0.00196193234329564
,ENSSSCG00000042589,3.87119865053728,2.85808352006743e-05,0.00202198067443501
WNT7B,ENSSSCG00000027365,4.13022307875491,2.88416695649775e-05,0.00202926642655523
,ENSSSCG00000046646,4.66006170353192,2.9004973097357e-05,0.00202926642655523
,ENSSSCG00000061098,4.90874139107637,2.90644552724647e-05,0.00202926642655523
LRRC25,ENSSSCG00000036963,3.85463174826037,2.91391185325408e-05,0.00202926642655523
NCF2,ENSSSCG00000015559,3.83552504775948,2.92550774644999e-05,0.0020294144787436
CCRL2,ENSSSCG00000023557,3.94483452988864,3.00266925061767e-05,0.00207486772868263
,ENSSSCG00000059394,-4.06844382665424,3.13544913549911e-05,0.0021501968467397
MYO1G,ENSSSCG00000016742,3.84556168023606,3.13580424137493e-05,0.0021501968467397
AQP9,ENSSSCG00000004597,-3.83875995417274,3.18780032855382e-05,0.0021710515642122
,ENSSSCG00000029289,-4.08277860890805,3.19616956842817e-05,0.0021710515642122
,ENSSSCG00000058473,4.30134841169016,3.20275163443913e-05,0.0021710515642122
UCN2,ENSSSCG00000036910,-7.74508855438752,3.25318703519106e-05,0.00218859692314665
HAND2,ENSSSCG00000031537,-7.74508855438752,3.25318703519106e-05,0.00218859692314665
MEIKIN,ENSSSCG00000014271,5.37787262996449,3.30817845019685e-05,0.00221648121425236
,ENSSSCG00000060231,-4.29380312631937,3.31950013577171e-05,0.00221648121425236
CDH2,ENSSSCG00000003722,-3.78764423433707,3.33485884397972e-05,0.00221750436919648
C11orf52,ENSSSCG00000015035,4.28995519862093,3.34590910541761e-05,0.00221750436919648
DOCK8,ENSSSCG00000005240,3.80161775930631,3.40454394098423e-05,0.00224800775480988
EVI2A,ENSSSCG00000017749,3.86502063856872,3.42514897679344e-05,0.00225326774753776
,ENSSSCG00000057215,3.79962863625578,3.48048079741605e-05,0.00228125042854167
,ENSSSCG00000037351,3.83926954617569,3.51580187471811e-05,0.00229596028653753
DCSTAMP,ENSSSCG00000006043,7.77700965549974,3.60897871215171e-05,0.00233855556250111
CYP17A1,ENSSSCG00000010591,-3.76544805370182,3.61470909222584e-05,0.00233855556250111
CYBB,ENSSSCG00000036246,3.77560717610004,3.62729059628977e-05,0.00233855556250111
,ENSSSCG00000027196,3.81868057639684,3.63349725607363e-05,0.00233855556250111
F2RL1,ENSSSCG00000014091,-3.7715047259112,3.74394756872885e-05,0.0024009747214136
DOK2,ENSSSCG00000009612,3.78847044930435,3.79018422882962e-05,0.00242191413733242
TRPM2,ENSSSCG00000023762,3.77180747816979,3.89274114340797e-05,0.00247856389659562
ARHGAP15,ENSSSCG00000015671,3.89180195173191,4.00165085175543e-05,0.00253884097455857
CCDC194,ENSSSCG00000041467,4.13341323640627,4.09675488792442e-05,0.00258299910979454
TGFA,ENSSSCG00000008326,-3.79354863606083,4.10932962818677e-05,0.00258299910979454
,ENSSSCG00000024689,5.31791188114382,4.1147170023651e-05,0.00258299910979454
WDFY4,ENSSSCG00000045502,3.7476940584136,4.2001317702855e-05,0.0026273666386193
,ENSSSCG00000029231,4.2981793856591,4.32991369021513e-05,0.00269908046395648
ARL11,ENSSSCG00000053768,3.80616814742626,4.45249809126377e-05,0.00276582355299827
TRIM10,ENSSSCG00000001234,-4.38901142240785,4.58254942557602e-05,0.00283672538747116
HK3,ENSSSCG00000014048,3.70581197057344,4.65811169060405e-05,0.00287352301799616
PDCD1,ENSSSCG00000037319,4.37580118238167,4.77614789897908e-05,0.0029347205215708
GRIK3,ENSSSCG00000003640,-7.63017161679437,4.80669953050635e-05,0.0029347205215708
,ENSSSCG00000023612,-7.63017161679437,4.80669953050635e-05,0.0029347205215708
SSTR1,ENSSSCG00000001938,-4.08666625063659,4.93196908331594e-05,0.00300092644427838
,ENSSSCG00000059972,-4.18894973060974,4.95698044557312e-05,0.00300588596543121
CLU,ENSSSCG00000009668,3.67529341872159,5.13876658197401e-05,0.00308768167629944
,ENSSSCG00000058905,7.67060032500212,5.16114617196115e-05,0.00308768167629944
,ENSSSCG00000050502,7.67060032500212,5.16114617196115e-05,0.00308768167629944
SERPINA6,ENSSSCG00000002475,7.67060032500212,5.16114617196115e-05,0.00308768167629944
GPR183,ENSSSCG00000009517,3.73008647395031,5.18545902082522e-05,0.00309185161950742
CD48,ENSSSCG00000006379,3.70600247380541,5.21373303710129e-05,0.00309834775284806
,ENSSSCG00000049234,4.74986430813769,5.24105713373322e-05,0.00310423809236531
,ENSSSCG00000060795,3.89612342980337,5.38536820031097e-05,0.00317364952334571
,ENSSSCG00000027903,4.34342635809412,5.39385127649624e-05,0.00317364952334571
BCL2L14,ENSSSCG00000000623,3.79693896561748,5.78060991423011e-05,0.00338545987571549
,ENSSSCG00000042692,5.22302228808935,5.79181771423169e-05,0.00338545987571549
PRSS35,ENSSSCG00000004452,3.68974820867944,5.82905513298179e-05,0.00339609133695422
FAM174B,ENSSSCG00000002265,-3.64845074613857,5.90079918084619e-05,0.00342669211062299
,ENSSSCG00000052099,-4.71641522749471,5.97501205469181e-05,0.00345852321139759
