Gene_name,genes,logFC,PValue,FDR
PBK,ENSSSCG00000009671,2.53481715924268,0.0038180362248106,0.323259916698202
RGS7BP,ENSSSCG00000033581,-3.46621869557494,0.00382916097494825,0.323259916698202
,ENSSSCG00000054357,2.81245511192847,0.00389145726185244,0.326382774149354
PCDHAC2,ENSSSCG00000029281,-2.54409378153045,0.00391813795178647,0.326382774149354
TBATA,ENSSSCG00000010273,-2.57768662673568,0.00392035104563323,0.326382774149354
MGAM,ENSSSCG00000034639,-2.83651993418264,0.00402063100076519,0.333195961742312
PEBP4,ENSSSCG00000009631,-2.50595131953148,0.00404618350394998,0.33378242549023
KIF20A,ENSSSCG00000014326,2.49313155558068,0.00413169077217937,0.33928693404633
C4orf46,ENSSSCG00000028492,2.48895543887887,0.00425901527715718,0.348160045235845
CTXND1,ENSSSCG00000056088,3.42161885854783,0.00433106474692406,0.352455025756442
,ENSSSCG00000003248,-2.50945129170361,0.00443232917562754,0.355227282328708
KIF15,ENSSSCG00000011309,2.47756216457989,0.00443776903276628,0.355227282328708
SLITRK2,ENSSSCG00000012724,-2.51447591088935,0.00443981123955175,0.355227282328708
MCM4,ENSSSCG00000006273,2.46946680683529,0.00444378201075435,0.355227282328708
SNORD89,ENSSSCG00000018864,-3.8629733706929,0.00450778129019988,0.357182354336628
VSIG1,ENSSSCG00000059089,-3.8629733706929,0.00450778129019988,0.357182354336628
MMS22L,ENSSSCG00000004344,2.54936822174501,0.00453069534122554,0.357430314561488
LMAN1L,ENSSSCG00000001899,-2.4945995809016,0.00456961281988023,0.35893315306068
SPRN,ENSSSCG00000053907,-3.40243997062442,0.0046099360591967,0.360532921408864
TAC4,ENSSSCG00000038057,-2.66841661611969,0.0046787831188836,0.364340068214445
EGR1,ENSSSCG00000014336,2.44113042436375,0.00470636753409163,0.364915175411586
VIPR2,ENSSSCG00000016403,-2.46404799154484,0.00476856053776803,0.366811329141836
SPTBN4,ENSSSCG00000037494,2.44951426972112,0.00478756843844422,0.366811329141836
ARHGAP11A,ENSSSCG00000004806,2.47033621597238,0.00483753075037099,0.366811329141836
RUNDC3B,ENSSSCG00000024485,2.53936425115754,0.00484315626869456,0.366811329141836
,ENSSSCG00000043130,-3.02810173476486,0.00484741135519732,0.366811329141836
,ENSSSCG00000008677,2.43581321677899,0.0048526462783626,0.366811329141836
RCAN2,ENSSSCG00000001716,-2.44302163851246,0.00488227473298011,0.367513230525078
HJURP,ENSSSCG00000016313,2.59318311069071,0.00491537812692368,0.368469797680511
SNORA44,ENSSSCG00000023086,3.81963226732773,0.00504279471898448,0.374212588052953
,ENSSSCG00000026302,2.42625037193092,0.0050710473932332,0.374212588052953
TIMELESS,ENSSSCG00000000399,2.44908835097872,0.00509808637733572,0.374212588052953
ISLR2,ENSSSCG00000036011,2.50553533288398,0.00511869648391486,0.374212588052953
,ENSSSCG00000006592,-2.91783453213719,0.00512111619827987,0.374212588052953
THBS4,ENSSSCG00000014117,-2.43277191881299,0.00517729108922104,0.374212588052953
GPIHBP1,ENSSSCG00000034689,-3.14022105697177,0.00518969064992383,0.374212588052953
CDCA3,ENSSSCG00000000683,2.47109512043837,0.00519403989318249,0.374212588052953
,ENSSSCG00000055226,3.35784576238328,0.00520248319337796,0.374212588052953
FRMD7,ENSSSCG00000023618,3.35784576238328,0.00520248319337796,0.374212588052953
